id,sku,name,category,is_active,created_at,updated_at
f3c9e6db-5001-5325-b688-27d1d3fc04c1,SKU-1033,Sensor Array M33,sensor_array,true,2025-01-02 09:04:50+00,2025-01-02 09:04:50+00
63b368d3-a702-5229-a0eb-00c0e02acf2c,SKU-1034,Drive Unit M34,drive_unit,true,2025-01-02 09:09:52+00,2025-01-02 09:09:52+00
a32a21a2-1fde-52e6-a745-494a810ef82b,SKU-1035,Valve System M35,valve_system,true,2025-01-02 09:03:06+00,2025-01-02 09:03:06+00
637d71e2-55cf-575a-87f5-1bcee0d0072a,SKU-1036,Industrial Pump M36,industrial_pump,true,2025-01-02 09:12:21+00,2025-01-02 09:12:21+00
43239255-9abf-522a-a0ca-d242c13539cf,SKU-1037,Controller M37,controller,true,2025-01-02 09:11:29+00,2025-01-02 09:11:29+00
6a379419-7f07-55f2-a7a1-c92bb24d1f27,SKU-1038,Actuator M38,actuator,true,2025-01-02 09:03:51+00,2025-01-02 09:03:51+00
dbfbb0d5-1eb8-59dd-bad5-834d7a45a348,SKU-1039,Sensor Array M39,sensor_array,true,2025-01-02 09:16:52+00,2025-01-02 09:16:52+00
76ce6f91-8d47-5bfd-a8a9-b086d8728beb,SKU-1040,Drive Unit M40,drive_unit,true,2025-01-02 09:28:56+00,2025-01-02 09:28:56+00
4ccb08b0-f9e0-5e25-89e3-bea409b0d0cb,SKU-1041,Valve System M41,valve_system,true,2025-01-02 09:11:09+00,2025-01-02 09:11:09+00
7698a25a-a051-53c9-ae74-597da202ffca,SKU-1042,Industrial Pump M42,industrial_pump,true,2025-01-02 09:17:44+00,2025-01-02 09:17:44+00
721d117c-620d-5f92-b800-3e89864cc8d3,SKU-1043,Controller M43,controller,true,2025-01-02 09:25:57+00,2025-01-02 09:25:57+00
571424b7-2fc1-5ceb-8982-7426cc703fff,SKU-1044,Actuator M44,actuator,true,2025-01-02 09:13:31+00,2025-01-02 09:13:31+00
9096801a-a6fd-5ca3-a667-34759b5adb9e,SKU-1045,Sensor Array M45,sensor_array,true,2025-01-02 09:07:25+00,2025-01-02 09:07:25+00
1b8e1d0e-392d-5e23-854a-832f0d6ac35d,SKU-1046,Drive Unit M46,drive_unit,true,2025-01-02 09:15:27+00,2025-01-02 09:15:27+00
8110e190-2a4b-579b-be2c-511de85ab755,SKU-1047,Valve System M47,valve_system,true,2025-01-02 09:07:11+00,2025-01-02 09:07:11+00
ab9d2edf-ae6c-55be-beec-404b29edda19,SKU-1048,Industrial Pump M48,industrial_pump,true,2025-01-02 09:11:22+00,2025-01-02 09:11:22+00
85ee2954-52d3-5ec2-8fea-0575175559ac,SKU-1049,Controller M49,controller,true,2025-01-02 09:06:58+00,2025-01-02 09:06:58+00
f40bf37b-20d6-5349-82b6-18cbd1f10e83,SKU-1050,Actuator M50,actuator,true,2025-01-02 09:06:55+00,2025-01-02 09:06:55+00
263e995b-8be3-5198-adb6-aa81c41bf770,SKU-1051,Sensor Array M51,sensor_array,true,2025-01-02 09:05:39+00,2025-01-02 09:05:39+00
03daeeea-7468-535a-a03a-78f80e9f433f,SKU-1052,Drive Unit M52,drive_unit,true,2025-01-02 09:16:09+00,2025-01-02 09:16:09+00
72067051-48fc-5737-a00c-93c490bd0b34,SKU-1053,Valve System M53,valve_system,true,2025-01-02 09:01:10+00,2025-01-02 09:01:10+00
73148ed3-fbe9-5571-a16d-34fb5520390e,SKU-1054,Industrial Pump M54,industrial_pump,true,2025-01-02 09:04:27+00,2025-01-02 09:04:27+00
515f77ef-9c32-5e75-81c3-2b3795c000f2,SKU-1055,Controller M55,controller,true,2025-01-02 09:17:13+00,2025-01-02 09:17:13+00
bcd21179-c89f-5095-808a-e72f06c0841d,SKU-1056,Actuator M56,actuator,true,2025-01-02 09:26:27+00,2025-01-02 09:26:27+00
df03a7e9-20ca-5987-a644-76566671155b,SKU-1057,Sensor Array M57,sensor_array,true,2025-01-02 09:27:48+00,2025-01-02 09:27:48+00
49690aee-94fa-525b-b5ce-92feaf54b957,SKU-1058,Drive Unit M58,drive_unit,true,2025-01-02 09:20:14+00,2025-01-02 09:20:14+00
ef9ef5f5-f4f4-5cf3-8420-397a6fcbf152,SKU-1059,Valve System M59,valve_system,true,2025-01-02 09:20:38+00,2025-01-02 09:20:38+00
70b50d29-9125-53dc-a829-c961b011e429,SKU-1060,Industrial Pump M60,industrial_pump,true,2025-01-02 09:13:42+00,2025-01-02 09:13:42+00
cf40a232-f9b9-5adf-afb6-0a981f2ffcf7,SKU-1061,Controller M61,controller,true,2025-01-02 09:13:56+00,2025-01-02 09:13:56+00
047edcf5-114c-5342-b495-232fc4aaf6fe,SKU-1062,Actuator M62,actuator,true,2025-01-02 09:14:49+00,2025-01-02 09:14:49+00
093be7d5-f016-5f2c-b71d-4dce4b0e9514,SKU-1063,Sensor Array M63,sensor_array,true,2025-01-02 09:17:07+00,2025-01-02 09:17:07+00
cf629a09-093e-5b99-8bf4-da2438fa51c4,SKU-1064,Drive Unit M64,drive_unit,true,2025-01-02 09:14:46+00,2025-01-02 09:14:46+00
5bfb3415-c6ae-5fa3-a84b-8a98a543ab9a,SKU-1065,Valve System M65,valve_system,true,2025-01-02 09:27:37+00,2025-01-02 09:27:37+00
c388846e-4e3c-5d57-b61f-ed13c7edc4da,SKU-1066,Industrial Pump M66,industrial_pump,true,2025-01-02 09:18:11+00,2025-01-02 09:18:11+00
6feb3ffe-e89f-55ab-81d5-d9b136a73c27,SKU-1067,Controller M67,controller,true,2025-01-02 09:12:35+00,2025-01-02 09:12:35+00
e7c66ad7-b5d3-5271-9438-d4741c6f9cbc,SKU-1068,Actuator M68,actuator,true,2025-01-02 09:27:45+00,2025-01-02 09:27:45+00
5e41eef3-c306-5dd1-ab8c-d305ebc7c2d5,SKU-1069,Sensor Array M69,sensor_array,true,2025-01-02 09:18:24+00,2025-01-02 09:18:24+00
4bb3265f-5fd8-5ee9-b01b-7ca5808bca6b,SKU-1070,Drive Unit M70,drive_unit,true,2025-01-02 09:28:26+00,2025-01-02 09:28:26+00
ae16db22-a7d1-5cd3-8409-669d957eb80d,SKU-1071,Valve System M71,valve_system,true,2025-01-02 09:25:27+00,2025-01-02 09:25:27+00
950c0334-92d4-54ec-b05b-35e20983883c,SKU-1072,Industrial Pump M72,industrial_pump,true,2025-01-02 09:09:10+00,2025-01-02 09:09:10+00
59115f56-acf8-50f7-9dfd-c99816aa2172,SKU-1073,Controller M73,controller,true,2025-01-02 09:07:15+00,2025-01-02 09:07:15+00
605027f9-8c6a-5d9a-80f7-9d3d42930f12,SKU-1074,Actuator M74,actuator,true,2025-01-02 09:02:22+00,2025-01-02 09:02:22+00
a68ed02d-80a0-5ebb-a79e-1ef7c4187de5,SKU-1075,Sensor Array M75,sensor_array,true,2025-01-02 09:03:02+00,2025-01-02 09:03:02+00
a32d3b40-78a1-5f18-8b90-4dd8cd4ea27b,SKU-1076,Drive Unit M76,drive_unit,true,2025-01-02 09:13:08+00,2025-01-02 09:13:08+00
eb65b5fa-c2cb-589b-9049-2b6c7bf4d22d,SKU-1077,Valve System M77,valve_system,true,2025-01-02 09:05:30+00,2025-01-02 09:05:30+00
474da520-6891-5d9b-ad56-dbc5e963bb3f,SKU-1078,Industrial Pump M78,industrial_pump,true,2025-01-02 09:02:17+00,2025-01-02 09:02:17+00
2c21421b-d3c2-55c3-8144-0c1f6b3e4f6a,SKU-1079,Controller M79,controller,true,2025-01-02 09:02:01+00,2025-01-02 09:02:01+00
