id,product_id,warehouse_id,stock_level,reorder_threshold,updated_at
c76e8ef4-4048-5dca-8cf1-8c71794523eb,7139ebf2-1aff-593d-9366-22949a04fd61,8517ed2a-3738-5e12-a1bc-f0e872fd3d71,371,111,2025-10-02 09:07:04+00
c28157d5-8fb5-5e25-9f52-35eb7130b3a9,7139ebf2-1aff-593d-9366-22949a04fd61,a71f4bf4-a78e-5fa3-a8bd-e34ee2c97dcd,71,40,2025-10-02 09:09:31+00
96790118-976f-5387-84cb-66d92b372897,7139ebf2-1aff-593d-9366-22949a04fd61,42ad692d-b82d-5a13-91a1-a9fd0fcaf73b,160,96,2025-10-02 09:00:22+00
3f5ec00c-d247-5622-a3b7-b2a401b5d757,48b59f70-e096-547d-97be-0afd9e0ef1f4,915b9517-c3e0-56bb-9f5b-959c6c507cc4,34,65,2025-10-02 09:05:40+00
acbb002b-20cb-5405-9f47-d581802ae59c,48b59f70-e096-547d-97be-0afd9e0ef1f4,6d6d0a34-9f5e-59b5-8834-675b7c7c4f20,160,56,2025-10-02 09:07:09+00
c1432965-cdbd-5044-af3b-9c165ee306b5,c7c80e8e-2456-5c4b-97cb-5d6b8aea9e11,6d6d0a34-9f5e-59b5-8834-675b7c7c4f20,278,91,2025-10-02 09:29:35+00
61eec343-8629-566d-80d1-a18e890f1b4f,c7c80e8e-2456-5c4b-97cb-5d6b8aea9e11,42ad692d-b82d-5a13-91a1-a9fd0fcaf73b,183,97,2025-10-02 09:26:28+00
a73a99ff-3f9e-535c-beef-ac0ab9fa739e,c7c80e8e-2456-5c4b-97cb-5d6b8aea9e11,22113422-0935-5ebd-b323-7908c0e6bfd5,329,111,2025-10-02 09:24:51+00
41bf1d0a-fc44-5fc7-9cc4-58d3ae062487,8243c793-3801-5a72-86e5-9ab29d8d498d,42ad692d-b82d-5a13-91a1-a9fd0fcaf73b,67,56,2025-10-02 09:23:19+00
e4a19e45-b3a3-5ea5-8d63-df87b24bb842,8243c793-3801-5a72-86e5-9ab29d8d498d,8517ed2a-3738-5e12-a1bc-f0e872fd3d71,280,98,2025-10-02 09:09:33+00
86db6024-5ea3-5811-ad05-72491e3deb36,5e2cc5fc-7d5b-5bba-ad99-4412ab325860,a71f4bf4-a78e-5fa3-a8bd-e34ee2c97dcd,136,64,2025-10-02 09:10:06+00
30688b6e-0175-51e8-b25a-a0d4c957d5ae,5e2cc5fc-7d5b-5bba-ad99-4412ab325860,42ad692d-b82d-5a13-91a1-a9fd0fcaf73b,228,82,2025-10-02 09:09:33+00
f790530c-995e-5989-a32d-6832a9bc2b64,ce143825-d54b-50ec-92fe-c61fdb5ae610,a71f4bf4-a78e-5fa3-a8bd-e34ee2c97dcd,170,112,2025-10-02 09:10:02+00
f9078965-0b79-562e-8126-38a683247a3b,ce143825-d54b-50ec-92fe-c61fdb5ae610,6d6d0a34-9f5e-59b5-8834-675b7c7c4f20,29,46,2025-10-02 09:14:43+00
76754722-8c89-5b34-b6a8-bd36c9a2a8cc,22326882-02d4-5cec-806a-1e1016a55411,6d6d0a34-9f5e-59b5-8834-675b7c7c4f20,349,92,2025-10-02 09:18:08+00
2b2cc2b3-5912-5228-8927-73985054e28c,22326882-02d4-5cec-806a-1e1016a55411,915b9517-c3e0-56bb-9f5b-959c6c507cc4,75,72,2025-10-02 09:03:39+00
d9a343bf-7137-58a6-9406-bf2e9872f5b5,22326882-02d4-5cec-806a-1e1016a55411,81c0642e-2463-5abd-ae26-b4b567d51419,227,93,2025-10-02 09:28:53+00
c0bafd76-ac68-5947-89a5-4da38e40895b,5f832cdc-1407-55fc-8fd5-76ca28247722,6400998a-1542-5bd0-baca-290648d04849,256,87,2025-10-02 09:08:36+00
5548a45c-7e46-5129-91cc-67416164d444,5f832cdc-1407-55fc-8fd5-76ca28247722,42ad692d-b82d-5a13-91a1-a9fd0fcaf73b,83,50,2025-10-02 09:23:03+00
0a18bb51-46de-5f2c-9d0f-921d01b12917,f3d43083-cf37-52fb-bc02-bff47203b7c9,81c0642e-2463-5abd-ae26-b4b567d51419,313,101,2025-10-02 09:12:47+00
7caf0914-5eb9-55dd-b8d9-f77bd7bc3702,f3d43083-cf37-52fb-bc02-bff47203b7c9,8517ed2a-3738-5e12-a1bc-f0e872fd3d71,360,103,2025-10-02 09:22:29+00
a1716ffe-0706-5803-af0a-d45281b82a63,f3d43083-cf37-52fb-bc02-bff47203b7c9,22113422-0935-5ebd-b323-7908c0e6bfd5,301,86,2025-10-02 09:24:23+00
f4655b6c-008c-5910-8413-02483ed43b55,d02cf696-fbfe-56b7-8ff3-89608483ee25,81c0642e-2463-5abd-ae26-b4b567d51419,263,92,2025-10-02 09:14:28+00
4c07d36a-5abf-5976-945d-d2a962cb31f1,d02cf696-fbfe-56b7-8ff3-89608483ee25,6d6d0a34-9f5e-59b5-8834-675b7c7c4f20,316,105,2025-10-02 09:25:47+00
4e78c583-8511-578b-8a0a-95edf14e3ec4,d02cf696-fbfe-56b7-8ff3-89608483ee25,8517ed2a-3738-5e12-a1bc-f0e872fd3d71,42,64,2025-10-02 09:11:06+00
af800d64-e74d-5cd0-bd69-cfac54aded71,8191a9f6-2263-53f2-a6a6-4c31e81e996e,22113422-0935-5ebd-b323-7908c0e6bfd5,245,88,2025-10-02 09:22:17+00
51ed9afb-8d7a-5cb3-8e44-b304984c4ede,8191a9f6-2263-53f2-a6a6-4c31e81e996e,8517ed2a-3738-5e12-a1bc-f0e872fd3d71,167,56,2025-10-02 09:20:34+00
a16ea6c2-a305-5337-aab5-8afd09fec523,8191a9f6-2263-53f2-a6a6-4c31e81e996e,6d6d0a34-9f5e-59b5-8834-675b7c7c4f20,251,81,2025-10-02 09:28:04+00
36bda4a2-2984-56a0-9398-94be7a179a07,9b88c78b-34e7-51c0-8f51-940e61379648,a71f4bf4-a78e-5fa3-a8bd-e34ee2c97dcd,48,47,2025-10-02 09:08:06+00
8d544f66-85bd-5e08-879a-3b440259b3a3,9b88c78b-34e7-51c0-8f51-940e61379648,6400998a-1542-5bd0-baca-290648d04849,113,101,2025-10-02 09:14:09+00
1f7caad0-8711-5f29-8a0c-fe24b3990bc7,9b88c78b-34e7-51c0-8f51-940e61379648,81c0642e-2463-5abd-ae26-b4b567d51419,70,62,2025-10-02 09:24:28+00
4721d0ca-f320-57d2-babe-3806797970a8,d6e9c7be-33cb-5851-ab77-08e587828108,a71f4bf4-a78e-5fa3-a8bd-e34ee2c97dcd,51,53,2025-10-02 09:26:20+00
eb3006fe-c44c-50ae-8ff7-8dd31add0d2f,d6e9c7be-33cb-5851-ab77-08e587828108,42ad692d-b82d-5a13-91a1-a9fd0fcaf73b,88,69,2025-10-02 09:19:09+00
b9518d73-7e3d-578f-aa0f-ab3f6f633c90,f3c9e6db-5001-5325-b688-27d1d3fc04c1,6400998a-1542-5bd0-baca-290648d04849,279,115,2025-10-02 09:28:58+00
ffd0e3b4-48ee-58ee-bb41-b54ca331bb53,f3c9e6db-5001-5325-b688-27d1d3fc04c1,a71f4bf4-a78e-5fa3-a8bd-e34ee2c97dcd,151,68,2025-10-02 09:29:37+00
5a6a3f04-57c5-596f-93bb-3404943608e3,f3c9e6db-5001-5325-b688-27d1d3fc04c1,8517ed2a-3738-5e12-a1bc-f0e872fd3d71,308,105,2025-10-02 09:00:53+00
ad5dd3bc-ce08-5ac0-b2a0-13c8bc786ea9,63b368d3-a702-5229-a0eb-00c0e02acf2c,6d6d0a34-9f5e-59b5-8834-675b7c7c4f20,59,102,2025-10-02 09:25:17+00
a33d7930-3592-5736-a650-0f7304769019,63b368d3-a702-5229-a0eb-00c0e02acf2c,8517ed2a-3738-5e12-a1bc-f0e872fd3d71,259,120,2025-10-02 09:09:31+00
a8c2707b-951d-514d-94a5-3da60d897b74,a32a21a2-1fde-52e6-a745-494a810ef82b,a71f4bf4-a78e-5fa3-a8bd-e34ee2c97dcd,121,80,2025-10-02 09:13:28+00
0bd59598-b271-50d8-ae02-3b48c7747c10,a32a21a2-1fde-52e6-a745-494a810ef82b,22113422-0935-5ebd-b323-7908c0e6bfd5,55,41,2025-10-02 09:16:24+00
7ec8d836-bbc8-594d-816f-644393de4589,637d71e2-55cf-575a-87f5-1bcee0d0072a,42ad692d-b82d-5a13-91a1-a9fd0fcaf73b,153,103,2025-10-02 09:08:49+00
227cb315-e293-5713-b6d0-c0bf101bd1ee,637d71e2-55cf-575a-87f5-1bcee0d0072a,915b9517-c3e0-56bb-9f5b-959c6c507cc4,378,104,2025-10-02 09:04:27+00
3334abcb-16b6-5484-8c7a-fd009093d730,43239255-9abf-522a-a0ca-d242c13539cf,8517ed2a-3738-5e12-a1bc-f0e872fd3d71,67,56,2025-10-02 09:15:24+00
ee29d783-a587-5c9d-9a80-e6c911e70983,43239255-9abf-522a-a0ca-d242c13539cf,42ad692d-b82d-5a13-91a1-a9fd0fcaf73b,90,44,2025-10-02 09:26:25+00
de039319-fd68-5f39-a05f-3fd9044dfd72,6a379419-7f07-55f2-a7a1-c92bb24d1f27,81c0642e-2463-5abd-ae26-b4b567d51419,97,63,2025-10-02 09:28:00+00
4905debd-429c-558d-aae2-8ff052d4448b,6a379419-7f07-55f2-a7a1-c92bb24d1f27,6d6d0a34-9f5e-59b5-8834-675b7c7c4f20,134,45,2025-10-02 09:23:27+00
c1fc1626-26c6-5bd8-b73b-6e39cfb67b94,6a379419-7f07-55f2-a7a1-c92bb24d1f27,22113422-0935-5ebd-b323-7908c0e6bfd5,150,91,2025-10-02 09:12:51+00
8eb03d60-9f09-5b50-a8da-f79eebbaa209,dbfbb0d5-1eb8-59dd-bad5-834d7a45a348,81c0642e-2463-5abd-ae26-b4b567d51419,244,78,2025-10-02 09:00:29+00
3ecc93af-70aa-5e0f-9065-b1c938d22241,dbfbb0d5-1eb8-59dd-bad5-834d7a45a348,22113422-0935-5ebd-b323-7908c0e6bfd5,244,67,2025-10-02 09:22:31+00
7fea581c-b7db-5b44-82c7-083b7975885f,dbfbb0d5-1eb8-59dd-bad5-834d7a45a348,6400998a-1542-5bd0-baca-290648d04849,227,111,2025-10-02 09:10:24+00
fd0ac24b-7b69-50ad-aaaf-b409dca4de8f,76ce6f91-8d47-5bfd-a8a9-b086d8728beb,42ad692d-b82d-5a13-91a1-a9fd0fcaf73b,5,40,2025-10-02 09:23:09+00
ab31d8e2-0424-56c0-833b-305af6033a2a,76ce6f91-8d47-5bfd-a8a9-b086d8728beb,81c0642e-2463-5abd-ae26-b4b567d51419,120,90,2025-10-02 09:00:06+00
28f1e792-a56e-5a69-aa35-2a096d82381c,4ccb08b0-f9e0-5e25-89e3-bea409b0d0cb,81c0642e-2463-5abd-ae26-b4b567d51419,239,106,2025-10-02 09:07:39+00
e3bc21e3-db60-5eef-aeac-4540c90fcb3d,4ccb08b0-f9e0-5e25-89e3-bea409b0d0cb,6400998a-1542-5bd0-baca-290648d04849,199,76,2025-10-02 09:20:15+00
d12665a8-5235-5be0-9955-63fdad46bc19,4ccb08b0-f9e0-5e25-89e3-bea409b0d0cb,8517ed2a-3738-5e12-a1bc-f0e872fd3d71,308,113,2025-10-02 09:10:07+00
7d508fa1-1170-5a66-a0b7-c10cde771bc1,7698a25a-a051-53c9-ae74-597da202ffca,a71f4bf4-a78e-5fa3-a8bd-e34ee2c97dcd,128,54,2025-10-02 09:12:43+00
1f8064d0-3020-579d-849c-d8d14c8dd15f,7698a25a-a051-53c9-ae74-597da202ffca,6400998a-1542-5bd0-baca-290648d04849,78,48,2025-10-02 09:15:35+00
266d634a-4630-5d99-b0a5-0fd1e9afb101,721d117c-620d-5f92-b800-3e89864cc8d3,8517ed2a-3738-5e12-a1bc-f0e872fd3d71,266,88,2025-10-02 09:21:40+00
c70c268d-0cd3-52bc-8de9-b46ce78c2c37,721d117c-620d-5f92-b800-3e89864cc8d3,6400998a-1542-5bd0-baca-290648d04849,52,61,2025-10-02 09:09:43+00
1fdb5802-bbb0-5a4d-a150-f48477c95a0f,571424b7-2fc1-5ceb-8982-7426cc703fff,a71f4bf4-a78e-5fa3-a8bd-e34ee2c97dcd,440,115,2025-10-02 09:09:51+00
32665db4-49b6-5100-8e94-e09a988977e9,571424b7-2fc1-5ceb-8982-7426cc703fff,6d6d0a34-9f5e-59b5-8834-675b7c7c4f20,79,50,2025-10-02 09:18:57+00
cf477b5b-3616-5088-8a0a-cdefa87e7381,571424b7-2fc1-5ceb-8982-7426cc703fff,6400998a-1542-5bd0-baca-290648d04849,92,69,2025-10-02 09:10:14+00
d4878cde-5cee-5c20-bcad-180340ccb9ea,9096801a-a6fd-5ca3-a667-34759b5adb9e,42ad692d-b82d-5a13-91a1-a9fd0fcaf73b,126,82,2025-10-02 09:15:33+00
eda61685-defb-5273-89ec-531457131f3a,9096801a-a6fd-5ca3-a667-34759b5adb9e,22113422-0935-5ebd-b323-7908c0e6bfd5,115,86,2025-10-02 09:25:16+00
40e282ee-7217-56db-93a6-9d692f9cd1b7,9096801a-a6fd-5ca3-a667-34759b5adb9e,6400998a-1542-5bd0-baca-290648d04849,50,42,2025-10-02 09:20:41+00
5e033244-29b6-5fb0-be7d-9ebbfbf1143b,1b8e1d0e-392d-5e23-854a-832f0d6ac35d,6d6d0a34-9f5e-59b5-8834-675b7c7c4f20,166,63,2025-10-02 09:00:35+00
17b35b94-803a-56dc-8357-e2f1f63e668a,1b8e1d0e-392d-5e23-854a-832f0d6ac35d,a71f4bf4-a78e-5fa3-a8bd-e34ee2c97dcd,253,87,2025-10-02 09:13:08+00
3e16159b-01ae-58fd-a2dc-4f2bc1fd10d0,8110e190-2a4b-579b-be2c-511de85ab755,6d6d0a34-9f5e-59b5-8834-675b7c7c4f20,340,115,2025-10-02 09:03:03+00
4d136d4a-d714-5485-be44-9936a5279f45,8110e190-2a4b-579b-be2c-511de85ab755,42ad692d-b82d-5a13-91a1-a9fd0fcaf73b,235,115,2025-10-02 09:12:02+00
f37155f4-0964-5f9f-9a30-3c50d4a26573,ab9d2edf-ae6c-55be-beec-404b29edda19,8517ed2a-3738-5e12-a1bc-f0e872fd3d71,320,99,2025-10-02 09:03:20+00
379f3217-6618-5274-91fa-195909276b3e,ab9d2edf-ae6c-55be-beec-404b29edda19,6d6d0a34-9f5e-59b5-8834-675b7c7c4f20,312,106,2025-10-02 09:10:06+00
de22d649-e6a3-5ba4-8147-a3730fd85a4c,85ee2954-52d3-5ec2-8fea-0575175559ac,8517ed2a-3738-5e12-a1bc-f0e872fd3d71,30,42,2025-10-02 09:03:03+00
96093bf7-f1b8-5636-90b0-4917c028d827,85ee2954-52d3-5ec2-8fea-0575175559ac,22113422-0935-5ebd-b323-7908c0e6bfd5,135,68,2025-10-02 09:08:51+00
5ca665ef-95f2-5b7e-afeb-e1c553a52816,85ee2954-52d3-5ec2-8fea-0575175559ac,81c0642e-2463-5abd-ae26-b4b567d51419,124,107,2025-10-02 09:26:08+00
d11961b2-343c-5990-9507-e67905d975a3,f40bf37b-20d6-5349-82b6-18cbd1f10e83,8517ed2a-3738-5e12-a1bc-f0e872fd3d71,216,89,2025-10-02 09:20:08+00
09c9fdc5-0299-506d-930f-dff63645c353,f40bf37b-20d6-5349-82b6-18cbd1f10e83,42ad692d-b82d-5a13-91a1-a9fd0fcaf73b,185,112,2025-10-02 09:22:25+00
4fd8da90-dfd1-52ed-86fc-93d82146a484,f40bf37b-20d6-5349-82b6-18cbd1f10e83,81c0642e-2463-5abd-ae26-b4b567d51419,139,97,2025-10-02 09:27:36+00
63189025-e6d2-50d2-ba97-b3c40d8e4651,263e995b-8be3-5198-adb6-aa81c41bf770,22113422-0935-5ebd-b323-7908c0e6bfd5,324,117,2025-10-02 09:06:54+00
0dd56195-28a9-5393-9922-bab5d6726db7,263e995b-8be3-5198-adb6-aa81c41bf770,81c0642e-2463-5abd-ae26-b4b567d51419,60,42,2025-10-02 09:19:33+00
69808d08-00c2-5dac-bbf1-395328bdbfa6,03daeeea-7468-535a-a03a-78f80e9f433f,6d6d0a34-9f5e-59b5-8834-675b7c7c4f20,40,60,2025-10-02 09:01:29+00
dc8b73f4-4a9b-56f9-8c84-e022c67a3c29,03daeeea-7468-535a-a03a-78f80e9f433f,8517ed2a-3738-5e12-a1bc-f0e872fd3d71,78,65,2025-10-02 09:19:54+00
055499cf-0a29-54cd-8aa6-ddaf36e7ad8c,03daeeea-7468-535a-a03a-78f80e9f433f,915b9517-c3e0-56bb-9f5b-959c6c507cc4,162,81,2025-10-02 09:12:53+00
a541128d-6c2e-5bef-abc0-97927a0214ac,72067051-48fc-5737-a00c-93c490bd0b34,915b9517-c3e0-56bb-9f5b-959c6c507cc4,197,63,2025-10-02 09:07:12+00
df38fa71-7a12-503e-9258-f9e8d73e0f7d,72067051-48fc-5737-a00c-93c490bd0b34,42ad692d-b82d-5a13-91a1-a9fd0fcaf73b,201,89,2025-10-02 09:10:43+00
2ef89e50-b8f8-5593-9588-ae4308c6aecb,72067051-48fc-5737-a00c-93c490bd0b34,6400998a-1542-5bd0-baca-290648d04849,247,111,2025-10-02 09:04:49+00
49510f21-e3ca-5bbe-95aa-d40609a9e8d3,73148ed3-fbe9-5571-a16d-34fb5520390e,915b9517-c3e0-56bb-9f5b-959c6c507cc4,113,66,2025-10-02 09:24:03+00
41f4c076-ca89-5066-be52-9b3bf4779036,73148ed3-fbe9-5571-a16d-34fb5520390e,6400998a-1542-5bd0-baca-290648d04849,239,84,2025-10-02 09:03:34+00
ef915b15-a18d-54bf-b99c-eb8d9d3c0b71,515f77ef-9c32-5e75-81c3-2b3795c000f2,42ad692d-b82d-5a13-91a1-a9fd0fcaf73b,40,49,2025-10-02 09:09:37+00
b7d39bce-3082-5717-817a-29d054773e6a,515f77ef-9c32-5e75-81c3-2b3795c000f2,81c0642e-2463-5abd-ae26-b4b567d51419,178,87,2025-10-02 09:18:26+00
127e95ea-18e0-541b-b56f-d98f98692173,bcd21179-c89f-5095-808a-e72f06c0841d,6d6d0a34-9f5e-59b5-8834-675b7c7c4f20,126,70,2025-10-02 09:26:32+00
dcceebe8-fabb-5dda-b594-5705d3057f30,bcd21179-c89f-5095-808a-e72f06c0841d,915b9517-c3e0-56bb-9f5b-959c6c507cc4,145,98,2025-10-02 09:12:58+00
