id,component_id,supplier_id,created_at,deactivated_at
abfebc2f-d7ca-52fa-84d6-13514018d287,9766e4b6-4e6d-5c5b-98d6-5682f17b397e,6e6d34a7-ede6-5da7-b108-7c7dd95b347f,2024-01-01 08:00:00+00,
173622cc-f1be-5044-951d-ac625be6f556,aa63c86d-8d3f-5ea4-93a4-fce1e4aae65e,da65a463-10e5-510a-baf6-c9f5bebf2609,2024-01-01 08:00:00+00,
7f7c2c68-8fd3-5f48-a55d-e4ef79bc1e5b,86fd566a-0610-5e45-ad44-e7a1a22feeb1,960f8f6e-5384-5c35-bfda-77ba61e7822e,2024-01-01 08:00:00+00,
99e58909-7a6f-5bae-ad93-acdcb97bde5f,53db5d41-9eb0-5ad6-b7d5-27d300a78ed0,b1b63f26-f6f8-534e-b26a-7b21ae5a611a,2024-01-01 08:00:00+00,
928840e8-0610-5a1a-9e5e-1b6b8b2b7a48,3cc8c2ae-18e3-5368-8128-975a64af9fca,b2d6149d-18ec-5efa-bb2b-a49f58917eeb,2024-01-01 08:00:00+00,
89553aba-6ea2-5cdb-acc2-64ba03356b96,68767971-55bf-559e-9d38-af1936e8dffd,b05f8cdc-060d-5baa-9cca-0a1fd36d0a98,2024-01-01 08:00:00+00,
60fcf6ad-91f8-5b6c-a4cd-eb181b3eb75b,483bcc66-6de0-5a5c-b61a-c57208b1e42a,4aebf463-3c95-5e36-9414-8edcf6fc203e,2024-01-01 08:00:00+00,
b2488fc4-fae5-5aff-9db3-e58b8858ce35,603ffeca-e0dd-573b-8fc2-970dc5558924,26cfaf73-cb2a-579c-b9d7-3ce65c8603da,2024-01-01 08:00:00+00,
fae71d99-2ac1-5a9c-a421-ca7abd655834,762fb9f0-e4de-5de2-8b6a-7a71b505a569,e3ebf49b-c110-5f5f-9a18-805a4d25ef12,2024-01-01 08:00:00+00,
d6bc379c-d6cb-576e-a77b-44ee63266af8,0d0bffa9-8be9-59d2-8524-d542f54acfe5,6dc6811a-ab70-5c51-bea7-107305265ab2,2024-01-01 08:00:00+00,
146f0bd1-28d5-5a48-9990-66f5534baedb,8f9cfad8-012f-5db7-a986-86fb055abbb5,a61087b9-4e85-5ce4-acba-99b114e08385,2024-01-01 08:00:00+00,
898ff1db-0294-561c-94c5-3b9fc2ba221c,d82770ef-fee3-5f9b-a220-d9ee22bb22a6,52b509f2-2fde-580b-a3c5-fb440f572114,2024-01-01 08:00:00+00,
cc9baa8f-153a-51f3-8f8c-3b879e66597a,8c2336d8-d439-5c42-831e-599bd894bc07,756358ae-b261-5982-a3b9-4afd7624e02f,2024-01-01 08:00:00+00,
9a44ca99-779e-5a3c-9c10-aad462b37d02,8f51f1ba-55b4-5fab-9ebf-657339c8716d,30519f16-83a6-5dbb-9f24-aff031d8af66,2024-01-01 08:00:00+00,
ae3ad845-4a82-5880-bb0e-affef5a961f8,593ffd76-8966-50f0-8339-68c5d753158e,9e1b4b29-9edf-5fd7-81da-245e59963411,2024-01-01 08:00:00+00,
9001f6c4-2498-5606-93d0-36c335ab3f0a,55f4eb71-a9ff-5d1c-8d2b-d2a9add0d944,5b77a11a-9e33-5b8a-be32-f8dc577d34d8,2024-01-01 08:00:00+00,
e8986bff-f585-5ddb-ad6f-88566a33a09c,5f3b9ef3-0395-5e0e-8bc7-60551b923f19,ed4a2d56-5d9d-521b-9fc1-b6c46f626c2f,2024-01-01 08:00:00+00,
f39e493d-769a-5612-bf02-6d6b92e3ad79,9bb4b597-9679-520a-a3c1-1e75c7bbad35,7c016e60-77ed-5c4d-8e3d-8583f7795b6d,2024-01-01 08:00:00+00,
9182b2b1-89e0-5a7a-8a13-dede580a5530,6902ac3f-b2f9-5319-bba2-d4c274c5f66e,29f0c371-efb4-522d-ae1b-82b4e1b002d1,2024-01-01 08:00:00+00,
6f616d57-affe-52d3-a468-a40f2cf97ac6,4036ca52-afc0-5dd4-a8c1-0b1d2cb67265,ea6977ff-66c5-5356-9e44-3320fc29aada,2024-01-01 08:00:00+00,
536ceda7-003b-52d1-b731-7ac9fc2724b5,87af591d-e41b-5b5a-825a-1c3e72b022dd,c9e6f604-0a2e-5143-8edb-eaaad29b70da,2024-01-01 08:00:00+00,
e68ab59c-f4f8-5383-8679-0999b1965d13,2264814a-975b-52c8-a510-4ac3f21eee07,c4db1de4-f99b-5cf0-b411-e71a203839d6,2024-01-01 08:00:00+00,
3edb38a4-532b-5390-b54a-672b4e5e227f,0bd7dfcd-b456-5ae2-92e1-4087d8bd91c9,80102db8-d5d3-5b2c-9e54-5b4fbebca6eb,2024-01-01 08:00:00+00,
784e7606-1179-5b1e-8669-bead4e31d9ec,d8c8a789-9042-5c99-9a95-316f1c64ef0d,239b0468-ee4c-5363-8366-b9492c860189,2024-01-01 08:00:00+00,
5d5c61ca-ff34-5795-88db-9f2e41312361,46e21cfa-7ac2-55d4-9efc-03d7a4a75e76,989fa3d3-eb9a-5bee-9acc-841fbadd5509,2024-01-01 08:00:00+00,
1812af2b-7e38-58b2-9519-06d9e350c900,43bf9e3c-f689-5ea0-b996-53bad41710d4,82aa59fd-815d-56e3-9d10-cc20edacb56b,2024-01-01 08:00:00+00,
11e5757f-3caa-528b-a078-e082b94353f9,15e745f9-8596-51a2-be88-1ca1a52f7c44,ae29d9c6-cfa6-53c2-b8e0-5e09a4fbf9e4,2024-01-01 08:00:00+00,
eb4b4e06-0b09-5d43-b082-84afc2c07ffe,d587e006-d408-5b0a-931f-77b417ce76ea,f6f54556-28ec-5b70-ba98-3c04bff8746c,2024-01-01 08:00:00+00,
dbf77d6b-40c8-5dc5-b37d-f21149911a9e,26138ae7-1560-5a78-9a7e-d699644a12fc,020f35e7-bbf4-582f-a7a0-c7d203fd1bf3,2024-01-01 08:00:00+00,
10436d55-bbcf-5b49-b1af-adcdb10da1d9,396b2ffb-134c-5583-ae04-346e54d0e1f4,9a9f4c7b-d484-59fa-8bc0-9d169cb5a272,2024-01-01 08:00:00+00,
e62d3abb-b091-5b4d-8880-9a8134814162,834a3eba-3dc3-5621-855a-2456791353e0,42cd7d51-8955-5835-9e51-fdd0cd945465,2024-01-01 08:00:00+00,
15204878-1994-57b2-bc31-6ab6a3911af9,03be422c-3d55-59f3-a94a-56008165ca32,e097904e-1431-5cab-a2cc-88dceb787955,2024-01-01 08:00:00+00,
f907caf6-1aa5-5d0d-a6e0-9baafd5a83b7,b06d736f-b02e-5764-af17-67a84d050dc2,1a086d39-5a02-516f-a0e5-782762c3f309,2024-01-01 08:00:00+00,
6c22c36d-3d13-50a8-8b73-a93054cc91db,f1b847a7-ed28-5497-83cf-eb627562726b,52b509f2-2fde-580b-a3c5-fb440f572114,2024-01-01 08:00:00+00,
05e5d5a8-a83c-50fc-ad2e-fa1893363398,f47a71e6-4769-5b34-b5eb-442122c3af97,62a3b080-4c89-5e59-83d1-449fbc838196,2024-01-01 08:00:00+00,
7f76d3c4-66b5-5a3c-834e-eea034b0c532,a741ca34-432d-512f-ba3b-8de114365379,bd89ed3d-ddef-503a-86cb-c1d4c3d09416,2024-01-01 08:00:00+00,
6ad25c02-5357-5b60-9baa-403a96cd0fc4,e4b9f582-a72d-5a25-93db-6a755c23fb71,bd6d0af6-c7ae-558a-9ad7-a581f7a34b87,2024-01-01 08:00:00+00,
78ca17cf-e882-5520-ac7c-93d9590f8122,12aa9af0-54f7-558c-9c7d-cd8b5eb4842c,5cad2b5a-c8f1-557f-bf5a-3258a3dba7b2,2024-01-01 08:00:00+00,
d60b0c4d-a51e-5f55-a461-f9de2be49b30,828ef5de-a54c-584d-bdf7-47b8e6b99428,9c5962c2-e5a4-5f21-ad0c-baa831e33468,2024-01-01 08:00:00+00,
0afdd4c3-1b25-5842-89f2-041e68d9482e,f3cf122c-72a6-530e-94a4-471d79d265dd,18c76cfa-21a7-59ad-8459-1b211e51361d,2024-01-01 08:00:00+00,
f8166342-2380-54c5-a326-7f1fb33a7bbe,5b733e3a-0f92-569b-b213-7e58ecc22384,b218bd5b-7bd3-5e25-913d-8111a8b5fe46,2024-01-01 08:00:00+00,
33539f93-eb74-5141-a91c-c7108711cdc8,bd52d3ae-3d87-5ea8-b7de-2661db41f59d,6e1d922d-415a-53d0-97d8-f4767299c10e,2024-01-01 08:00:00+00,
7c6eafa3-b441-577b-ba4c-cdb6038c7efe,de50429a-649d-55db-9ace-add22cf673ff,e60916b9-b699-5bb0-a19e-8e4fc52c86d2,2024-01-01 08:00:00+00,
f48bcd27-4d6d-5f90-916b-4b7c27ca99f7,8b1ff671-5fc5-541d-a3cf-87727b5bf4b9,6967611f-756c-5028-a77c-e8bce052a14c,2024-01-01 08:00:00+00,
ade87806-5294-51b7-a178-2c2b9227026f,e3e496e5-52b3-56d2-8bae-ef4123d4a345,40aefc77-b8f6-578a-a361-bccb322388eb,2024-01-01 08:00:00+00,
106992b9-640e-5f24-ac44-5b0b5c28c3e2,415e8ea7-b655-5a59-91a2-c933cd5c5748,264e880d-3b17-54dc-8e9c-e1fb490de6ac,2024-01-01 08:00:00+00,
d1eba316-1a0e-55f9-bfb9-0a61886ef87b,7c6ea26b-9a07-5544-bef6-22fc65c02405,62a3b080-4c89-5e59-83d1-449fbc838196,2024-01-01 08:00:00+00,
7a7728d5-27d6-5f42-b8d9-8d869de58aa6,405707ad-ded6-5cdc-a041-910c8b4150e3,f91a7a3f-74a1-595a-935a-acbc256ae50a,2024-01-01 08:00:00+00,
ee40e2e8-122b-5626-8443-346cd4414786,ccf68b7a-d103-5690-bbd9-acdde5fb74dc,02205db5-7374-5a5c-885e-f94d69a2fdd9,2024-01-01 08:00:00+00,
22dc9163-982d-5b35-a8ba-552c8d4089e6,98d1a037-17f8-54dd-804c-01a66e6c7a68,9caa7f76-10d7-58fd-83a1-a8a669a0ff27,2024-01-01 08:00:00+00,
d30c3d40-4012-54e4-94b7-f1f812bd9901,b08edc41-8cc1-5251-b001-26bb63d5f8a2,c71c7075-993b-5996-8346-cb527f97d663,2024-01-01 08:00:00+00,
8bf152e6-d333-5c8e-97e1-13a1a274bc97,4fe5b007-3775-55b0-bcd6-0a1837414ef8,f15e24ce-25d8-5410-b645-3ae0c1e07ea1,2024-01-01 08:00:00+00,
83f014ae-2356-5774-b971-94583e74a2e2,633d770e-04fe-50dd-af01-753c25c6ce6e,fc0b4afb-700b-5bcb-b18a-1862b641e21e,2024-01-01 08:00:00+00,
f8f2d264-1420-555e-9b71-cf037ceac51a,dc14b6de-2925-51c5-b935-3eacbf5b0fc3,2710a768-0baf-5368-8696-c9e335efa572,2024-01-01 08:00:00+00,
752e0065-5c94-545f-a95a-7972505ba168,a70afd06-340c-5d29-8fdd-312045b3bc15,af8a96cf-855f-5476-9aa4-8510dceafbe2,2024-01-01 08:00:00+00,
8afe4085-499d-52a1-8331-096a7396f013,73855b7c-d711-50a8-b6e4-9014b44889f7,72648e4f-576e-511f-9153-a325b74aee8e,2024-01-01 08:00:00+00,
eec9ddc0-0bd0-5132-99c0-a672bb429505,ff89d9d5-8b67-54dd-8c98-75298c124b4a,c45d7bbd-57af-5aa6-b8e5-43190333bc1f,2024-01-01 08:00:00+00,
184cd0ee-ee87-5520-925c-d81f787cfe87,762bcd3c-799f-5060-b007-e29e1f5061c6,7e9850d3-d206-5be6-aa42-d9f41a6d4a8a,2024-01-01 08:00:00+00,
5149f0fa-b397-59ca-afdd-9395decbcaca,8201fe45-32ca-5a31-b69e-a9045e5c6a4f,c39c295c-2b54-5dbe-82b6-1c25f9066335,2024-01-01 08:00:00+00,
72be1e2c-3960-5d4c-93bb-936441cf2aee,9f704fee-a838-5065-8646-a444247df7fa,27cb1fba-42f2-5e51-a92f-e137b9215c87,2024-01-01 08:00:00+00,
e521afb0-5d49-5a2a-b883-fa56920fc448,f742799f-7b86-5d73-824b-352c36df07de,8ec906cc-8e27-5537-a7fe-1c168b4c7761,2024-01-01 08:00:00+00,
a389f3e7-0e96-5f36-9c4d-313ee9a87849,7431f8cf-91ab-5fd4-9d4b-f7c3ef0a1671,d0fc6b3a-3d34-5397-8eda-e409518920d8,2024-01-01 08:00:00+00,
b50c2b84-62ba-5f78-b2eb-2afcf1d69849,39639c2b-c904-5420-915f-4bf248c1d5dc,b5751e88-7fc1-5c1e-8a7b-3794792e860b,2024-01-01 08:00:00+00,
af900050-02bd-58bc-8ea4-9e55c0543a76,fbd92ed9-9709-5645-97f9-9f47bf8a330f,b5f8d106-ce69-568e-9017-4c84273f7e9b,2024-01-01 08:00:00+00,
6608ae71-fd82-54b1-a85f-5ecef100d642,82e2f7af-7d77-5f18-9332-c788be77d05b,145680b0-7169-50c0-870e-bd204709d72d,2024-01-01 08:00:00+00,
c423a26e-619f-508a-a3eb-e2eb97f6bb9a,4eb48d0d-d009-59db-a5d6-a62ccaf0b8a0,c9d15727-b69d-5040-b3c5-c48f08762291,2024-01-01 08:00:00+00,
dcbc5164-9f16-52bb-9be8-51fc3912d476,6a166ed3-abad-5639-bbc5-84ea337cc004,eccccf96-c29c-5cff-95cb-d626caad08da,2024-01-01 08:00:00+00,
4b60888d-de76-5caf-a49d-887ce588c6af,c47211de-5b2a-5100-aaa8-772907631bf9,9df2da2e-507c-507e-b146-3af5cb0eb852,2024-01-01 08:00:00+00,
b98f32eb-13d7-56bb-9cc5-cd4911790bad,0d0946a8-2fbe-558b-a2b8-2a08930eb801,3cb7898d-9fdc-5824-b6f4-7928653a3d0f,2024-01-01 08:00:00+00,
7a374b7b-90b0-55fa-8fc8-b5bb3035da2e,06a02f54-ad6b-5a77-8aa1-ac35bffee582,57312c0b-4717-5278-aa1b-1b0e041e2256,2024-01-01 08:00:00+00,
