id,order_number,customer_id,status,placed_at,due_at,order_value,created_at,updated_at
79cf3e69-539e-595b-bb99-51ab25c5eea5,ORD-2025-00015,d28f5509-f599-50d7-8284-dea32a747651,fulfilled,2025-07-19 23:42:45+00,2025-08-04 23:42:45+00,9089.96,2025-07-19 23:42:45+00,2025-10-02 09:21:55+00
2a2d143f-ea13-5091-868a-b1083d38c42c,ORD-2025-00016,c7c27761-0269-5f3e-9d55-1c843891c69e,fulfilled,2025-03-08 09:41:30+00,2025-03-29 09:41:30+00,34716.12,2025-03-08 09:41:30+00,2025-10-02 09:24:08+00
4f0d4bb3-988a-529e-a212-7e48f0ab78c0,ORD-2024-00017,f0892242-4364-542c-ab25-0b6305424a30,fulfilled,2024-10-22 16:42:45+00,2024-11-14 16:42:45+00,2035.56,2024-10-22 16:42:45+00,2025-10-02 09:12:51+00
1eb5df6c-2dc7-5f9b-8005-ac82bb9e2595,ORD-2025-00018,fa10adbb-db7c-551b-8f4b-84ea56b920fa,open,2025-09-15 09:08:08+00,2025-09-23 09:08:08+00,15076.79,2025-09-15 09:08:08+00,2025-10-02 09:00:22+00
a77452be-97b2-5936-9e09-da0ef96d6f93,ORD-2024-00019,79748ccc-47bb-59c4-b7b8-2b20ae5174e8,fulfilled,2024-11-23 23:17:51+00,2024-12-19 23:17:51+00,6257.41,2024-11-23 23:17:51+00,2025-10-02 09:00:28+00
1a7836ec-309f-5a6e-a94e-bef9ea0080a6,ORD-2024-00020,e207f115-3444-5abf-ab90-c3cb4adf8bc5,fulfilled,2024-09-25 08:06:09+00,2024-10-23 08:06:09+00,8534.96,2024-09-25 08:06:09+00,2025-10-02 09:14:52+00
b10fb9c4-0c2a-50b1-ba97-f3ffb7abad16,ORD-2024-00021,ac6b2257-279b-5376-814c-5ce234341e46,fulfilled,2024-01-09 17:16:52+00,2024-01-21 17:16:52+00,13329.02,2024-01-09 17:16:52+00,2025-10-02 09:27:31+00
0488136f-b4d4-5d57-80bc-ced79fb36a62,ORD-2024-00022,df92dbcb-e298-58b1-b488-ca54b01ca780,fulfilled,2024-03-21 01:33:35+00,2024-04-04 01:33:35+00,34788.12,2024-03-21 01:33:35+00,2025-10-02 09:29:20+00
06d13ba8-7044-5ef9-a3cd-5f7de9e0c01d,ORD-2025-00023,2feae67d-6af9-5bea-a613-7b687ce41d3a,fulfilled,2025-07-12 19:27:06+00,2025-08-02 19:27:06+00,25274.99,2025-07-12 19:27:06+00,2025-10-02 09:09:01+00
af436841-8680-5a51-9d84-2a66ddf46be7,ORD-2024-00024,67b022d1-4133-5f68-9ddc-7cef6f6a5214,open,2024-05-02 01:41:34+00,2024-05-25 01:41:34+00,158465.29,2024-05-02 01:41:34+00,2025-10-02 09:25:24+00
65ec7fe3-137e-5f39-aaf7-3921466499bc,ORD-2025-00025,0ecf9ae6-f5cc-55e7-96e0-460790557f0d,fulfilled,2025-08-03 23:39:38+00,2025-08-12 23:39:38+00,11298.05,2025-08-03 23:39:38+00,2025-10-02 09:07:25+00
a48cd40f-ebb3-59ab-ad97-bf7d348e59d0,ORD-2025-00026,5fe3395b-e7f4-5049-a521-91ab6b93fd99,at_risk,2025-09-15 08:34:17+00,2025-10-04 08:34:17+00,27931.56,2025-09-15 08:34:17+00,2025-10-02 09:02:24+00
c864d306-cc2e-5303-af33-42a3f9119124,ORD-2025-00027,9c5be53b-9ff3-508f-8e82-4ce57ee39413,fulfilled,2025-09-16 14:32:55+00,2025-10-13 14:32:55+00,6180.96,2025-09-16 14:32:55+00,2025-10-02 09:16:47+00
56eb6ac6-e2ea-538c-b62d-1a72a602cc2c,ORD-2025-00028,6807dced-eb0a-5ed3-be9f-0c544f9cfb8f,open,2025-02-26 00:44:45+00,2025-03-20 00:44:45+00,15615.17,2025-02-26 00:44:45+00,2025-10-02 09:18:39+00
9abb3f44-6dd1-5ae9-9872-1678948af214,ORD-2024-00029,5a3b590b-f515-5210-b78e-57f1186f01f8,fulfilled,2024-04-05 18:38:23+00,2024-04-22 18:38:23+00,12894.43,2024-04-05 18:38:23+00,2025-10-02 09:01:45+00
17adbad6-1325-58ef-acc8-2661637fac09,ORD-2025-00030,6bccb6dc-eaa8-50ce-8606-cc6339e02007,fulfilled,2025-04-15 19:16:58+00,2025-05-02 19:16:58+00,432889.57,2025-04-15 19:16:58+00,2025-10-02 09:26:31+00
89c3d099-4c5e-5695-9d7d-c8986a98d947,ORD-2024-00031,e5a7599d-a9de-5c2d-add3-0c6102f8847b,open,2024-12-07 23:14:52+00,2024-12-31 23:14:52+00,30541.48,2024-12-07 23:14:52+00,2025-10-02 09:25:33+00
22aa8a02-9216-58ad-9a33-81327eb6bfdc,ORD-2024-00032,a5c34548-7549-51ac-9e22-7cc14c213f7d,fulfilled,2024-09-14 10:12:51+00,2024-09-23 10:12:51+00,19625.58,2024-09-14 10:12:51+00,2025-10-02 09:25:08+00
0c9b3655-4244-5222-ab47-829f130d0060,ORD-2024-00033,3b08f097-48ad-5c01-9ad3-d16d0b147969,fulfilled,2024-03-18 14:33:18+00,2024-04-08 14:33:18+00,26471.71,2024-03-18 14:33:18+00,2025-10-02 09:00:18+00
379f853d-e259-51d4-b20e-42fa4fc6a1ac,ORD-2024-00034,a9d7de89-e85f-5a98-8126-4fbe6e01231c,fulfilled,2024-09-02 20:25:30+00,2024-09-28 20:25:30+00,26547.4,2024-09-02 20:25:30+00,2025-10-02 09:07:15+00
748159c8-9192-5ffd-b33b-68a02b224f29,ORD-2024-00035,18251f1e-59b7-5e17-afa3-102a0152bf12,fulfilled,2024-09-03 11:09:44+00,2024-09-22 11:09:44+00,17193.9,2024-09-03 11:09:44+00,2025-10-02 09:29:38+00
16ae57ff-d876-5e1f-bd67-e9131427ef6f,ORD-2025-00036,a43e855f-d4e2-5a80-a3d5-8a5990f1e803,fulfilled,2025-09-17 01:10:50+00,2025-10-09 01:10:50+00,16478.24,2025-09-17 01:10:50+00,2025-10-02 09:13:25+00
3cc5f6b5-8001-50cb-93a3-63cccd6bef89,ORD-2024-00037,8be0bf19-e40b-558e-b2ab-2fadbc9122a7,fulfilled,2024-01-23 18:16:32+00,2024-02-17 18:16:32+00,23945.92,2024-01-23 18:16:32+00,2025-10-02 09:12:35+00
d1bbbddd-b9f5-5dfb-bffc-becf61f50016,ORD-2024-00038,c11e691f-f90e-5482-b1c2-13aa1a2fa120,fulfilled,2024-09-19 17:23:34+00,2024-09-28 17:23:34+00,16263.24,2024-09-19 17:23:34+00,2025-10-02 09:26:27+00
8facb08c-7cff-520b-9108-b1c1c32129f1,ORD-2024-00039,8a28561c-5010-570f-87a5-c8266cd23dbf,fulfilled,2024-10-12 14:27:43+00,2024-10-25 14:27:43+00,141638.33,2024-10-12 14:27:43+00,2025-10-02 09:09:47+00
1b25bd3e-0b77-53b3-a106-7757517e2a95,ORD-2024-00040,6dcdcf4b-6fab-5cd3-956a-0efa2f47572e,fulfilled,2024-09-03 17:05:58+00,2024-09-22 17:05:58+00,20285.57,2024-09-03 17:05:58+00,2025-10-02 09:29:14+00
0891e84c-8c05-51c4-b39c-da5f1a400699,ORD-2024-00041,9337a83d-586c-5a94-86c3-05b051699696,fulfilled,2024-04-11 19:21:05+00,2024-04-26 19:21:05+00,27953.04,2024-04-11 19:21:05+00,2025-10-02 09:10:51+00
4e7ec53a-6724-5026-9d29-20cf03b43746,ORD-2024-00042,cd8b31b2-de2a-560b-8cd9-77d4c5922a4e,fulfilled,2024-03-19 00:25:50+00,2024-04-14 00:25:50+00,9080.11,2024-03-19 00:25:50+00,2025-10-02 09:09:01+00
7483580b-2d0e-5c31-a673-693c7a68c8be,ORD-2025-00043,defc3598-bdf8-5240-a5c9-5c3b6b869987,at_risk,2025-09-25 12:16:04+00,2025-10-17 12:16:04+00,4454.52,2025-09-25 12:16:04+00,2025-10-02 09:25:21+00
01f6f5f5-359a-5390-baf4-c388eadb19e4,ORD-2024-00044,a2160f06-4895-5912-986e-0fc97e53e525,fulfilled,2024-06-11 16:41:20+00,2024-06-24 16:41:20+00,22550.22,2024-06-11 16:41:20+00,2025-10-02 09:04:45+00
b946cd70-3ab1-5966-841a-25e692f4891a,ORD-2025-00045,990ebc05-c798-5560-9940-b1447fa9e0ab,fulfilled,2025-02-04 18:15:01+00,2025-02-24 18:15:01+00,39277.05,2025-02-04 18:15:01+00,2025-10-02 09:19:12+00
9fcbb8ef-d4ca-58a1-b0d0-5c6e7c4c760b,ORD-2025-00046,3a37cd7d-a21c-5a5c-be88-e36a3a4834b8,fulfilled,2025-08-10 17:14:27+00,2025-08-30 17:14:27+00,19952.61,2025-08-10 17:14:27+00,2025-10-02 09:20:44+00
03a5ca49-97d2-5313-94e4-7a90756db51c,ORD-2024-00047,f33c2f5c-7850-5d82-a362-7b33ac716bab,fulfilled,2024-06-23 20:28:17+00,2024-07-15 20:28:17+00,16095.41,2024-06-23 20:28:17+00,2025-10-02 09:02:02+00
91cd85e0-fac3-51a0-8eab-b74af0d605aa,ORD-2024-00048,d19baa3e-8063-5246-b998-b30ea5b0859c,fulfilled,2024-06-01 19:22:16+00,2024-07-01 19:22:16+00,5768.39,2024-06-01 19:22:16+00,2025-10-02 09:21:25+00
2d612a5f-a8ca-53e4-8935-2e0bfd5e9d5e,ORD-2024-00049,4458c978-dac4-5f05-94f2-7230e5f0037b,open,2024-09-23 12:24:10+00,2024-09-30 12:24:10+00,22082.71,2024-09-23 12:24:10+00,2025-10-02 09:12:20+00
94d62354-2341-544a-9f93-e3d4cd4c5685,ORD-2025-00050,acc9667b-1fa7-5f0f-b612-8aefab7e8ee3,open,2025-03-16 00:41:38+00,2025-04-09 00:41:38+00,25975.67,2025-03-16 00:41:38+00,2025-10-02 09:02:02+00
28a517f3-56a8-5e20-b7b9-a5b6fcbb2b80,ORD-2025-00051,c7b170c5-c03a-56a4-88de-9161a7e65f02,open,2025-02-13 19:40:48+00,2025-03-08 19:40:48+00,229613.37,2025-02-13 19:40:48+00,2025-10-02 09:18:40+00
f711b489-618c-5bc0-89cf-db8fcd5c0bcf,ORD-2025-00052,b5173ea5-42fa-540b-b725-4e8175778edc,open,2025-03-19 19:37:58+00,2025-04-11 19:37:58+00,4171.43,2025-03-19 19:37:58+00,2025-10-02 09:10:47+00
fe6a564e-3a7d-5044-8f17-e60a19a9a812,ORD-2024-00053,3af13b57-78d8-5281-8dac-bb72fdf5f124,fulfilled,2024-10-27 21:35:35+00,2024-11-20 21:35:35+00,19368.24,2024-10-27 21:35:35+00,2025-10-02 09:23:20+00
5e0fb35a-b031-507b-ae06-0aeb6b8e4109,ORD-2024-00054,3262dbe2-f3c2-5ebe-96b2-815c8eb9051d,fulfilled,2024-08-07 20:00:14+00,2024-08-23 20:00:14+00,8964.87,2024-08-07 20:00:14+00,2025-10-02 09:09:08+00
e3420505-1858-5e5d-b12c-b9a7b4b6212f,ORD-2024-00055,0d58c331-73df-5c68-9cb6-d9ee6b3d434d,open,2024-12-24 19:16:50+00,2025-01-09 19:16:50+00,16448.93,2024-12-24 19:16:50+00,2025-10-02 09:02:12+00
6dc98835-cc1b-5cd3-953a-6064ef0d8210,ORD-2025-00056,f33c2f5c-7850-5d82-a362-7b33ac716bab,open,2025-09-16 13:18:00+00,2025-10-10 13:18:00+00,10535.07,2025-09-16 13:18:00+00,2025-10-02 09:18:17+00
68663436-6db3-5389-a2e2-601514330dfe,ORD-2025-00057,f936e970-8323-5d86-b46f-43081fe6dcb2,fulfilled,2025-03-14 22:00:02+00,2025-03-26 22:00:02+00,16501.63,2025-03-14 22:00:02+00,2025-10-02 09:09:59+00
397bcb0c-e7f2-599c-a3d0-b7f78893eafc,ORD-2024-00058,9a888ff8-bd59-5d8c-95e7-970fa7a03b79,fulfilled,2024-09-23 01:37:24+00,2024-10-16 01:37:24+00,9763.02,2024-09-23 01:37:24+00,2025-10-02 09:20:17+00
44ec7a71-dfd5-51e2-8cd9-1857d33354d0,ORD-2025-00059,06ba095a-945d-5769-bde8-6d230fa76189,open,2025-03-12 00:03:30+00,2025-04-04 00:03:30+00,16616.0,2025-03-12 00:03:30+00,2025-10-02 09:21:43+00
e8f9d723-b31c-5244-ae20-89804e41ff5b,ORD-2024-00060,f0403104-7ea1-50e6-8815-fbea48cedde0,fulfilled,2024-09-02 17:08:49+00,2024-09-12 17:08:49+00,7161.84,2024-09-02 17:08:49+00,2025-10-02 09:13:27+00
e779d61b-8445-58ec-a125-e04d7c7f168c,ORD-2025-00061,6099ffbf-e552-575c-a3fa-e6185cc763cc,fulfilled,2025-09-19 09:14:26+00,2025-10-11 09:14:26+00,25544.69,2025-09-19 09:14:26+00,2025-10-02 09:16:48+00
ed6d0c70-f43e-5a7e-bc9e-0bf5e772357d,ORD-2024-00062,ecf8de84-b12d-5221-b6b4-ba8aee7c7469,fulfilled,2024-09-06 15:40:48+00,2024-09-17 15:40:48+00,33965.51,2024-09-06 15:40:48+00,2025-10-02 09:26:38+00
bccb1699-6dbb-5bf0-8baa-81edf96fe0b6,ORD-2025-00063,559799ee-13dc-56f3-8112-56e4c1de3780,fulfilled,2025-09-19 20:11:31+00,2025-10-03 20:11:31+00,19266.91,2025-09-19 20:11:31+00,2025-10-02 09:18:01+00
7102f4d4-6822-5cb0-95f6-9f55e4730b92,ORD-2025-00064,9dbe1343-f1c5-538a-bfd1-276e410f7ec5,fulfilled,2025-04-29 16:32:50+00,2025-05-21 16:32:50+00,2934.36,2025-04-29 16:32:50+00,2025-10-02 09:28:58+00
40dfd21e-5c55-5693-a6f0-28d7e82fd0e6,ORD-2025-00065,a332481f-39fe-530d-9643-30844a7a6856,fulfilled,2025-07-09 21:26:01+00,2025-08-02 21:26:01+00,16279.83,2025-07-09 21:26:01+00,2025-10-02 09:26:41+00
4d06e2ca-18bd-59ae-99d0-446f7e174f3f,ORD-2024-00066,06d6c1ee-4775-5e92-aede-41001355353a,fulfilled,2024-05-24 00:26:09+00,2024-06-18 00:26:09+00,212601.32,2024-05-24 00:26:09+00,2025-10-02 09:04:43+00
72b8c6eb-6ab1-512c-a38d-192980168da4,ORD-2025-00067,d527e7bf-5d66-503a-bc38-f5ec5c317d76,fulfilled,2025-05-27 23:08:35+00,2025-06-24 23:08:35+00,2536.07,2025-05-27 23:08:35+00,2025-10-02 09:11:00+00
07e951bb-ffe7-5457-8d26-4e6fce876faa,ORD-2025-00068,3d8e8417-56d6-569e-ad03-21015d537c51,fulfilled,2025-08-12 22:35:34+00,2025-08-26 22:35:34+00,24576.15,2025-08-12 22:35:34+00,2025-10-02 09:22:36+00
d5492b4f-7267-5cc1-a831-5f1fbaedc60f,ORD-2025-00069,8c9b4b5b-f25d-51ac-aa7e-abc2741b7f59,fulfilled,2025-05-17 17:44:51+00,2025-06-16 17:44:51+00,32345.14,2025-05-17 17:44:51+00,2025-10-02 09:00:01+00
af134852-f8b1-5902-b79c-9d1e9875acc7,ORD-2025-00070,f02f5cdf-5579-53ce-8dec-1081da620e3e,open,2025-05-23 16:06:01+00,2025-06-22 16:06:01+00,3930.36,2025-05-23 16:06:01+00,2025-10-02 09:20:05+00
e8e593ae-9ff1-5c8b-be78-85b5c739ab3e,ORD-2024-00071,ffd2d19d-0dbf-5a4d-8103-7c0173d2c736,fulfilled,2024-09-04 15:12:15+00,2024-09-21 15:12:15+00,6264.64,2024-09-04 15:12:15+00,2025-10-02 09:00:35+00
8a783f78-6f40-5ca0-8b05-d76373b9ad6d,ORD-2025-00072,fd5c49e5-c0cb-51c7-8326-75ba1f9f8111,fulfilled,2025-07-10 22:07:31+00,2025-08-07 22:07:31+00,5041.81,2025-07-10 22:07:31+00,2025-10-02 09:16:39+00
b271869b-7008-5a4a-a8a4-6fa05a2005a8,ORD-2024-00073,8f4c72e6-6ad9-5d25-8b64-dfb9b47dfc54,open,2024-05-29 17:35:37+00,2024-06-15 17:35:37+00,30051.59,2024-05-29 17:35:37+00,2025-10-02 09:17:06+00
6aa6395d-8245-59fb-80ed-be3e69a1f0db,ORD-2024-00074,42441a8b-89d7-570d-85b5-54f860827371,fulfilled,2024-12-09 17:15:53+00,2024-12-29 17:15:53+00,10397.7,2024-12-09 17:15:53+00,2025-10-02 09:13:14+00
a8058652-6e91-5d45-bced-f93152640c51,ORD-2024-00075,8a150e71-e685-518e-906f-c907b04aabfe,fulfilled,2024-01-01 17:03:57+00,2024-01-08 17:03:57+00,34605.45,2024-01-01 17:03:57+00,2025-10-02 09:16:30+00
81115d36-be86-506f-ac10-b53532a8bf79,ORD-2024-00076,a1310403-ac7b-52f9-bd98-54e7743513e7,fulfilled,2024-11-17 17:41:29+00,2024-11-27 17:41:29+00,27276.04,2024-11-17 17:41:29+00,2025-10-02 09:23:46+00
e96d7b27-e4f2-575d-8408-fef27e21e7e9,ORD-2024-00077,7a47a822-2b09-5694-ab56-50b698be5129,fulfilled,2024-02-11 19:41:07+00,2024-03-08 19:41:07+00,9988.94,2024-02-11 19:41:07+00,2025-10-02 09:04:48+00
0d294d58-961a-5d70-83d4-e79ef70649ae,ORD-2025-00078,e3d06294-f97c-5769-a694-20704d0d772a,open,2025-09-19 13:27:21+00,2025-10-15 13:27:21+00,18081.61,2025-09-19 13:27:21+00,2025-10-02 09:15:41+00
232eaa90-1f1c-5a2f-bdf2-fa57d340b9d4,ORD-2024-00079,267f967d-f7ac-532f-b297-151fe8796d1a,fulfilled,2024-03-01 11:03:17+00,2024-03-18 11:03:17+00,1904.88,2024-03-01 11:03:17+00,2025-10-02 09:01:31+00
ef3f4feb-db26-5ec2-a186-01d750075877,ORD-2024-00080,add87945-5ad8-5e9c-9755-3113c8d98432,fulfilled,2024-04-28 16:07:31+00,2024-05-19 16:07:31+00,26727.98,2024-04-28 16:07:31+00,2025-10-02 09:29:59+00
9bfc254f-33f2-52be-8f6d-67d28b61c460,ORD-2025-00081,7cbc6401-79b5-5902-81ad-5fe32d96e047,fulfilled,2025-08-16 20:24:23+00,2025-09-11 20:24:23+00,16591.66,2025-08-16 20:24:23+00,2025-10-02 09:07:45+00
4532b191-1d21-5bb1-a117-84714759cd2e,ORD-2024-00082,26ae46e4-23f0-540b-9892-e05ae9d2545b,fulfilled,2024-10-09 15:34:49+00,2024-10-29 15:34:49+00,9830.53,2024-10-09 15:34:49+00,2025-10-02 09:28:28+00
dd4a3711-0b61-5a38-9ff8-f07c4fdc8f52,ORD-2024-00083,7ce484fa-5857-56d4-b457-cbf3ffe674f0,fulfilled,2024-10-06 08:05:31+00,2024-11-02 08:05:31+00,12851.35,2024-10-06 08:05:31+00,2025-10-02 09:04:03+00
727386ee-6e70-5f2b-a355-ee5fe7ac3817,ORD-2025-00084,619c9cf6-cc84-5d7e-b416-0bf1b21f384d,fulfilled,2025-03-09 18:11:47+00,2025-04-01 18:11:47+00,14581.85,2025-03-09 18:11:47+00,2025-10-02 09:13:49+00
698b82ad-9ab8-5d0a-81e1-5a7067e51192,ORD-2025-00085,f23bc24c-aa9f-538f-ad1d-f35a8d264225,open,2025-09-14 09:24:45+00,2025-10-05 09:24:45+00,14005.16,2025-09-14 09:24:45+00,2025-10-02 09:25:36+00
27756096-0b43-5441-8208-f841e7486d4a,ORD-2024-00086,9088f62d-40f3-5150-84d3-d53866934800,fulfilled,2024-05-22 21:28:04+00,2024-06-03 21:28:04+00,28679.79,2024-05-22 21:28:04+00,2025-10-02 09:25:14+00
ea69d3a5-c906-5ca8-93d2-c4022e3d9e00,ORD-2024-00087,fe69e502-cc85-56e6-a47f-41a25715cee1,fulfilled,2024-12-27 17:04:21+00,2025-01-22 17:04:21+00,16875.76,2024-12-27 17:04:21+00,2025-10-02 09:15:56+00
f4b312a6-69eb-5967-8270-c783c33aacaf,ORD-2024-00088,780e9fef-d1d4-5aaa-a774-2f238374ec41,open,2024-09-27 16:40:06+00,2024-10-24 16:40:06+00,34964.75,2024-09-27 16:40:06+00,2025-10-02 09:20:56+00
7e6c0407-ff00-53ab-9340-49cb1f9468c1,ORD-2025-00089,9541335b-79a5-5941-b941-808fd5a8dbba,fulfilled,2025-03-07 21:41:59+00,2025-04-06 21:41:59+00,32935.09,2025-03-07 21:41:59+00,2025-10-02 09:28:34+00
6cd7caf1-ba8a-55a5-a468-b383efd01892,ORD-2025-00090,766353ab-d27c-5d21-92df-b8da2cf2c40b,fulfilled,2025-02-03 22:10:21+00,2025-02-15 22:10:21+00,3828.93,2025-02-03 22:10:21+00,2025-10-02 09:19:26+00
7e9da82f-b170-5e39-9691-3dfb1489412d,ORD-2024-00091,69620e0a-b6d8-576c-a2d3-f2b60fc5605c,open,2024-11-24 23:33:42+00,2024-12-12 23:33:42+00,2194.21,2024-11-24 23:33:42+00,2025-10-02 09:00:14+00
3797a0ec-8d8f-56c6-830a-fbc26e69bad0,ORD-2024-00092,b4269064-137b-5275-a5d3-2d6b5a3286ec,fulfilled,2024-02-29 23:15:57+00,2024-03-08 23:15:57+00,16117.68,2024-02-29 23:15:57+00,2025-10-02 09:27:20+00
fa08e56e-6efc-568a-8a38-123616fb447a,ORD-2025-00093,84932fe2-b7e5-5d4b-a6c0-0f6a7c6c7697,fulfilled,2025-09-13 19:28:38+00,2025-10-10 19:28:38+00,22230.97,2025-09-13 19:28:38+00,2025-10-02 09:27:33+00
8230415c-a22d-5cfe-ab27-954cd177d8d3,ORD-2024-00094,e18dc978-df37-5a06-b5fa-853b0e6acd95,fulfilled,2024-09-23 18:00:22+00,2024-10-17 18:00:22+00,17795.42,2024-09-23 18:00:22+00,2025-10-02 09:16:10+00
c705a2ee-64f5-53fb-bdc1-4e0ad0823819,ORD-2024-00095,a15a8221-9337-53f4-b65d-9b95d1010476,open,2024-02-28 16:15:12+00,2024-03-29 16:15:12+00,20288.84,2024-02-28 16:15:12+00,2025-10-02 09:05:52+00
ef165ecf-da08-5841-9714-dc5e0d6ea331,ORD-2025-00096,b1770f8a-e675-505f-bb15-186729811f28,fulfilled,2025-06-03 19:28:18+00,2025-07-03 19:28:18+00,16062.55,2025-06-03 19:28:18+00,2025-10-02 09:26:41+00
c8505929-97af-541e-8299-07e58047d4f5,ORD-2024-00097,8a2e0f4f-f292-511c-9fa3-c7bdb96336d5,fulfilled,2024-06-03 01:24:50+00,2024-06-12 01:24:50+00,27811.93,2024-06-03 01:24:50+00,2025-10-02 09:26:34+00
27cc0814-1349-5638-89f4-07be23423d12,ORD-2024-00098,1c0fe586-ab80-5188-a5ad-118a4e8e8956,open,2024-02-17 23:34:56+00,2024-02-26 23:34:56+00,12399.41,2024-02-17 23:34:56+00,2025-10-02 09:12:27+00
ee5c7cb4-4857-5892-b155-4958aa1984d5,ORD-2025-00099,757fcb8e-0716-53d6-97c0-630899a91d51,fulfilled,2025-07-12 00:13:18+00,2025-08-08 00:13:18+00,102961.81,2025-07-12 00:13:18+00,2025-10-02 09:10:02+00
318ac1c4-ea53-509a-8965-5fe2bd4e79ea,ORD-2025-00100,5bde0fda-cfb0-57e6-9b34-970fc8a1cc0d,at_risk,2025-08-30 20:23:20+00,2025-09-21 20:23:20+00,31904.95,2025-08-30 20:23:20+00,2025-10-02 09:10:22+00
51c1a199-00f2-502f-8542-4846e9a487e8,ORD-2024-00101,6bd5ac43-e55f-5578-ab08-addb2da80105,open,2024-05-19 16:25:02+00,2024-06-17 16:25:02+00,42443.71,2024-05-19 16:25:02+00,2025-10-02 09:08:42+00
ecd96083-46db-5bff-9369-1d3c809c5879,ORD-2024-00102,9c86c781-63b0-5ad6-9eb8-ae13f8a580df,fulfilled,2024-08-01 16:08:54+00,2024-08-13 16:08:54+00,7277.86,2024-08-01 16:08:54+00,2025-10-02 09:19:20+00
