id,order_id,product_id,quantity,created_at
e1184ade-f3d2-547a-8f4f-6936bbe604b1,31528371-ed59-5e61-8444-2458efc5e044,dd3679e4-540d-5f46-bc31-35b9355f223a,29,2024-09-17 17:27:51+00
6617e1e2-f475-5106-aa3d-995f34cba2eb,af933771-6272-5f91-a23c-9f97cb37a3e9,cf0d9e3c-0f27-5339-a796-26871be6a032,38,2024-06-22 18:38:45+00
3b62f1c5-713b-530e-9191-f755b46fc473,af933771-6272-5f91-a23c-9f97cb37a3e9,71cd9d6d-8006-582b-ba20-b9ad9ff4edec,5,2024-06-22 18:38:45+00
6a9ec690-06ad-5b9e-89ce-c19cbb8e7e16,af933771-6272-5f91-a23c-9f97cb37a3e9,3c4f290e-1479-51be-baeb-4fe488e3f2df,39,2024-06-22 18:38:45+00
f5ee1743-6f72-57fb-8600-6088744ca690,79cf3e69-539e-595b-bb99-51ab25c5eea5,7d7ca481-f91f-5ec2-af2c-655384d99f08,37,2025-07-19 23:42:45+00
52238993-123d-5f93-842b-022458cabec0,2a2d143f-ea13-5091-868a-b1083d38c42c,7afe28b7-7fa0-564f-bf6e-e592056dfc5d,59,2025-03-08 09:41:30+00
9142ebaa-2cae-545e-a5fa-10540ddf22b5,2a2d143f-ea13-5091-868a-b1083d38c42c,0e5ba741-4bee-552d-94b5-8ae54a9125f6,37,2025-03-08 09:41:30+00
62dd065e-c139-5920-a6c5-e7804a6136ec,4f0d4bb3-988a-529e-a212-7e48f0ab78c0,1dd2a238-e3bd-5c6f-9afb-4b4a8f6c9b72,10,2024-10-22 16:42:45+00
4a070c1c-8754-50e9-8023-4047e7009dc1,1eb5df6c-2dc7-5f9b-8005-ac82bb9e2595,d27da8c0-4e7d-57c9-9f88-cfccba4b38ac,36,2025-09-15 09:08:08+00
617e86ed-57a8-561c-b5b1-301941bd5454,1eb5df6c-2dc7-5f9b-8005-ac82bb9e2595,8e630bf9-6475-5ba2-8ed4-4d40380eb796,9,2025-09-15 09:08:08+00
cfee2af9-8d2b-5acf-bd74-f7d7def3210c,a77452be-97b2-5936-9e09-da0ef96d6f93,b914c030-fa02-5b2f-9f2a-668c69d78c72,22,2024-11-23 23:17:51+00
2ffb32b9-03be-5018-85cb-0435b52f3e92,1a7836ec-309f-5a6e-a94e-bef9ea0080a6,ae9ace2d-a3a0-54a4-8960-b246ed4a1923,22,2024-09-25 08:06:09+00
b8d046d0-c049-527a-ac9d-76ec6ecc9250,1a7836ec-309f-5a6e-a94e-bef9ea0080a6,455a906f-ae16-51db-b31e-564383ebbb6d,6,2024-09-25 08:06:09+00
6bc301e1-d67e-5d1b-8c89-9b809944f4f6,b10fb9c4-0c2a-50b1-ba97-f3ffb7abad16,f3f7ccc9-9b37-5113-badc-d6207e2ac579,47,2024-01-09 17:16:52+00
bbc41f8b-7d67-5657-aca2-8a33b1122e03,0488136f-b4d4-5d57-80bc-ced79fb36a62,3b9336f2-d407-547b-b0b0-8e8bfd7c5540,23,2024-03-21 01:33:35+00
caf82bd1-6db9-5007-b904-2c9452b7d0f2,0488136f-b4d4-5d57-80bc-ced79fb36a62,f0e3b412-b76f-5458-9c1d-907a7f14e8af,38,2024-03-21 01:33:35+00
2e2b13ff-cf15-5fa1-81d6-b693f6a7c1b0,0488136f-b4d4-5d57-80bc-ced79fb36a62,b074d999-cf93-5693-9b91-1181afb775df,32,2024-03-21 01:33:35+00
cab52ba7-f26c-59d8-97d1-e429edf11457,0488136f-b4d4-5d57-80bc-ced79fb36a62,bb476db0-2595-519b-ab3c-05274782c491,28,2024-03-21 01:33:35+00
6c2a41ba-30d7-5801-ba4c-312f161ba231,06d13ba8-7044-5ef9-a3cd-5f7de9e0c01d,ac33c202-4d37-522f-b226-dfabf8624996,7,2025-07-12 19:27:06+00
5daa92df-aae0-566b-b512-cfb802c01069,06d13ba8-7044-5ef9-a3cd-5f7de9e0c01d,5bf8d6a1-5ebb-5222-a218-176d0f0b48bd,11,2025-07-12 19:27:06+00
6861acea-a077-593f-9619-4feb1d342489,06d13ba8-7044-5ef9-a3cd-5f7de9e0c01d,0e2bf2f6-9189-5e42-bec6-1a3170c0d35f,52,2025-07-12 19:27:06+00
bdcb4ade-c1f3-5a53-9501-7211500f1633,af436841-8680-5a51-9d84-2a66ddf46be7,f0560e3e-0812-567d-8c4b-975f57308a87,307,2024-05-02 01:41:34+00
0a5fa676-64c0-59bf-a787-ad0c4eb761ab,af436841-8680-5a51-9d84-2a66ddf46be7,ad3fb824-04c4-5baa-8bbe-df30fc3f185f,217,2024-05-02 01:41:34+00
a36eda3d-68a0-5a37-a38c-a23d6543fae8,65ec7fe3-137e-5f39-aaf7-3921466499bc,f13e5911-a65b-5553-abc4-67c894cc9f64,30,2025-08-03 23:39:38+00
4b0036c1-d804-5aaf-b002-81f88a422594,65ec7fe3-137e-5f39-aaf7-3921466499bc,556a16bf-079e-5791-ae04-0563ceccb9f6,42,2025-08-03 23:39:38+00
a15313be-e25e-5182-959c-63f61e13ebd5,a48cd40f-ebb3-59ab-ad97-bf7d348e59d0,a947fee2-00f8-5b6b-9daa-b2f295fc4ea8,55,2025-09-15 08:34:17+00
f86265d6-7b7d-533e-8dc6-e1ecb14fee7d,a48cd40f-ebb3-59ab-ad97-bf7d348e59d0,e83af12c-a199-5cfc-9aa4-86ccb3098e53,51,2025-09-15 08:34:17+00
a444c786-9b6e-5d99-8510-cd9531e78b69,a48cd40f-ebb3-59ab-ad97-bf7d348e59d0,03c319d5-d03e-5411-8476-ac5df49e5891,33,2025-09-15 08:34:17+00
b1485c20-f9bd-5235-bf9d-8d7101f609e6,c864d306-cc2e-5303-af33-42a3f9119124,7d7ca481-f91f-5ec2-af2c-655384d99f08,34,2025-09-16 14:32:55+00
c433c487-248f-5c5e-aa26-8b42926d6d80,56eb6ac6-e2ea-538c-b62d-1a72a602cc2c,7d2cfbf0-489f-5011-bb5d-f1bb9df6811b,41,2025-02-26 00:44:45+00
f6757979-9024-540c-8ab5-a7fe06ac7fac,56eb6ac6-e2ea-538c-b62d-1a72a602cc2c,3456fa01-8a37-561a-a207-9b6d2e04f1d0,54,2025-02-26 00:44:45+00
1c7a2ae4-f8db-51bf-8173-f8021b8974a8,9abb3f44-6dd1-5ae9-9872-1678948af214,80850916-24f3-5bbd-8f16-dbeecedc54dd,33,2024-04-05 18:38:23+00
08200878-d3ee-5559-99a6-827f043f5d65,9abb3f44-6dd1-5ae9-9872-1678948af214,257d2795-e31d-5079-871a-4fc464ab461b,28,2024-04-05 18:38:23+00
e31072dc-43cf-57f6-9797-55883df5e993,9abb3f44-6dd1-5ae9-9872-1678948af214,199d61d1-e5a3-560a-b9f0-16620ef2188c,5,2024-04-05 18:38:23+00
c7a88646-b46b-582f-b77a-b86c1066ca9f,9abb3f44-6dd1-5ae9-9872-1678948af214,7ae591c8-269b-5ba1-be54-38b8203cc9d1,14,2024-04-05 18:38:23+00
4fb621b5-6c15-5bf1-ba40-e98cb4cbdc5a,17adbad6-1325-58ef-acc8-2661637fac09,7fde1add-04bf-5122-bf3a-62d23cf9e807,338,2025-04-15 19:16:58+00
a89e751b-5299-5ed6-8731-c12559552c84,17adbad6-1325-58ef-acc8-2661637fac09,be57e811-e5ac-51e3-abbf-4c128b409f7c,308,2025-04-15 19:16:58+00
cf9eb6dc-e8cb-52cf-94c5-27a243152fb5,17adbad6-1325-58ef-acc8-2661637fac09,b5375764-2f77-531e-8132-d060e942bbe0,386,2025-04-15 19:16:58+00
1a753888-9868-548d-b581-8c8ccc1252af,17adbad6-1325-58ef-acc8-2661637fac09,455a906f-ae16-51db-b31e-564383ebbb6d,376,2025-04-15 19:16:58+00
fbf1408a-3cdc-5e8d-b3b0-25cfc5278c30,89c3d099-4c5e-5695-9d7d-c8986a98d947,a5911f26-8e64-5014-a4ea-aa86e62bb16c,57,2024-12-07 23:14:52+00
35af89ae-f70c-537b-9833-b1ad72821ffc,89c3d099-4c5e-5695-9d7d-c8986a98d947,18ba4ad1-c4d2-53cf-85c7-c2bf82838a1e,43,2024-12-07 23:14:52+00
f2a60f51-d27f-596a-9ad7-9c0bf08511f2,22aa8a02-9216-58ad-9a33-81327eb6bfdc,93ee752e-7956-5553-aa46-20ffbc1fc713,19,2024-09-14 10:12:51+00
1807fb68-c6b0-575f-bab4-b6842df72883,22aa8a02-9216-58ad-9a33-81327eb6bfdc,52e505ea-6791-51d0-acdf-29d54a4fa119,44,2024-09-14 10:12:51+00
642782ca-55fa-5fe7-afff-1450cfcdded1,22aa8a02-9216-58ad-9a33-81327eb6bfdc,76c2b0e7-1c6a-57c1-a35d-133cfa9e8fc5,24,2024-09-14 10:12:51+00
18f66b26-9e6b-5742-a574-554f1c338a73,0c9b3655-4244-5222-ab47-829f130d0060,5a577967-1a03-53d6-915a-f42cd2cecdc8,44,2024-03-18 14:33:18+00
0771799d-e2f1-5485-8dea-07af4e4b4933,0c9b3655-4244-5222-ab47-829f130d0060,6446a3b0-98d8-57ab-baeb-b5724b23b3d8,58,2024-03-18 14:33:18+00
c2caa7d2-04e0-5ac6-bcbb-3c1e4b28f69d,379f853d-e259-51d4-b20e-42fa4fc6a1ac,42a24d69-121e-5814-8f11-a80a9e179d9b,31,2024-09-02 20:25:30+00
6ae5885d-7f8a-5289-981d-0a752b47fa42,379f853d-e259-51d4-b20e-42fa4fc6a1ac,b362a23f-d63c-5d9f-91d9-aa454a0005a7,34,2024-09-02 20:25:30+00
b9092120-949a-5e78-b37f-6b4e13274c61,379f853d-e259-51d4-b20e-42fa4fc6a1ac,c7c80e8e-2456-5c4b-97cb-5d6b8aea9e11,37,2024-09-02 20:25:30+00
e33958f3-56df-5cef-9786-e11ea38184c1,748159c8-9192-5ffd-b33b-68a02b224f29,0250ede2-d8ba-5bb0-b919-d66d27408f5b,8,2024-09-03 11:09:44+00
2a21f26e-bca5-5b2e-9870-a721e7419791,748159c8-9192-5ffd-b33b-68a02b224f29,52419d35-298d-5cb3-9d8d-5ad624c0d8cb,9,2024-09-03 11:09:44+00
6274309d-4f01-5850-9dd5-ace37486d7df,748159c8-9192-5ffd-b33b-68a02b224f29,1b09b1ce-4826-5638-b553-51db6eaa2b20,34,2024-09-03 11:09:44+00
684feda8-3fdc-50c1-983f-a3421ae59ab8,748159c8-9192-5ffd-b33b-68a02b224f29,7ca4b956-abc1-5a07-9a64-59fb5c2f066d,55,2024-09-03 11:09:44+00
6b056212-1b6d-5177-aade-9dbaafc80363,16ae57ff-d876-5e1f-bd67-e9131427ef6f,a6953a64-0052-52a4-8e70-e22c2b25a019,60,2025-09-17 01:10:50+00
1be4b4b0-3ed2-548d-ba83-4004ac72a98a,3cc5f6b5-8001-50cb-93a3-63cccd6bef89,c388846e-4e3c-5d57-b61f-ed13c7edc4da,25,2024-01-23 18:16:32+00
da59668b-a537-590b-9916-651914f2f750,3cc5f6b5-8001-50cb-93a3-63cccd6bef89,4e7b81b3-0ed0-5b9d-ae00-c1b3f2dd3605,29,2024-01-23 18:16:32+00
fb20648b-4d1b-53e8-8d2e-f77c6bd582b7,3cc5f6b5-8001-50cb-93a3-63cccd6bef89,70c24781-f010-520d-a75c-7270aee87834,35,2024-01-23 18:16:32+00
b3c0b20b-1a03-5657-9265-122e233850bd,3cc5f6b5-8001-50cb-93a3-63cccd6bef89,70c24781-f010-520d-a75c-7270aee87834,35,2024-01-23 18:16:32+00
1a7fd748-904c-5003-ba60-41bc0d8fd369,d1bbbddd-b9f5-5dfb-bffc-becf61f50016,2dc8f01e-0c38-53d6-b9fb-bde82403ef9a,60,2024-09-19 17:23:34+00
99ef137b-f871-535b-aff0-a73fbb5c4060,d1bbbddd-b9f5-5dfb-bffc-becf61f50016,8b8dba96-e976-5712-aa2d-878befa4f1ee,28,2024-09-19 17:23:34+00
fb7beffb-8111-5d17-a6a2-feec6c412f63,8facb08c-7cff-520b-9108-b1c1c32129f1,40c455bc-3ca2-564b-9f94-d0842b4853fe,159,2024-10-12 14:27:43+00
c725b8ab-89d8-53bc-b3c4-1d4fd0b06565,8facb08c-7cff-520b-9108-b1c1c32129f1,cf362555-a3ff-53a5-89d5-44577d6717d3,300,2024-10-12 14:27:43+00
5ab4c3fc-8833-5bfb-b1ef-8fd47f9672f1,8facb08c-7cff-520b-9108-b1c1c32129f1,dbfbb0d5-1eb8-59dd-bad5-834d7a45a348,67,2024-10-12 14:27:43+00
28a60020-e7d3-5072-9647-470f7cae3b0d,8facb08c-7cff-520b-9108-b1c1c32129f1,c3b7e388-25c0-5106-8f7c-cf00a8e38131,174,2024-10-12 14:27:43+00
48b8f174-7ac3-534f-95ff-5a447243d320,1b25bd3e-0b77-53b3-a106-7757517e2a95,0e2bf2f6-9189-5e42-bec6-1a3170c0d35f,6,2024-09-03 17:05:58+00
f8dd260f-424c-55cd-b22d-8fd3e507230b,1b25bd3e-0b77-53b3-a106-7757517e2a95,7f5363fb-61fe-5e0c-b828-2f4f3e6ce5a0,44,2024-09-03 17:05:58+00
3e527f0a-65b1-5de6-b639-7c8706882f46,1b25bd3e-0b77-53b3-a106-7757517e2a95,67fa8c19-87b3-5522-b2d0-88e3996b0199,36,2024-09-03 17:05:58+00
2e52742e-43f6-5e1e-b0b5-5e9afcc04cd3,0891e84c-8c05-51c4-b39c-da5f1a400699,f3a3d2f8-a9ce-58be-a5b5-e3ed8f94b684,54,2024-04-11 19:21:05+00
638596f2-4bdc-50a6-bd4a-951d7c024601,0891e84c-8c05-51c4-b39c-da5f1a400699,6446a3b0-98d8-57ab-baeb-b5724b23b3d8,18,2024-04-11 19:21:05+00
e4254717-f56e-54e6-b238-ec15846ef4b6,0891e84c-8c05-51c4-b39c-da5f1a400699,f40bf37b-20d6-5349-82b6-18cbd1f10e83,41,2024-04-11 19:21:05+00
7d4117c1-bd9d-51ba-8230-eadbbeb681ec,0891e84c-8c05-51c4-b39c-da5f1a400699,3ed536f9-4d96-570c-94d9-cd7c37a90737,17,2024-04-11 19:21:05+00
de643ec6-ae85-57a3-9053-76e8ae6c30f8,4e7ec53a-6724-5026-9d29-20cf03b43746,8abe216d-8916-5956-9b5e-661cdb97a7cc,28,2024-03-19 00:25:50+00
67db31a7-4d98-53f6-a472-af1aa0abc37b,4e7ec53a-6724-5026-9d29-20cf03b43746,783e8cab-d41f-5931-a9d3-9a632c6b4701,14,2024-03-19 00:25:50+00
c51a8c60-2ca4-5ac8-9c81-1a204564edca,4e7ec53a-6724-5026-9d29-20cf03b43746,f5fc77f6-95e5-5f20-9fee-298c1214e069,8,2024-03-19 00:25:50+00
e15f497a-5f9c-5335-b213-26072d6d10f5,7483580b-2d0e-5c31-a673-693c7a68c8be,0a97eda5-d10e-55a4-a064-39d94807b208,40,2025-09-25 12:16:04+00
3e4a063e-d2c1-5a17-b8ea-e364fcc4784e,01f6f5f5-359a-5390-baf4-c388eadb19e4,784a0dea-9413-577b-9ef2-43fe868ac3b0,48,2024-06-11 16:41:20+00
ef83822e-bd06-500a-b30f-63af81d72be3,01f6f5f5-359a-5390-baf4-c388eadb19e4,34e6fa8f-3353-55f7-a7b3-b61df942afac,47,2024-06-11 16:41:20+00
5f3539e1-54dc-5b80-b488-a4bdfb156d41,b946cd70-3ab1-5966-841a-25e692f4891a,7684759a-a3a4-57f3-a8c4-06c9070e2c82,52,2025-02-04 18:15:01+00
3628f8b2-ee45-5594-9705-99876185fabd,b946cd70-3ab1-5966-841a-25e692f4891a,ad693b8b-7a8c-55d2-af07-856dbc0947f3,49,2025-02-04 18:15:01+00
ca04441f-6620-5685-a6d1-9b1693c82ae4,b946cd70-3ab1-5966-841a-25e692f4891a,5fba40b4-c37c-5ee1-b40b-d28d978ac60e,15,2025-02-04 18:15:01+00
c515693d-91cd-57a6-bbfe-b38296852d9f,9fcbb8ef-d4ca-58a1-b0d0-5c6e7c4c760b,4d5b7658-42da-54e3-a1e5-59ddbfe98501,53,2025-08-10 17:14:27+00
24c09716-132b-532c-9e5e-6bd5ff74ba81,9fcbb8ef-d4ca-58a1-b0d0-5c6e7c4c760b,e4680bc5-6511-5234-9ff8-c0100b415edf,18,2025-08-10 17:14:27+00
0315cde0-db51-5ce1-a88b-1da84f90f398,03a5ca49-97d2-5313-94e4-7a90756db51c,aed391cc-e6e8-52a3-b3bc-73d82d2707ea,12,2024-06-23 20:28:17+00
c5c69067-5136-5aaf-9cd6-a1906c2c6502,03a5ca49-97d2-5313-94e4-7a90756db51c,e62e7ed5-99d2-5db0-a042-6553ebdbc679,32,2024-06-23 20:28:17+00
5fc5e33b-50a8-57b1-b49b-3688eea4c852,03a5ca49-97d2-5313-94e4-7a90756db51c,834ac8cc-8210-5814-afe8-706809f20d68,56,2024-06-23 20:28:17+00
e03851f9-af61-5673-832a-b303577e4681,03a5ca49-97d2-5313-94e4-7a90756db51c,035b12dc-29e0-5a47-9a4e-f8a7a34d25bb,14,2024-06-23 20:28:17+00
372da770-7d47-5236-aa1c-9272d3d1bc8d,91cd85e0-fac3-51a0-8eab-b74af0d605aa,6b66f4b4-d8ab-5a59-8881-8b1f0d87c272,18,2024-06-01 19:22:16+00
b2a5c4e4-c2db-5260-843c-c37c91cd3cd6,91cd85e0-fac3-51a0-8eab-b74af0d605aa,3900b7da-6f98-58fc-becc-bfef67575533,20,2024-06-01 19:22:16+00
14d0bb2b-03bf-5e30-96ad-57ffb1fd2926,2d612a5f-a8ca-53e4-8935-2e0bfd5e9d5e,df03a7e9-20ca-5987-a644-76566671155b,41,2024-09-23 12:24:10+00
6eebe765-247f-5e35-870b-c438c08b97fb,2d612a5f-a8ca-53e4-8935-2e0bfd5e9d5e,43907302-eb94-5a7f-b06b-5e459e866189,55,2024-09-23 12:24:10+00
c078881b-2552-550f-ad9c-bbf9ef034aac,2d612a5f-a8ca-53e4-8935-2e0bfd5e9d5e,d62ac8a9-a66c-5a69-a43b-530c1dc471d2,10,2024-09-23 12:24:10+00
896438e6-c3eb-5132-8f27-023cc2f74842,94d62354-2341-544a-9f93-e3d4cd4c5685,bc698292-0961-55c9-9198-c12b3304a31f,23,2025-03-16 00:41:38+00
3e55d968-3901-5970-b04b-221581d81e0a,94d62354-2341-544a-9f93-e3d4cd4c5685,0cbe4377-de1a-5a2c-80c6-06bba5d6be9f,57,2025-03-16 00:41:38+00
aa6613ea-7187-59ea-a211-4f1f04620e8b,28a517f3-56a8-5e20-b7b9-a5b6fcbb2b80,a6dcf816-e01b-5634-a6f4-1a76505e8a3e,369,2025-02-13 19:40:48+00
cc79399a-3db4-59ed-8c32-0333a888a171,28a517f3-56a8-5e20-b7b9-a5b6fcbb2b80,30f10577-d903-5074-903d-6118be691fff,158,2025-02-13 19:40:48+00
9311aa22-4cc7-50e2-bb10-baccab7a88ec,28a517f3-56a8-5e20-b7b9-a5b6fcbb2b80,4607de94-80ce-5f3e-8011-a3bab10681cf,151,2025-02-13 19:40:48+00
2c8ae0c6-0278-5f8f-98a4-815027041874,28a517f3-56a8-5e20-b7b9-a5b6fcbb2b80,78d62038-9703-5bbb-a926-ae34b3f0bf95,169,2025-02-13 19:40:48+00
78785da0-64fc-5a23-a493-1324073bb028,f711b489-618c-5bc0-89cf-db8fcd5c0bcf,2ea8096a-0b79-529d-9fe8-3b76705bafe4,26,2025-03-19 19:37:58+00
2e400113-2c23-59de-8378-062db4d17b0c,fe6a564e-3a7d-5044-8f17-e60a19a9a812,458d2065-068a-570f-a51b-0be79f7c1a30,27,2024-10-27 21:35:35+00
4bc7eaf4-9a3e-5535-b8e1-78edbfb9b779,fe6a564e-3a7d-5044-8f17-e60a19a9a812,b35ca395-96c2-548a-b48a-fbacd96a81bd,21,2024-10-27 21:35:35+00
85e145bc-616c-5dc0-9a84-978a8a7c76fb,fe6a564e-3a7d-5044-8f17-e60a19a9a812,70c24781-f010-520d-a75c-7270aee87834,33,2024-10-27 21:35:35+00
f7ee4f82-0386-5aca-ba49-dbda36a53a5f,5e0fb35a-b031-507b-ae06-0aeb6b8e4109,802343a0-dff3-56d7-8463-d2f3d905b626,49,2024-08-07 20:00:14+00
