id,shipment_id,status,previous_status,changed_at,recorded_at,source
69155d77-3fe9-56cb-b51a-dd584c2a0f31,02d5e75b-4f6b-5e62-a096-ba2f36c9e5ff,in_transit,scheduled,2024-08-02 01:59:16+00,2024-08-02 02:36:16+00,carrier_feed
6bba88fc-7f4c-5582-b0dc-ea85cea701bf,02d5e75b-4f6b-5e62-a096-ba2f36c9e5ff,delivered,in_transit,2024-08-05 01:01:18+00,2024-08-05 01:36:18+00,carrier_feed
d60a3be8-e2b7-5aa4-b8ba-af1936d5dda6,bf80116e-420c-5ad0-82b9-1bee7afe6ce3,scheduled,,2024-01-26 02:34:30+00,2024-01-26 03:04:30+00,carrier_feed
be00b69b-6c0d-5615-8985-49648ea02eba,bf80116e-420c-5ad0-82b9-1bee7afe6ce3,in_transit,scheduled,2024-01-26 07:47:25+00,2024-01-26 08:24:25+00,carrier_feed
942281cb-0892-5639-9bd8-ed475ebcd262,bf80116e-420c-5ad0-82b9-1bee7afe6ce3,delivered,in_transit,2024-01-28 06:53:45+00,2024-01-28 06:59:45+00,carrier_feed
c597928e-bca1-537c-b84a-c2a419a464f6,b69aafa6-5c1a-5a1e-9b81-7e4e552e9802,scheduled,,2024-10-28 00:34:11+00,2024-10-28 01:16:11+00,carrier_feed
74dfbd99-6de5-520f-aa0d-8f66feb05f13,b69aafa6-5c1a-5a1e-9b81-7e4e552e9802,in_transit,scheduled,2024-10-29 03:14:26+00,2024-10-29 03:19:26+00,carrier_feed
335a27ae-0998-5fe8-8eb9-a62f62f82f17,b69aafa6-5c1a-5a1e-9b81-7e4e552e9802,delivered,in_transit,2024-11-03 02:47:22+00,2024-11-03 02:52:22+00,carrier_feed
74ad5d1e-e648-5b9d-86c6-5040282130f9,d3480ae5-3958-5c2a-a881-031401290b07,scheduled,,2024-11-26 11:59:51+00,2024-11-26 12:34:51+00,carrier_feed
fd830200-7f0e-54df-b92f-ab3702501a88,d3480ae5-3958-5c2a-a881-031401290b07,in_transit,scheduled,2024-11-28 14:02:13+00,2024-11-28 14:36:13+00,carrier_feed
25ae8066-b958-5005-8364-67ad7e096be4,d3480ae5-3958-5c2a-a881-031401290b07,delayed,in_transit,2024-12-03 20:02:27+00,2024-12-03 20:46:27+00,carrier_feed
f9b0f824-f200-512c-b6e3-c428e38a2b7f,d3480ae5-3958-5c2a-a881-031401290b07,delivered,delayed,2024-12-06 14:14:40+00,2024-12-06 14:46:40+00,carrier_feed
2574c4fc-2d51-5599-bbfc-f7839d4ed3e4,313f72af-4ff8-5c75-a3bc-22a1f6edec06,scheduled,,2024-11-13 11:32:44+00,2024-11-13 11:55:44+00,carrier_feed
27d0966d-78a6-50bb-adfe-b44d6dd49e23,313f72af-4ff8-5c75-a3bc-22a1f6edec06,in_transit,scheduled,2024-11-16 13:55:21+00,2024-11-16 14:10:21+00,carrier_feed
2fc31ea4-797e-5906-9854-886bd1b6261b,313f72af-4ff8-5c75-a3bc-22a1f6edec06,delayed,in_transit,2024-11-23 20:24:09+00,2024-11-23 20:58:09+00,carrier_feed
535ab5d1-d3ae-50b5-ab50-bf05b3bfd37d,313f72af-4ff8-5c75-a3bc-22a1f6edec06,delivered,delayed,2024-12-01 14:21:58+00,2024-12-01 14:55:58+00,carrier_feed
4a99e6cb-eea5-5290-82a9-cfa19fc2a87f,1f67dce8-5f8d-5b7d-a72f-3183447b3bd1,scheduled,,2024-10-01 20:55:02+00,2024-10-01 21:02:02+00,carrier_feed
9d8956dc-2e31-5f2b-9f12-0bcc3796605c,1f67dce8-5f8d-5b7d-a72f-3183447b3bd1,in_transit,scheduled,2024-10-03 23:01:11+00,2024-10-03 23:44:11+00,carrier_feed
b7b4bde3-9986-56bb-8937-327d340bcca8,1f67dce8-5f8d-5b7d-a72f-3183447b3bd1,delivered,in_transit,2024-10-08 19:16:31+00,2024-10-08 19:50:31+00,carrier_feed
d0e1363d-b7ea-551c-ac1e-36fd205e1811,4bba60ef-a8d0-537b-b07f-d9e7faf9f468,scheduled,,2024-07-15 23:25:31+00,2024-07-16 00:03:31+00,carrier_feed
b9f39ec9-1d1a-5fdd-bac6-1bc0fc6b313d,4bba60ef-a8d0-537b-b07f-d9e7faf9f468,in_transit,scheduled,2024-07-18 07:28:22+00,2024-07-18 07:56:22+00,carrier_feed
271c6439-cda3-5a3b-98d0-30aa4867bc6f,4bba60ef-a8d0-537b-b07f-d9e7faf9f468,delivered,in_transit,2024-07-21 07:53:26+00,2024-07-21 08:07:26+00,carrier_feed
85242814-43d1-5b75-891e-0814017834b0,d4196340-428d-536f-a0c9-a237d37e9c43,scheduled,,2024-11-05 19:56:20+00,2024-11-05 20:24:20+00,carrier_feed
705a2336-ec24-57b8-8771-7da1f8437238,d4196340-428d-536f-a0c9-a237d37e9c43,in_transit,scheduled,2024-11-08 05:05:56+00,2024-11-08 05:25:56+00,carrier_feed
25ee7a94-15b8-5e92-99e8-4b0b24d5d937,d4196340-428d-536f-a0c9-a237d37e9c43,delivered,in_transit,2024-11-14 06:44:40+00,2024-11-14 07:26:40+00,carrier_feed
96603434-09d6-5da5-b0fa-4943ba38c810,2e9aa355-6593-58d7-9980-a9fc23b09fa2,scheduled,,2024-03-03 23:01:15+00,2024-03-03 23:45:15+00,carrier_feed
7958c78e-a992-5f68-9925-18813fa2833d,2e9aa355-6593-58d7-9980-a9fc23b09fa2,in_transit,scheduled,2024-03-04 08:17:13+00,2024-03-04 08:26:13+00,carrier_feed
1c417e26-22bf-59f8-8a1b-9cd6e59343b9,2e9aa355-6593-58d7-9980-a9fc23b09fa2,delivered,in_transit,2024-03-10 15:55:08+00,2024-03-10 16:12:08+00,carrier_feed
429c4bd5-e673-5012-80be-c3f9880f79ac,fbb94b81-8198-5a9f-8fbc-b4766f53eb4f,scheduled,,2024-09-17 18:52:17+00,2024-09-17 19:30:17+00,carrier_feed
478ec053-af6c-5dec-a8db-ce38bcaa744c,fbb94b81-8198-5a9f-8fbc-b4766f53eb4f,in_transit,scheduled,2024-09-20 21:17:08+00,2024-09-20 21:42:08+00,carrier_feed
7dc1a86e-9e93-5456-9f99-689f8fcbe1a1,fbb94b81-8198-5a9f-8fbc-b4766f53eb4f,delayed,in_transit,2024-09-27 03:48:05+00,2024-09-27 04:12:05+00,carrier_feed
385ececa-5689-5289-b650-0252b68c6afe,fbb94b81-8198-5a9f-8fbc-b4766f53eb4f,delivered,delayed,2024-10-05 21:41:54+00,2024-10-05 21:50:54+00,carrier_feed
9aa4f968-dafe-5d62-b4c1-b6766940ad79,e282003e-6b35-57d0-bfc4-f3cc0e2b04bf,scheduled,,2024-03-21 11:20:27+00,2024-03-21 11:39:27+00,carrier_feed
7bf1ba96-844f-5b22-b08c-c6aa6ae1a485,e282003e-6b35-57d0-bfc4-f3cc0e2b04bf,in_transit,scheduled,2024-03-22 12:26:23+00,2024-03-22 12:38:23+00,carrier_feed
f50373d0-6c1d-58a0-8f87-beabf51bd399,e282003e-6b35-57d0-bfc4-f3cc0e2b04bf,delivered,in_transit,2024-03-28 08:50:51+00,2024-03-28 09:24:51+00,carrier_feed
7afb0303-7a8d-5874-9425-a394b64fed81,ff2452c0-28c5-5bfc-8404-a5cfe1046a57,scheduled,,2024-09-18 17:01:44+00,2024-09-18 17:46:44+00,carrier_feed
9187b99d-c1ea-5b30-9661-3c3965549ec6,ff2452c0-28c5-5bfc-8404-a5cfe1046a57,in_transit,scheduled,2024-09-18 23:11:14+00,2024-09-18 23:32:14+00,carrier_feed
bae5b71c-ee65-5df5-b656-fa3ea288c42b,ff2452c0-28c5-5bfc-8404-a5cfe1046a57,delivered,in_transit,2024-09-22 22:42:42+00,2024-09-22 23:03:42+00,carrier_feed
39ac99d6-d4f3-52db-aeb7-820c655cce7a,109f5b3d-e6be-5919-b607-49f0d01a552c,scheduled,,2024-10-04 00:43:41+00,2024-10-04 01:22:41+00,carrier_feed
e859e90c-98d7-5b25-8044-d83c7e42b116,109f5b3d-e6be-5919-b607-49f0d01a552c,in_transit,scheduled,2024-10-06 02:53:06+00,2024-10-06 03:19:06+00,carrier_feed
555ae6cd-95b0-56c5-8886-f8451edfc350,109f5b3d-e6be-5919-b607-49f0d01a552c,delivered,in_transit,2024-10-11 15:34:12+00,2024-10-11 15:46:12+00,carrier_feed
9c98600c-2d12-5335-9ba1-fb9957024efc,d38eed94-676a-5523-b8f5-d6197dee1f00,scheduled,,2024-01-21 18:02:45+00,2024-01-21 18:44:45+00,carrier_feed
db4ec34b-7203-5ada-b6cc-28275d822db9,d38eed94-676a-5523-b8f5-d6197dee1f00,in_transit,scheduled,2024-01-22 23:09:01+00,2024-01-22 23:36:01+00,carrier_feed
5289a581-53a1-5e28-b0d7-b5872facbb2b,d38eed94-676a-5523-b8f5-d6197dee1f00,delivered,in_transit,2024-01-30 05:36:30+00,2024-01-30 05:57:30+00,carrier_feed
56e9cf9b-9dbc-54ba-aac0-59748ff4e972,93aef0f4-6f27-51ea-abce-05859badb612,scheduled,,2024-09-21 10:02:54+00,2024-09-21 10:24:54+00,carrier_feed
5867d3e2-90ed-55af-ac6d-2dad82104f05,93aef0f4-6f27-51ea-abce-05859badb612,in_transit,scheduled,2024-09-23 19:43:00+00,2024-09-23 19:58:00+00,carrier_feed
c8369836-b6e4-5d0e-bcbe-b699a030c085,93aef0f4-6f27-51ea-abce-05859badb612,delayed,in_transit,2024-10-01 01:50:11+00,2024-10-01 02:09:11+00,carrier_feed
eeb08cbb-ce94-5c13-9244-1cd70847ef53,93aef0f4-6f27-51ea-abce-05859badb612,delivered,delayed,2024-10-07 19:52:00+00,2024-10-07 20:10:00+00,carrier_feed
3e7de9e2-3369-5520-af54-da061f504010,f2a821c7-d5fd-5b7e-ad89-a443350be3c1,scheduled,,2024-10-05 11:07:15+00,2024-10-05 11:28:15+00,carrier_feed
a144a8a6-e383-5e6b-a4fc-35981b11c63d,f2a821c7-d5fd-5b7e-ad89-a443350be3c1,in_transit,scheduled,2024-10-07 18:41:46+00,2024-10-07 19:02:46+00,carrier_feed
9bfe93c0-0f2f-566f-ac1e-2d3008f1e731,f2a821c7-d5fd-5b7e-ad89-a443350be3c1,delivered,in_transit,2024-10-15 16:21:13+00,2024-10-15 16:28:13+00,carrier_feed
3cfd4c66-d49e-5d66-ba39-1f68478461c1,3821cba7-6ccd-55cd-a87b-3d522798a14c,scheduled,,2024-05-01 18:17:53+00,2024-05-01 18:33:53+00,carrier_feed
a82984e4-99d9-5abf-aba4-7064d7f11568,3821cba7-6ccd-55cd-a87b-3d522798a14c,in_transit,scheduled,2024-05-01 19:22:12+00,2024-05-01 19:50:12+00,carrier_feed
078e159e-f9e2-5734-89e6-744737adc9e3,3821cba7-6ccd-55cd-a87b-3d522798a14c,delivered,in_transit,2024-05-09 12:45:33+00,2024-05-09 13:25:33+00,carrier_feed
7a8fd9de-5f79-57d3-94d7-783d66327a39,e33f565d-0197-5415-aa09-d9a0fc239e60,scheduled,,2024-08-08 18:57:26+00,2024-08-08 19:34:26+00,carrier_feed
fa8ebcfe-1824-58a8-9916-8473959cfa3a,e33f565d-0197-5415-aa09-d9a0fc239e60,in_transit,scheduled,2024-08-11 03:09:33+00,2024-08-11 03:37:33+00,carrier_feed
d647a892-b453-5d57-8d9a-e34ced243e1d,e33f565d-0197-5415-aa09-d9a0fc239e60,delivered,in_transit,2024-08-13 22:47:46+00,2024-08-13 23:13:46+00,carrier_feed
49292390-e8f6-5e6f-b47f-5b87b970ee42,adce262b-c2e9-5226-8a81-0d1f03ce4c55,scheduled,,2024-10-19 11:51:26+00,2024-10-19 12:00:26+00,carrier_feed
8e65b12d-ceb6-5961-af4e-c73d81a6214b,adce262b-c2e9-5226-8a81-0d1f03ce4c55,in_transit,scheduled,2024-10-20 15:09:18+00,2024-10-20 15:14:18+00,carrier_feed
fc9820fb-e27b-524b-9a91-fb79b5c7ed35,adce262b-c2e9-5226-8a81-0d1f03ce4c55,delivered,in_transit,2024-10-23 08:15:27+00,2024-10-23 08:53:27+00,carrier_feed
f0953358-62ed-5e3b-a102-3873b18820b2,e7161f59-ba42-573f-af07-92756490db9c,scheduled,,2024-01-18 02:10:40+00,2024-01-18 02:48:40+00,carrier_feed
68251ab8-9026-55ca-915a-837a04700fed,e7161f59-ba42-573f-af07-92756490db9c,in_transit,scheduled,2024-01-18 10:15:09+00,2024-01-18 10:58:09+00,carrier_feed
7f57b65f-1eca-5e56-8cd1-9b0320411b0b,e7161f59-ba42-573f-af07-92756490db9c,delayed,in_transit,2024-01-25 16:21:23+00,2024-01-25 16:35:23+00,carrier_feed
29068028-e1aa-5d58-8bc6-cc823ae9f9fd,e7161f59-ba42-573f-af07-92756490db9c,delivered,delayed,2024-01-27 10:19:10+00,2024-01-27 11:04:10+00,carrier_feed
fb46e63d-f3a2-53a3-867f-52eaafa5566a,e4aeee7c-6f04-55d3-9a07-2567fd68511a,scheduled,,2024-03-10 23:37:53+00,2024-03-10 23:48:53+00,carrier_feed
41c5db13-3506-58eb-afb9-4b3b6fdf3e42,e4aeee7c-6f04-55d3-9a07-2567fd68511a,in_transit,scheduled,2024-03-11 01:59:23+00,2024-03-11 02:32:23+00,carrier_feed
862bf3b4-7283-5a75-be01-0c24c763f7f1,e4aeee7c-6f04-55d3-9a07-2567fd68511a,delivered,in_transit,2024-03-15 00:02:21+00,2024-03-15 00:13:21+00,carrier_feed
4c2a941a-a30b-5aa6-973e-8dad859914f3,182ad202-5401-5a98-875c-296d4a34d75c,scheduled,,2024-11-06 16:33:25+00,2024-11-06 16:38:25+00,carrier_feed
66c4942b-cb5b-5579-a051-73c123913070,182ad202-5401-5a98-875c-296d4a34d75c,in_transit,scheduled,2024-11-07 20:36:24+00,2024-11-07 21:14:24+00,carrier_feed
ca802b58-d830-5205-bfef-6cbad3e265f3,182ad202-5401-5a98-875c-296d4a34d75c,delayed,in_transit,2024-11-17 02:37:24+00,2024-11-17 03:10:24+00,carrier_feed
6fce7c49-a0b3-58d9-9a86-dde5723f47d4,182ad202-5401-5a98-875c-296d4a34d75c,delivered,delayed,2024-11-17 20:57:49+00,2024-11-17 21:19:49+00,carrier_feed
0d8ea173-5c00-577d-885b-f38342d3744a,8f286b88-74bb-54e1-8b0d-a221b5edbb62,scheduled,,2024-07-04 23:33:09+00,2024-07-05 00:12:09+00,carrier_feed
2f89b5a3-8728-5651-a3e5-79ac550ed2c2,8f286b88-74bb-54e1-8b0d-a221b5edbb62,in_transit,scheduled,2024-07-05 09:12:20+00,2024-07-05 09:37:20+00,carrier_feed
4b135175-3c21-5d00-a0f9-7cbf07286253,8f286b88-74bb-54e1-8b0d-a221b5edbb62,delivered,in_transit,2024-07-13 16:34:40+00,2024-07-13 16:54:40+00,carrier_feed
39bde76f-1afa-5f3a-ac5d-19c393f2d8e9,6d4bf5e7-5d83-5b4e-b968-d84d0dc8d748,scheduled,,2024-07-13 22:28:07+00,2024-07-13 22:38:07+00,carrier_feed
7adfae81-ad6f-5925-9119-6512ecae68a1,6d4bf5e7-5d83-5b4e-b968-d84d0dc8d748,in_transit,scheduled,2024-07-17 06:08:36+00,2024-07-17 06:34:36+00,carrier_feed
41c30e65-ce9a-59d7-8246-1ea08d85dd21,6d4bf5e7-5d83-5b4e-b968-d84d0dc8d748,delivered,in_transit,2024-07-26 00:36:44+00,2024-07-26 01:19:44+00,carrier_feed
42fa1ac2-c7b2-5eda-b216-0dc044bde140,b55a5307-d4a9-54ed-882c-ad6e92ab8725,scheduled,,2024-10-06 10:37:39+00,2024-10-06 11:22:39+00,carrier_feed
ed0006db-320d-5e77-953f-8a96966654e9,b55a5307-d4a9-54ed-882c-ad6e92ab8725,in_transit,scheduled,2024-10-09 13:20:16+00,2024-10-09 14:03:16+00,carrier_feed
33d38429-c26a-5763-8d4c-6da9d62bf64f,b55a5307-d4a9-54ed-882c-ad6e92ab8725,delivered,in_transit,2024-10-17 21:29:54+00,2024-10-17 22:01:54+00,carrier_feed
d505a605-7cd5-5fbd-879f-717b8aee4f2f,d638aca7-5ff7-57af-a94e-057d8cb1699a,scheduled,,2024-03-17 16:53:51+00,2024-03-17 17:16:51+00,carrier_feed
c2e18fbb-8e69-51bf-aeea-77abc7ceb08b,d638aca7-5ff7-57af-a94e-057d8cb1699a,in_transit,scheduled,2024-03-17 22:16:32+00,2024-03-17 22:46:32+00,carrier_feed
b4f613b9-2aa6-58de-a8c3-9eb777d8b24b,d638aca7-5ff7-57af-a94e-057d8cb1699a,delayed,in_transit,2024-03-22 04:44:03+00,2024-03-22 04:49:03+00,carrier_feed
8a4b6a7e-b053-5f48-b6d4-c1a95492d192,d638aca7-5ff7-57af-a94e-057d8cb1699a,delivered,delayed,2024-03-23 22:58:13+00,2024-03-23 23:38:13+00,carrier_feed
f316f656-af5d-53a5-8cc1-75d7af459f80,8ff068c2-9897-51ff-b581-79f29e47adce,scheduled,,2024-10-09 15:00:15+00,2024-10-09 15:33:15+00,carrier_feed
be549692-8e20-528c-bbb1-0b8c042686f7,8ff068c2-9897-51ff-b581-79f29e47adce,in_transit,scheduled,2024-10-11 23:17:43+00,2024-10-11 23:30:43+00,carrier_feed
2e2b6c6e-8c1b-5777-bf6b-216266383ae2,8ff068c2-9897-51ff-b581-79f29e47adce,delivered,in_transit,2024-10-15 19:34:14+00,2024-10-15 20:00:14+00,carrier_feed
ac97c459-a502-5cfe-b837-89c87cd27a49,2f71ede7-c87c-5878-b632-90f46aecb080,scheduled,,2024-02-26 17:30:49+00,2024-02-26 17:51:49+00,carrier_feed
042fa05c-042c-591f-bb1d-fc566ae2e12d,2f71ede7-c87c-5878-b632-90f46aecb080,in_transit,scheduled,2024-02-29 03:00:32+00,2024-02-29 03:36:32+00,carrier_feed
ad57746b-38bb-5b15-8996-b58b6043b5c7,2f71ede7-c87c-5878-b632-90f46aecb080,delayed,in_transit,2024-03-03 09:15:29+00,2024-03-03 09:51:29+00,carrier_feed
ef2ff792-a5a1-5dad-a6a0-a86a3b274300,2f71ede7-c87c-5878-b632-90f46aecb080,delivered,delayed,2024-03-06 03:37:56+00,2024-03-06 04:13:56+00,carrier_feed
