id,name,priority_tier,contract_terms,is_active,created_at,updated_at
fff984d9-fdb9-5beb-8425-09c0748f8d86,Customer 019,strategic,,true,2025-10-02 09:08:50+00,2025-10-02 09:08:50+00
a7ff7b3c-0aca-5f55-96bb-b15dd7aa9b57,Customer 020,strategic,,true,2025-10-02 09:14:00+00,2025-10-02 09:14:00+00
8d9417d8-6bc9-5a0d-ba9b-f63932cd4c8e,Customer 021,strategic,,true,2025-10-02 09:11:24+00,2025-10-02 09:11:24+00
b515cced-3623-5f57-b080-b473400225f5,Customer 022,strategic,,true,2025-10-02 09:12:30+00,2025-10-02 09:12:30+00
5a7da0cc-cd16-5e8c-b45f-a3da148f652a,Customer 023,strategic,,true,2025-10-02 09:23:37+00,2025-10-02 09:23:37+00
8b1971d5-2d5e-5051-afaf-84b9039df634,Customer 024,strategic,,true,2025-10-02 09:08:44+00,2025-10-02 09:08:44+00
9edece38-c5cb-5551-8ef5-c5a9ac905426,Customer 025,strategic,,true,2025-10-02 09:21:21+00,2025-10-02 09:21:21+00
a0f94859-4647-56b8-95af-acc816d2300a,Customer 026,strategic,,true,2025-10-02 09:14:48+00,2025-10-02 09:14:48+00
a332481f-39fe-530d-9643-30844a7a6856,Customer 027,strategic,,true,2025-10-02 09:12:48+00,2025-10-02 09:12:48+00
f00161cb-a7d6-52ca-8cdc-414dd71dfe6a,Customer 028,strategic,,true,2025-10-02 09:23:45+00,2025-10-02 09:23:45+00
dab3a251-1b55-5799-a144-04f4b708d8c8,Customer 029,strategic,,true,2025-10-02 09:22:35+00,2025-10-02 09:22:35+00
c9a0a4a0-7b81-57e6-ba8b-b3a1196e8418,Customer 030,strategic,,true,2025-10-02 09:21:31+00,2025-10-02 09:21:31+00
43a593ec-3f7e-5579-abee-cc11dea3b110,Customer 031,strategic,,true,2025-10-02 09:22:54+00,2025-10-02 09:22:54+00
c96e1921-2d37-5994-9580-cb136e2af43e,Customer 032,strategic,,true,2025-10-02 09:08:27+00,2025-10-02 09:08:27+00
656060c3-326e-5f29-92b9-5f5955a484bf,Customer 033,strategic,,true,2025-10-02 09:03:45+00,2025-10-02 09:03:45+00
6fc70c5a-a990-5e2a-89b6-f911b9f5b28c,Customer 034,strategic,,true,2025-10-02 09:25:13+00,2025-10-02 09:25:13+00
ac9c209f-9afd-5a17-a35e-b73d53242c80,Customer 035,strategic,,true,2025-10-02 09:27:08+00,2025-10-02 09:27:08+00
a60af1a9-f379-523a-9b8d-b1d84c77daf5,Customer 036,strategic,,true,2025-10-02 09:08:45+00,2025-10-02 09:08:45+00
e36d1ee6-31d5-554e-b3a2-a657017481e8,Customer 037,strategic,,true,2025-10-02 09:08:06+00,2025-10-02 09:08:06+00
c8438077-e206-5367-b35c-60dfbc434f07,Customer 038,strategic,,true,2025-10-02 09:17:20+00,2025-10-02 09:17:20+00
d8822011-b10c-57ad-b7bf-e90f8f5b5c99,Customer 039,strategic,,true,2025-10-02 09:11:42+00,2025-10-02 09:11:42+00
15756e6e-85c3-577b-950c-76e4d139d70b,Customer 040,strategic,,true,2025-10-02 09:24:27+00,2025-10-02 09:24:27+00
21222ab4-7eac-53e6-97ad-2f25c264ce99,Customer 041,strategic,,true,2025-10-02 09:14:41+00,2025-10-02 09:14:41+00
aa563f9b-3bc0-53bb-a089-2d697c58bd09,Customer 042,strategic,,true,2025-10-02 09:06:51+00,2025-10-02 09:06:51+00
780e9fef-d1d4-5aaa-a774-2f238374ec41,Customer 043,strategic,,true,2025-10-02 09:28:21+00,2025-10-02 09:28:21+00
4ec05809-1563-566e-a6d2-e3dd9ced06a2,Customer 044,strategic,,true,2025-10-02 09:02:07+00,2025-10-02 09:02:07+00
79760680-5041-5c9e-a2f1-bd6ae1230100,Customer 045,strategic,,true,2025-10-02 09:22:08+00,2025-10-02 09:22:08+00
1def03a6-0b94-511e-897c-e25452c101df,Customer 046,strategic,,true,2025-10-02 09:22:02+00,2025-10-02 09:22:02+00
987aa102-613d-5ff6-849a-3630f8d18d22,Customer 047,strategic,,true,2025-10-02 09:10:44+00,2025-10-02 09:10:44+00
bdcbbfa9-6b02-53be-924e-36542bfb1ba2,Customer 048,strategic,,true,2025-10-02 09:25:04+00,2025-10-02 09:25:04+00
9d0f08d9-ea95-569b-b50a-b20d145de37b,Customer 049,strategic,,true,2025-10-02 09:02:32+00,2025-10-02 09:02:32+00
90a8f1f8-f18a-591c-ad50-68ea8e5f6a2d,Customer 050,strategic,,true,2025-10-02 09:15:57+00,2025-10-02 09:15:57+00
55a3ef43-28a9-5d2b-b239-aac0c74b22ec,Customer 051,strategic,,true,2025-10-02 09:16:49+00,2025-10-02 09:16:49+00
1fee1bd7-9e79-5339-a3e3-99b0b3ea95b6,Customer 052,strategic,,true,2025-10-02 09:11:54+00,2025-10-02 09:11:54+00
cdfbe2f7-6b67-5381-a963-3b1bfc6675bb,Customer 053,strategic,,true,2025-10-02 09:24:42+00,2025-10-02 09:24:42+00
1ff03590-6d21-5cf9-bf55-fe74a1b26a7e,Customer 054,strategic,,true,2025-10-02 09:00:54+00,2025-10-02 09:00:54+00
6b8d0ad4-e55b-579c-a3ec-4314615e1416,Customer 055,strategic,,true,2025-10-02 09:12:26+00,2025-10-02 09:12:26+00
cd4d763f-2e45-5f33-9a4d-479a6118b65d,Customer 056,strategic,,true,2025-10-02 09:21:17+00,2025-10-02 09:21:17+00
69b6a0f5-490b-57ce-8263-3ce92ba30ca7,Customer 057,strategic,,true,2025-10-02 09:15:33+00,2025-10-02 09:15:33+00
af40e653-9aa2-564b-9727-c21fc59311fb,Customer 058,strategic,,true,2025-10-02 09:16:38+00,2025-10-02 09:16:38+00
40a4c782-5faf-50ff-ae54-2e423f43ecab,Customer 059,strategic,,true,2025-10-02 09:26:32+00,2025-10-02 09:26:32+00
701efb7a-bbe7-5af8-8672-2fa15a6d8a88,Customer 060,strategic,,true,2025-10-02 09:05:50+00,2025-10-02 09:05:50+00
d88fef10-8639-5a87-9e2f-68c3a0c9693c,Customer 061,strategic,,true,2025-10-02 09:19:28+00,2025-10-02 09:19:28+00
213aff84-f1cc-50f2-a9a3-9fee471b532e,Customer 062,strategic,,true,2025-10-02 09:24:22+00,2025-10-02 09:24:22+00
b7881ecc-56f9-5d4c-af73-4cab8bfa0951,Customer 063,strategic,,true,2025-10-02 09:06:13+00,2025-10-02 09:06:13+00
17493bb8-1af9-5bad-894c-42000568382a,Customer 064,strategic,,true,2025-10-02 09:17:53+00,2025-10-02 09:17:53+00
f66e129b-e63d-5b28-961f-769f873a7fe3,Customer 065,strategic,,true,2025-10-02 09:01:37+00,2025-10-02 09:01:37+00
9d714bd5-11ed-5ef2-a29e-f694b662e981,Customer 066,strategic,,true,2025-10-02 09:18:35+00,2025-10-02 09:18:35+00
376d259e-b7f2-5e59-bedf-e24df5c7135e,Customer 067,strategic,,true,2025-10-02 09:04:09+00,2025-10-02 09:04:09+00
0be1a0d0-a71f-5728-b1e8-d659d1509b9d,Customer 068,strategic,,true,2025-10-02 09:00:04+00,2025-10-02 09:00:04+00
6e21c4af-2f50-5bd1-98d3-056533531374,Customer 069,strategic,,true,2025-10-02 09:21:50+00,2025-10-02 09:21:50+00
bce7b040-bec6-5d46-9fbe-e2186050257e,Customer 070,strategic,,true,2025-10-02 09:28:40+00,2025-10-02 09:28:40+00
07b1ba9d-c70e-5b30-aa83-803d7ffe67d8,Customer 071,strategic,,true,2025-10-02 09:13:33+00,2025-10-02 09:13:33+00
00f17243-2ba7-5bd7-a860-f35d5db95a21,Customer 072,strategic,,true,2025-10-02 09:23:37+00,2025-10-02 09:23:37+00
525eeb54-63fc-5f71-b656-782dfa5097bd,Customer 073,strategic,,true,2025-10-02 09:25:03+00,2025-10-02 09:25:03+00
d466c3ec-bf7a-51b6-a632-8557413f9555,Customer 074,strategic,,true,2025-10-02 09:20:26+00,2025-10-02 09:20:26+00
6219b356-39ca-5bc8-be19-a29487a519cd,Customer 075,strategic,,true,2025-10-02 09:04:59+00,2025-10-02 09:04:59+00
2a069cff-f49f-54db-bd4f-86922e3edb5a,Customer 076,strategic,,true,2025-10-02 09:18:04+00,2025-10-02 09:18:04+00
1ff8c984-dfe7-51fa-bcea-aadbf5530588,Customer 077,strategic,,true,2025-10-02 09:10:11+00,2025-10-02 09:10:11+00
dd04dcf0-0ef8-512b-8f0f-08e72d73597d,Customer 078,strategic,,true,2025-10-02 09:05:17+00,2025-10-02 09:05:17+00
82175555-0df5-5ff3-993e-8039ea26bb13,Customer 079,strategic,,true,2025-10-02 09:11:13+00,2025-10-02 09:11:13+00
ca6a232d-adb6-56ba-8f2a-dbcaf3b586d1,Customer 080,strategic,,true,2025-10-02 09:17:31+00,2025-10-02 09:17:31+00
68721960-e719-596c-8ac8-678d741ca0d7,Customer 081,strategic,,true,2025-10-02 09:05:15+00,2025-10-02 09:05:15+00
6d75e0d1-1efe-5931-9d5e-3bc3cbc64a91,Customer 082,strategic,,true,2025-10-02 09:16:14+00,2025-10-02 09:16:14+00
e93b2b5a-153a-5278-8baa-3cee895f9b80,Customer 083,strategic,,true,2025-10-02 09:07:35+00,2025-10-02 09:07:35+00
21b12f34-79a4-57c6-b5b8-eedb2e45534c,Customer 084,strategic,,true,2025-10-02 09:16:49+00,2025-10-02 09:16:49+00
be6593f2-3765-5e66-bfa5-54ed361e6da0,Customer 085,strategic,,true,2025-10-02 09:02:41+00,2025-10-02 09:02:41+00
20cec640-caba-5f57-a634-21124350a964,Customer 086,strategic,,true,2025-10-02 09:07:00+00,2025-10-02 09:07:00+00
be28f57a-f99d-5214-962c-8161db3db2d6,Customer 087,strategic,,true,2025-10-02 09:08:18+00,2025-10-02 09:08:18+00
a15a8221-9337-53f4-b65d-9b95d1010476,Customer 088,strategic,,true,2025-10-02 09:27:52+00,2025-10-02 09:27:52+00
7e6d9d63-6aaa-5519-9803-e16f43463669,Customer 089,strategic,,true,2025-10-02 09:03:39+00,2025-10-02 09:03:39+00
b46a4a7b-b1f2-5183-a41d-8f042adb219e,Customer 090,strategic,,true,2025-10-02 09:01:09+00,2025-10-02 09:01:09+00
2c836b74-f627-5f95-94c4-d112dd07eccc,Customer 091,strategic,,true,2025-10-02 09:00:47+00,2025-10-02 09:00:47+00
6784b6cb-ada1-5ce9-87fe-dcb5d8da6777,Customer 092,strategic,,true,2025-10-02 09:03:29+00,2025-10-02 09:03:29+00
06d6c1ee-4775-5e92-aede-41001355353a,Customer 093,strategic,,true,2025-10-02 09:02:19+00,2025-10-02 09:02:19+00
6030a031-f992-59e5-a3c0-5377ac1da383,Customer 094,strategic,,true,2025-10-02 09:24:26+00,2025-10-02 09:24:26+00
0ef59677-af08-5b7f-9ee4-76ab9978fd4b,Customer 095,strategic,,true,2025-10-02 09:17:39+00,2025-10-02 09:17:39+00
33f6b6c0-ceaa-50c9-87ef-a14b7a894484,Customer 096,strategic,,true,2025-10-02 09:16:55+00,2025-10-02 09:16:55+00
de69bd87-c78a-58a5-9513-942fd4e74825,Customer 097,strategic,,true,2025-10-02 09:03:16+00,2025-10-02 09:03:16+00
610cf61b-4a53-5e88-9a30-663db1a07adb,Customer 098,strategic,,true,2025-10-02 09:19:39+00,2025-10-02 09:19:39+00
472885fd-16ec-5ba5-9b52-d867cd0d2522,Customer 099,strategic,,true,2025-10-02 09:21:29+00,2025-10-02 09:21:29+00
134d0d3f-24a5-5d89-bad8-e9885b87b16b,Customer 100,strategic,,true,2025-10-02 09:00:23+00,2025-10-02 09:00:23+00
6099ffbf-e552-575c-a3fa-e6185cc763cc,Customer 101,strategic,,true,2025-10-02 09:08:56+00,2025-10-02 09:08:56+00
ded59a6a-a632-5dc3-8178-f3c48c4f6968,Customer 102,strategic,,true,2025-10-02 09:07:51+00,2025-10-02 09:07:51+00
07ae78f1-260a-592b-b718-c8cc5193f088,Customer 103,strategic,,true,2025-10-02 09:15:25+00,2025-10-02 09:15:25+00
0a6f3442-4ba6-5f1e-8b0a-549e62de2b80,Customer 104,strategic,,true,2025-10-02 09:20:40+00,2025-10-02 09:20:40+00
6e373336-6cdb-5819-ad3a-35f41d109308,Customer 105,strategic,,true,2025-10-02 09:19:56+00,2025-10-02 09:19:56+00
94d02113-56f5-5f4c-825d-7b4b4c7c5443,Customer 106,strategic,,true,2025-10-02 09:02:06+00,2025-10-02 09:02:06+00
8752752c-ea85-5953-b0c8-e686c57f3358,Customer 107,strategic,,true,2025-10-02 09:12:21+00,2025-10-02 09:12:21+00
c7514bf7-5b7e-5bbd-b50b-0836c6113435,Customer 108,strategic,,true,2025-10-02 09:27:19+00,2025-10-02 09:27:19+00
ebe973c0-ea47-54b0-baea-268f6b8269e2,Customer 109,strategic,,true,2025-10-02 09:20:10+00,2025-10-02 09:20:10+00
76426c1f-c21a-5725-a618-f1db091a5870,Customer 110,strategic,,true,2025-10-02 09:01:25+00,2025-10-02 09:01:25+00
f893edf0-ba25-5b2b-8d47-016041cadf19,Customer 111,strategic,,true,2025-10-02 09:17:43+00,2025-10-02 09:17:43+00
e5a7599d-a9de-5c2d-add3-0c6102f8847b,Customer 112,strategic,,true,2025-10-02 09:24:07+00,2025-10-02 09:24:07+00
a8278fa8-0d86-52ea-824b-95ec992769d8,Customer 113,strategic,,true,2025-10-02 09:24:09+00,2025-10-02 09:24:09+00
45a2540c-0226-5589-8778-19e8d40d409b,Customer 114,strategic,,true,2025-10-02 09:03:22+00,2025-10-02 09:03:22+00
bb43c416-adcb-551e-9f5f-e2e9bf9c7287,Customer 115,strategic,,true,2025-10-02 09:27:22+00,2025-10-02 09:27:22+00
bb112867-b1e6-5ef8-8934-fd64032bb79a,Customer 116,strategic,,true,2025-10-02 09:09:49+00,2025-10-02 09:09:49+00
add87945-5ad8-5e9c-9755-3113c8d98432,Customer 117,strategic,,true,2025-10-02 09:25:39+00,2025-10-02 09:25:39+00
423babf8-299d-54e5-ab05-61f04810cd55,Customer 118,strategic,,true,2025-10-02 09:03:29+00,2025-10-02 09:03:29+00
96811b27-a459-5246-b27e-40da8fc24724,Customer 119,strategic,,true,2025-10-02 09:21:28+00,2025-10-02 09:21:28+00
9e34d9b2-963a-532e-bb26-1d096ab05377,Customer 120,strategic,,true,2025-10-02 09:03:43+00,2025-10-02 09:03:43+00
bbbade87-5712-54ed-a361-46068c85895b,Customer 121,strategic,,true,2025-10-02 09:13:50+00,2025-10-02 09:13:50+00
fed923f6-de68-51b9-aff2-47b6c2fe0a51,Customer 122,strategic,,true,2025-10-02 09:12:41+00,2025-10-02 09:12:41+00
a50e3172-83ee-5886-b588-b3185ec34322,Customer 123,strategic,,true,2025-10-02 09:10:36+00,2025-10-02 09:10:36+00
a720e2a7-9bac-528b-bb7b-0dd5a67fa86b,Customer 124,strategic,,true,2025-10-02 09:14:06+00,2025-10-02 09:14:06+00
fbd4dacb-51a1-513c-9556-4063e337afc9,Customer 125,strategic,,true,2025-10-02 09:15:54+00,2025-10-02 09:15:54+00
70938afc-c9df-52a4-983b-71531e5f1e89,Customer 126,strategic,,true,2025-10-02 09:23:19+00,2025-10-02 09:23:19+00
b1aaf19b-3d90-505e-8955-cd8f4202c780,Customer 127,strategic,,true,2025-10-02 09:20:06+00,2025-10-02 09:20:06+00
765845d7-a42f-5622-8bf8-063f20ef161d,Customer 128,strategic,,true,2025-10-02 09:06:29+00,2025-10-02 09:06:29+00
62fc7798-74f9-5556-aba4-931c3ac1b2ca,Customer 129,strategic,,true,2025-10-02 09:20:23+00,2025-10-02 09:20:23+00
c7099173-a8cf-50d2-9cbf-27a8d9e7eb9b,Customer 130,strategic,,true,2025-10-02 09:01:23+00,2025-10-02 09:01:23+00
a6de9d6a-688b-55f7-a0a9-7e5382982c0d,Customer 131,strategic,,true,2025-10-02 09:17:17+00,2025-10-02 09:17:17+00
2be47ca9-6d3d-5947-aa2d-1091d0358a04,Customer 132,strategic,,true,2025-10-02 09:11:57+00,2025-10-02 09:11:57+00
51960ef6-40cc-5ecc-afd5-b7c79fc0999a,Customer 133,strategic,,true,2025-10-02 09:01:41+00,2025-10-02 09:01:41+00
3e01ad9a-e86a-5b74-ad3f-934c21726b6e,Customer 134,strategic,,true,2025-10-02 09:25:29+00,2025-10-02 09:25:29+00
4710d147-53ae-599d-a54a-4d806f8a499f,Customer 135,strategic,,true,2025-10-02 09:18:08+00,2025-10-02 09:18:08+00
8a3127f5-a88a-56a4-ab10-3b18ff1250d5,Customer 136,strategic,,true,2025-10-02 09:23:26+00,2025-10-02 09:23:26+00
57d9a4ec-2b80-518e-8105-116139d7b9af,Customer 137,strategic,,true,2025-10-02 09:03:43+00,2025-10-02 09:03:43+00
b9264e84-8dd2-5002-bd9e-a8a77bfffb90,Customer 138,strategic,,true,2025-10-02 09:19:47+00,2025-10-02 09:19:47+00
13bdbf98-18dd-5a20-be5c-61e39f8782f1,Customer 139,strategic,,true,2025-10-02 09:05:17+00,2025-10-02 09:05:17+00
0601975c-0cc0-548e-8374-3f7df3ebd196,Customer 140,strategic,,true,2025-10-02 09:25:20+00,2025-10-02 09:25:20+00
7bdadc08-468e-5e94-b8f6-96245fb8be90,Customer 141,strategic,,true,2025-10-02 09:29:09+00,2025-10-02 09:29:09+00
6bcc5816-b0de-5490-8407-f8f465039581,Customer 142,strategic,,true,2025-10-02 09:15:20+00,2025-10-02 09:15:20+00
aa160177-983f-55fb-a300-54f5bb4b0abb,Customer 143,strategic,,true,2025-10-02 09:02:44+00,2025-10-02 09:02:44+00
923b3eae-4625-5fa9-9223-30abb6ad8f21,Customer 144,strategic,,true,2025-10-02 09:10:29+00,2025-10-02 09:10:29+00
bdfea095-0889-5413-8412-b151bad36b76,Customer 145,strategic,,true,2025-10-02 09:27:47+00,2025-10-02 09:27:47+00
d075c1e2-706c-5dba-896f-f2165c268897,Customer 146,strategic,,true,2025-10-02 09:24:27+00,2025-10-02 09:24:27+00
34195030-baa0-5a07-97cb-0281ed60003f,Customer 147,strategic,,true,2025-10-02 09:05:05+00,2025-10-02 09:05:05+00
f39e5d1a-1313-5714-854b-77db07d357dc,Customer 148,strategic,,true,2025-10-02 09:16:08+00,2025-10-02 09:16:08+00
eb05669c-5312-5ac6-80f4-6b82cd6d1670,Customer 149,strategic,,true,2025-10-02 09:15:31+00,2025-10-02 09:15:31+00
d8acc1a9-3113-50cc-aea9-0480f8ab161d,Customer 150,strategic,,true,2025-10-02 09:17:13+00,2025-10-02 09:17:13+00
eff1d7e2-3cd6-58ad-a3d0-e0949f9690f6,Customer 151,strategic,,true,2025-10-02 09:18:05+00,2025-10-02 09:18:05+00
3ee3ef0f-5990-5cbe-94b1-157b031544ef,Customer 152,strategic,,true,2025-10-02 09:00:38+00,2025-10-02 09:00:38+00
4e25940a-bfc7-5843-8fca-5f384bd3d2a3,Customer 153,strategic,,true,2025-10-02 09:13:38+00,2025-10-02 09:13:38+00
f5418fe9-9a77-5c0d-9c78-366d3160dcd5,Customer 154,strategic,,true,2025-10-02 09:24:02+00,2025-10-02 09:24:02+00
0a842076-15db-5a0c-9866-509329f851ff,Customer 155,strategic,,true,2025-10-02 09:14:58+00,2025-10-02 09:14:58+00
c91863f3-5c41-5605-8aa1-ad5202b92485,Customer 156,strategic,,true,2025-10-02 09:15:34+00,2025-10-02 09:15:34+00
6866b05b-7353-5424-b036-3fadf5561558,Customer 157,strategic,,true,2025-10-02 09:02:53+00,2025-10-02 09:02:53+00
4af60f1c-ddf6-52f1-b68c-9ac271ebe98b,Customer 158,strategic,,true,2025-10-02 09:07:37+00,2025-10-02 09:07:37+00
840c0066-f302-5574-a623-1603de84d602,Customer 159,strategic,,true,2025-10-02 09:01:04+00,2025-10-02 09:01:04+00
456b80b1-2e72-53a7-b684-375ef7737e33,Customer 160,strategic,,true,2025-10-02 09:23:42+00,2025-10-02 09:23:42+00
116e40e0-deb2-5e48-bed2-0d5620f84e75,Customer 161,strategic,,true,2025-10-02 09:15:03+00,2025-10-02 09:15:03+00
df2123a8-f628-59ef-9930-fec85f44cb6c,Customer 162,strategic,,true,2025-10-02 09:24:14+00,2025-10-02 09:24:14+00
c7dd882a-3458-57d0-b139-bc963d162ced,Customer 163,strategic,,true,2025-10-02 09:03:39+00,2025-10-02 09:03:39+00
9abd0a47-c1c0-553e-8702-db560b0a4be7,Customer 164,strategic,,true,2025-10-02 09:05:53+00,2025-10-02 09:05:53+00
e5dab63f-0733-5e70-9dcf-2297d91f758c,Customer 165,strategic,,true,2025-10-02 09:05:06+00,2025-10-02 09:05:06+00
073fb9eb-b238-579e-b630-7a8b2297b323,Customer 166,strategic,,true,2025-10-02 09:24:30+00,2025-10-02 09:24:30+00
02f18d3c-b4f2-571a-9085-ec7b520d1beb,Customer 167,strategic,,true,2025-10-02 09:08:07+00,2025-10-02 09:08:07+00
e18dc978-df37-5a06-b5fa-853b0e6acd95,Customer 168,strategic,,true,2025-10-02 09:29:04+00,2025-10-02 09:29:04+00
e0c4d40f-f371-5cc6-8d2c-27ccd92e9b11,Customer 169,strategic,,true,2025-10-02 09:06:51+00,2025-10-02 09:06:51+00
a7a43a05-ab7a-51ba-91f6-5253ea688dfa,Customer 170,strategic,,true,2025-10-02 09:07:45+00,2025-10-02 09:07:45+00
561164f5-1243-5ea2-bd07-6d6a336afaab,Customer 171,strategic,,true,2025-10-02 09:22:54+00,2025-10-02 09:22:54+00
5d92e8f6-f41e-5af4-b290-411f67625dbc,Customer 172,strategic,,true,2025-10-02 09:05:26+00,2025-10-02 09:05:26+00
acee873b-7fad-51a8-8832-a42404834430,Customer 173,strategic,,true,2025-10-02 09:01:50+00,2025-10-02 09:01:50+00
0cf07add-7c1c-55e1-b8da-629997fc4753,Customer 174,strategic,,true,2025-10-02 09:20:03+00,2025-10-02 09:20:03+00
42232eb1-6fa0-5c0e-94c1-383699ce4645,Customer 175,strategic,,true,2025-10-02 09:09:41+00,2025-10-02 09:09:41+00
475ed731-9d4f-5111-9b5e-34965bafce2f,Customer 176,strategic,,true,2025-10-02 09:09:30+00,2025-10-02 09:09:30+00
9bfbeab6-f897-5b55-8a54-1ef323f05889,Customer 177,strategic,,true,2025-10-02 09:12:42+00,2025-10-02 09:12:42+00
0e7bd3d3-1e15-57ad-bc7b-824fb3d962af,Customer 178,strategic,,true,2025-10-02 09:04:37+00,2025-10-02 09:04:37+00
1007075d-6620-577d-8aa4-6615240ad010,Customer 179,strategic,,true,2025-10-02 09:23:34+00,2025-10-02 09:23:34+00
fed10dfd-8186-5e88-be82-398fcee1603a,Customer 180,strategic,,true,2025-10-02 09:10:29+00,2025-10-02 09:10:29+00
40a2786f-c54e-5bc8-a94c-47d1b1e0b1fd,Customer 181,strategic,,true,2025-10-02 09:02:50+00,2025-10-02 09:02:50+00
90663f0b-c09e-5ab7-84bb-12bba24acc57,Customer 182,strategic,,true,2025-10-02 09:10:18+00,2025-10-02 09:10:18+00
6759e618-c24d-50dd-9c57-a62194337909,Customer 183,strategic,,true,2025-10-02 09:02:29+00,2025-10-02 09:02:29+00
694d6acd-e9ce-5324-ba7e-9e2a14b66da4,Customer 184,strategic,,true,2025-10-02 09:12:39+00,2025-10-02 09:12:39+00
f850a1e3-600a-5a1a-b274-b3154b20d038,Customer 185,strategic,,true,2025-10-02 09:10:31+00,2025-10-02 09:10:31+00
99a0c8cd-ff6a-532d-9ece-3bb803123c25,Customer 186,strategic,,true,2025-10-02 09:04:12+00,2025-10-02 09:04:12+00
c920cd8d-3253-5ac3-9956-230a172a9d10,Customer 187,strategic,,true,2025-10-02 09:27:46+00,2025-10-02 09:27:46+00
c01036f0-e8e8-5c5a-b569-fec1b416aed7,Customer 188,strategic,,true,2025-10-02 09:14:07+00,2025-10-02 09:14:07+00
31ab5906-880a-5eef-930d-6d97a30201ca,Customer 189,strategic,,true,2025-10-02 09:05:37+00,2025-10-02 09:05:37+00
e0989bca-2bd8-5c04-b06e-d476b66a65ec,Customer 190,strategic,,true,2025-10-02 09:28:15+00,2025-10-02 09:28:15+00
37a5c147-968e-5526-82c2-a6736cb93762,Customer 191,strategic,,true,2025-10-02 09:02:09+00,2025-10-02 09:02:09+00
83f485a8-2c62-51d9-8230-69b19c238640,Customer 192,strategic,,true,2025-10-02 09:02:16+00,2025-10-02 09:02:16+00
f5471347-552e-5e49-958b-27095df06fc7,Customer 193,strategic,,true,2025-10-02 09:20:49+00,2025-10-02 09:20:49+00
a2160f06-4895-5912-986e-0fc97e53e525,Customer 194,strategic,,true,2025-10-02 09:17:42+00,2025-10-02 09:17:42+00
f23bc24c-aa9f-538f-ad1d-f35a8d264225,Customer 195,strategic,,true,2025-10-02 09:15:19+00,2025-10-02 09:15:19+00
c452d05a-1ab6-523a-9516-3482faf99a07,Customer 196,strategic,,true,2025-10-02 09:04:30+00,2025-10-02 09:04:30+00
43c2c8a6-d329-555d-a368-f481c8fb4e97,Customer 197,strategic,,true,2025-10-02 09:04:08+00,2025-10-02 09:04:08+00
2b2bba06-62cd-5f78-a8d6-a1453bc469de,Customer 198,strategic,,true,2025-10-02 09:16:11+00,2025-10-02 09:16:11+00
