id,product_id,component_id,quantity_required,created_at,deactivated_at
41d7bb58-a777-563a-9b10-80bc2e6d8a21,ebdcc5e9-63c3-5a52-9521-f031c6154feb,21c20d10-fa92-5228-b9f3-e6a379f00435,5,2024-01-01 08:00:00+00,
3538ec26-8b48-5416-8975-ecfcf768f8eb,ebdcc5e9-63c3-5a52-9521-f031c6154feb,3dfcfa29-4282-56dc-b97a-d13aa1d997fd,2,2024-01-01 08:00:00+00,
1287ec37-16f3-5302-8d1c-e52fa49917b4,ebdcc5e9-63c3-5a52-9521-f031c6154feb,bbb2343b-1e9a-523e-a593-f3d470c92355,5,2024-01-01 08:00:00+00,
3bd327f0-bccc-525e-8001-eae698b0b1d6,ebdcc5e9-63c3-5a52-9521-f031c6154feb,ca605648-8d7a-5dba-9f8b-076f94caebcb,1,2024-01-01 08:00:00+00,
b8b4c857-0180-550e-8434-6b5efa28191d,ebdcc5e9-63c3-5a52-9521-f031c6154feb,888ca018-537c-5d23-8bd1-ba7bf19c53bf,4,2024-01-01 08:00:00+00,
9aaa1a9b-77d2-5b25-b2f3-37c6716d4dd9,ebdcc5e9-63c3-5a52-9521-f031c6154feb,ff04dcb6-b973-50a9-bb2b-815213f13871,6,2024-01-01 08:00:00+00,
69fb9e46-0143-54da-bd24-2bb8bd799cf5,6e22d3ea-9fc0-56fa-a367-352e633df40c,bbb2343b-1e9a-523e-a593-f3d470c92355,5,2024-01-01 08:00:00+00,
88435e24-d745-5d8d-ae47-286c800e7bce,6e22d3ea-9fc0-56fa-a367-352e633df40c,a54737c4-57b3-5348-a80b-1755993612ae,4,2024-01-01 08:00:00+00,
77545ea2-7975-56bf-90b5-97a95f634d5d,6e22d3ea-9fc0-56fa-a367-352e633df40c,f63edaa8-74f9-55a2-a616-e4125ce50bed,4,2024-01-01 08:00:00+00,
7c8a7d10-b060-57bf-9c1a-f85235d05553,0f7722fa-332a-5a19-922d-1d9cab8dda65,d4c86363-a0e1-5cf5-92dc-55d970b64312,5,2024-01-01 08:00:00+00,
0c7d5e7d-1a17-5e70-9b6b-15aaf375ce5a,0f7722fa-332a-5a19-922d-1d9cab8dda65,e8382826-7754-577b-b976-89b0ac67476c,4,2024-01-01 08:00:00+00,
c41b8d9d-6679-57b3-951c-1fc7fb144dfe,0f7722fa-332a-5a19-922d-1d9cab8dda65,d903f438-4ff6-5782-8b99-2b259e549bae,4,2024-01-01 08:00:00+00,
08320173-f5ed-52cd-b2c0-47985622d2c3,0f7722fa-332a-5a19-922d-1d9cab8dda65,56b5c2a2-0246-5954-9142-5257c05df293,5,2024-01-01 08:00:00+00,
b00723c9-b7c1-5db7-8b82-d62b9c4b6c88,0f7722fa-332a-5a19-922d-1d9cab8dda65,11e28802-1e8d-5686-b816-674c8cdd94f5,3,2024-01-01 08:00:00+00,
69263d45-cd1f-5e7b-b4ac-c883051b5ca8,0f7722fa-332a-5a19-922d-1d9cab8dda65,802d3b19-1120-5780-81a5-314033db94d5,5,2024-01-01 08:00:00+00,
eaf49a28-e2d8-5abe-8e17-f82d433c6fe5,0f7722fa-332a-5a19-922d-1d9cab8dda65,d024c262-2b32-558b-bb6c-4185da7b9a65,6,2024-01-01 08:00:00+00,
68a99bdb-3cbc-5576-94d1-8903e4e29e21,e3a10959-a74e-5cdd-bd80-3c24836fb062,90c3d868-0202-569a-95d1-91bf94e8fd25,4,2024-01-01 08:00:00+00,
123a4434-1ee1-5aa8-880c-516951f15e4d,e3a10959-a74e-5cdd-bd80-3c24836fb062,56529324-acce-5788-8f08-383d0a2fdd45,1,2024-01-01 08:00:00+00,
5dd697b7-f311-560f-925e-af13abd9e695,e3a10959-a74e-5cdd-bd80-3c24836fb062,a06abdd5-e761-55ca-b0e9-7b8f84dcde8f,5,2024-01-01 08:00:00+00,
14a2f704-d295-5453-bc4e-01bfe0381faf,e3a10959-a74e-5cdd-bd80-3c24836fb062,18f8abc7-3781-5a4f-a52e-fbb92a4c13bb,5,2024-01-01 08:00:00+00,
af1120f9-b24a-58cc-96c5-16d21fbbe37c,6852d7e8-9827-5aa7-a439-140e7dac645a,a7e0d126-17ff-5f20-b25c-59512ca53250,6,2024-01-01 08:00:00+00,
393e06e5-7ef1-5e1c-aef6-814c6da77e14,6852d7e8-9827-5aa7-a439-140e7dac645a,bbb2343b-1e9a-523e-a593-f3d470c92355,5,2024-01-01 08:00:00+00,
4a5cae71-39cf-584a-ba99-ba1f59c1a691,6852d7e8-9827-5aa7-a439-140e7dac645a,3de8e538-5bf0-5ce0-b2eb-e060467e4fdd,4,2024-01-01 08:00:00+00,
13ff1fb2-9604-5d4c-b66b-677528a2bc7a,6852d7e8-9827-5aa7-a439-140e7dac645a,bac6a3da-3f34-5c0a-97e2-066b4baa6142,3,2024-01-01 08:00:00+00,2024-03-18 08:00:00+00
6fac82dd-9498-59ec-89c7-72167b8e3f14,6852d7e8-9827-5aa7-a439-140e7dac645a,11e28802-1e8d-5686-b816-674c8cdd94f5,4,2024-01-01 08:00:00+00,
ba092141-056a-5e63-9a20-0f79ce2a598a,6852d7e8-9827-5aa7-a439-140e7dac645a,90f42439-0fba-597a-afe6-ef4640191ead,6,2024-01-01 08:00:00+00,
0c3bd039-0196-5669-ade5-fdde76c606b2,5b72fcba-23c2-5ea7-9dc2-b32eca367733,b3f09909-7854-552d-a20c-1c10dc2ff932,3,2024-01-01 08:00:00+00,
aa377a42-e7bd-5ca3-94c9-ac42c5e9933c,5b72fcba-23c2-5ea7-9dc2-b32eca367733,3f4c2733-f081-55f2-9274-3bd526af1421,4,2024-01-01 08:00:00+00,
8acea006-96a0-5239-8795-812370724f53,5b72fcba-23c2-5ea7-9dc2-b32eca367733,a7e0d126-17ff-5f20-b25c-59512ca53250,5,2024-01-01 08:00:00+00,
4ae558fd-f079-5466-bc49-3c9c4dd883d1,5b72fcba-23c2-5ea7-9dc2-b32eca367733,e5ef0e5b-baea-5ba6-a0d1-f6768cc6a93a,5,2024-01-01 08:00:00+00,
1e6baedf-9553-58db-8e0b-87418e21a164,5b72fcba-23c2-5ea7-9dc2-b32eca367733,995162e5-d416-5d3f-9f3e-4c47566591ed,4,2024-01-01 08:00:00+00,
f2398fa7-8848-554c-badb-4067c5207bed,5b72fcba-23c2-5ea7-9dc2-b32eca367733,7e223ce1-fad8-50d3-9d36-022f168a3a2d,2,2024-01-01 08:00:00+00,
22f89244-1d17-5b60-a658-0dcb561f6e46,5b72fcba-23c2-5ea7-9dc2-b32eca367733,39639c2b-c904-5420-915f-4bf248c1d5dc,2,2024-01-01 08:00:00+00,
e240b4a3-2ec1-5c33-bc0b-98846104dfa8,5b72fcba-23c2-5ea7-9dc2-b32eca367733,c667aacf-89f1-5207-910e-cdf94977cd69,6,2024-01-01 08:00:00+00,
c496ef39-95a7-553a-9646-a89c414c13ee,c914dcac-18fe-5928-87c0-80e93bb776c2,f72640e7-a2ef-50e4-b610-ab2ed6eca6a6,6,2024-01-01 08:00:00+00,
fd8d93c4-a0ab-55d6-88e9-016f79c966b8,c914dcac-18fe-5928-87c0-80e93bb776c2,31fda9d7-ac1f-592d-8748-6879cfa784e6,3,2024-01-01 08:00:00+00,
654efc2c-c373-5fb6-adf2-436430cc39a6,c914dcac-18fe-5928-87c0-80e93bb776c2,1abca962-7c88-5699-92db-21d31634bdd7,1,2024-01-01 08:00:00+00,
24e9043f-b170-5ea0-93a2-70ff2a26ce38,c914dcac-18fe-5928-87c0-80e93bb776c2,2c80eb49-428b-5e10-b9ab-fcfa53f8f21c,5,2024-01-01 08:00:00+00,
9d6387d0-065b-57de-833b-c433813ce93b,c914dcac-18fe-5928-87c0-80e93bb776c2,6053ad0b-419e-5268-bf3a-5c0bc8f70d35,1,2024-01-01 08:00:00+00,
9a2b68ec-8556-553a-82d7-8b185a029e24,d6481438-ce10-5e85-8b0a-fbc48dcd19e7,3e5052b1-31c5-512b-885b-2cecfb18b951,3,2024-01-01 08:00:00+00,
a9e26365-98e6-5f72-9c4b-de6b09ded20e,d6481438-ce10-5e85-8b0a-fbc48dcd19e7,f9adac6e-23a3-50e4-a675-dd3f8127127a,1,2024-01-01 08:00:00+00,
6fb125da-6875-59e7-8ee8-9f95ec67888a,d6481438-ce10-5e85-8b0a-fbc48dcd19e7,a7e0d126-17ff-5f20-b25c-59512ca53250,3,2024-01-01 08:00:00+00,
172570ee-de14-5dc3-ae26-122315bb13ad,d6481438-ce10-5e85-8b0a-fbc48dcd19e7,f830d5b2-728c-5ef9-b63d-e38cff106062,1,2024-01-01 08:00:00+00,
99b165cb-d367-5bcf-a479-507864249e08,d6481438-ce10-5e85-8b0a-fbc48dcd19e7,648621bb-9e04-573f-8b31-0b16c409acbd,2,2024-01-01 08:00:00+00,
006b01d3-4891-5919-9d62-f0828b5b3c11,d6481438-ce10-5e85-8b0a-fbc48dcd19e7,802d3b19-1120-5780-81a5-314033db94d5,4,2024-01-01 08:00:00+00,
f45bec2c-ffe1-50c7-854d-c922eda933cc,d6481438-ce10-5e85-8b0a-fbc48dcd19e7,d024c262-2b32-558b-bb6c-4185da7b9a65,6,2024-01-01 08:00:00+00,
55f534d4-9086-58fc-959b-67079c3b582f,015ee94d-a0dc-5a3a-96b4-4318093cd0c8,ee06817f-a91d-5406-919f-82c799393bb5,4,2024-01-01 08:00:00+00,
ada2ab26-1bd2-59d2-9382-c2d57d20d31e,015ee94d-a0dc-5a3a-96b4-4318093cd0c8,883ad4fc-378e-5153-b850-63984233f0f2,2,2024-01-01 08:00:00+00,
68a318fd-4273-5f29-811d-9a58666df845,015ee94d-a0dc-5a3a-96b4-4318093cd0c8,6b0be2e7-e18a-519a-ab47-55ebc110ac53,3,2024-01-01 08:00:00+00,
bd31e121-5772-5289-9d75-ddbe484de9ed,015ee94d-a0dc-5a3a-96b4-4318093cd0c8,ff04dcb6-b973-50a9-bb2b-815213f13871,6,2024-01-01 08:00:00+00,
f240d741-77aa-5cb3-b5cc-2848ca5b2e91,015ee94d-a0dc-5a3a-96b4-4318093cd0c8,802d3b19-1120-5780-81a5-314033db94d5,2,2024-01-01 08:00:00+00,
191cc849-b335-510f-bd28-58dce6088d68,015ee94d-a0dc-5a3a-96b4-4318093cd0c8,5089a09d-2419-58b8-aa93-9c1b3cc16c36,2,2024-01-01 08:00:00+00,
c7fd228e-bed4-5922-bced-2f5264bd6e83,015ee94d-a0dc-5a3a-96b4-4318093cd0c8,d024c262-2b32-558b-bb6c-4185da7b9a65,1,2024-01-01 08:00:00+00,
2eb922ea-ec5b-5b92-9c77-40b3ab08edf7,a4acb526-e0ea-590e-9293-ff9e90059c15,23974404-3215-5168-80dc-6fec9f8db451,6,2024-01-01 08:00:00+00,
517676ad-1aab-58ee-8658-e42a4bc797a3,a4acb526-e0ea-590e-9293-ff9e90059c15,da6df8e6-4108-52a6-aa47-372ca39561ad,4,2024-01-01 08:00:00+00,
8cb9d039-a6b1-560d-b894-7fdeb49bb2be,a4acb526-e0ea-590e-9293-ff9e90059c15,f78dbb4b-750d-597d-a0f0-a23b6989356c,2,2024-01-01 08:00:00+00,
0e81e565-39ee-5216-a0c2-e09c041809ea,3ba63656-6a91-5254-8fd9-1b6d20dced02,06614888-c40a-5116-973c-0f90639ddbb6,6,2024-01-01 08:00:00+00,
039f5d00-40bb-51b2-82c5-d7be8c4832bc,3ba63656-6a91-5254-8fd9-1b6d20dced02,a7e0d126-17ff-5f20-b25c-59512ca53250,5,2024-01-01 08:00:00+00,
0f63c39c-1245-5d55-962c-3c3f940f4f42,3ba63656-6a91-5254-8fd9-1b6d20dced02,51dcf263-a059-5549-8eaf-0d741dd9433b,4,2024-01-01 08:00:00+00,
d9634dea-5843-5f4b-ae18-1425c7c19284,3f7c929e-b070-5624-afcb-413255a3e8b7,438a1080-11e3-5946-aab7-86b27bae7d6c,5,2024-01-01 08:00:00+00,
c4ae789c-a3c8-54fb-9384-2fc3c4075b7a,3f7c929e-b070-5624-afcb-413255a3e8b7,d8c8a789-9042-5c99-9a95-316f1c64ef0d,4,2024-01-01 08:00:00+00,
14ecd58f-cea6-5aac-ad82-ae17aa341a00,3f7c929e-b070-5624-afcb-413255a3e8b7,995162e5-d416-5d3f-9f3e-4c47566591ed,6,2024-01-01 08:00:00+00,
09de9d83-5806-56ae-b3c7-d6362857a617,3f7c929e-b070-5624-afcb-413255a3e8b7,07e4ab5e-57df-5cfd-b553-7ef51600f898,2,2024-01-01 08:00:00+00,
484185b9-c59d-51a9-8464-82414f41b34e,3f7c929e-b070-5624-afcb-413255a3e8b7,11e28802-1e8d-5686-b816-674c8cdd94f5,6,2024-01-01 08:00:00+00,
1f7cf303-2b71-5bbf-a73f-21bcc89c7438,3f7c929e-b070-5624-afcb-413255a3e8b7,802d3b19-1120-5780-81a5-314033db94d5,5,2024-01-01 08:00:00+00,
f14ba985-1f87-5cd3-964e-ebd62d934710,3f7c929e-b070-5624-afcb-413255a3e8b7,a825950c-7141-556d-99e6-afb4a9cd3e60,3,2024-01-01 08:00:00+00,
360e1e4c-03e1-50be-a5ea-6dff642fdb31,fc7fc417-cce4-5f70-a6f1-8ce7a0edf5e9,a7e0d126-17ff-5f20-b25c-59512ca53250,5,2024-01-01 08:00:00+00,
fc08ae5e-78a5-5b06-8c84-cb51b5601d34,fc7fc417-cce4-5f70-a6f1-8ce7a0edf5e9,21c20d10-fa92-5228-b9f3-e6a379f00435,4,2024-01-01 08:00:00+00,
3d723fc5-d9de-546c-b297-4e804c2a5666,fc7fc417-cce4-5f70-a6f1-8ce7a0edf5e9,ffa98f4e-a486-5e07-b3e2-540f9871233b,6,2024-01-01 08:00:00+00,
e3b35416-ef86-5b6c-b0d7-3abdc1897581,fc7fc417-cce4-5f70-a6f1-8ce7a0edf5e9,8171eba6-5256-583e-98a0-9dd1ea4283be,1,2024-01-01 08:00:00+00,
7245aad9-fe34-5335-8799-c0b390e58280,fc7fc417-cce4-5f70-a6f1-8ce7a0edf5e9,904e3f0f-6bf5-50ec-bc53-c6f243ee202b,2,2024-01-01 08:00:00+00,
cdfe37fa-97fa-5f62-9cf6-7a0c50459108,fc7fc417-cce4-5f70-a6f1-8ce7a0edf5e9,d024c262-2b32-558b-bb6c-4185da7b9a65,6,2024-01-01 08:00:00+00,
b7dd697f-332e-5e64-8213-a2f98abb9d73,87bd34d0-75d8-568d-abd0-77f535fdb719,21c8e41b-3f3f-510d-9b7b-0113a1a75aee,6,2024-01-01 08:00:00+00,
082a10cf-cd3c-506b-8b83-bcc962209fea,87bd34d0-75d8-568d-abd0-77f535fdb719,14283680-4305-565f-9b1f-3add54f4076e,6,2024-01-01 08:00:00+00,
ca70d6b3-435c-5192-951c-f544515aca9d,87bd34d0-75d8-568d-abd0-77f535fdb719,f936794d-0198-5937-b6a0-c95214e62055,6,2024-01-01 08:00:00+00,
ac1ceb38-c8b5-56ea-a941-844d0f036357,87bd34d0-75d8-568d-abd0-77f535fdb719,e7ae9985-b9a9-59a7-b3eb-a64a447a02bb,6,2024-01-01 08:00:00+00,
18972f3b-e202-5844-9f8e-101b65713492,87bd34d0-75d8-568d-abd0-77f535fdb719,11e28802-1e8d-5686-b816-674c8cdd94f5,1,2024-01-01 08:00:00+00,
1b6fbfad-5a22-508d-9ccc-dbbd8e763d14,87bd34d0-75d8-568d-abd0-77f535fdb719,ecb71cd6-e8e4-51ec-a99e-64f6506d8932,6,2024-01-01 08:00:00+00,
34a5373b-f317-55a9-a9a8-dd209bd55380,87bd34d0-75d8-568d-abd0-77f535fdb719,8d68a4e6-b747-5322-844d-b24a5cf08a52,6,2024-01-01 08:00:00+00,2024-04-09 08:00:00+00
b686dd49-2d14-5d95-b4da-31e54767c803,87bd34d0-75d8-568d-abd0-77f535fdb719,a825950c-7141-556d-99e6-afb4a9cd3e60,5,2024-01-01 08:00:00+00,
1d53cec9-879d-513a-8061-d1221fd22b8b,12d2e257-18af-5ea5-9b8e-109e869b4b9e,a7e0d126-17ff-5f20-b25c-59512ca53250,4,2024-01-01 08:00:00+00,
d9ece1da-ed06-5826-ad36-a56ea474c2a9,12d2e257-18af-5ea5-9b8e-109e869b4b9e,4b857d84-30c9-5c03-9fba-a23093096f86,3,2024-01-01 08:00:00+00,
56d623b8-8158-5dc0-9ad2-2c4bd4c8de06,12d2e257-18af-5ea5-9b8e-109e869b4b9e,d903f438-4ff6-5782-8b99-2b259e549bae,3,2024-01-01 08:00:00+00,
4d077973-ceda-51dc-872e-42b6b0e73736,12d2e257-18af-5ea5-9b8e-109e869b4b9e,e8e4cf59-72fe-5e44-b38a-c5ce9b937fac,3,2024-01-01 08:00:00+00,
836855d5-2389-5cdf-82c8-aa8d3b782717,12d2e257-18af-5ea5-9b8e-109e869b4b9e,10745dd2-c7c2-50cb-ae71-334710a6035b,2,2024-01-01 08:00:00+00,
7ca55b08-4681-54db-8e44-614526e21204,12d2e257-18af-5ea5-9b8e-109e869b4b9e,7a9aa784-d8c9-556f-8ea4-346de491c6a6,1,2024-01-01 08:00:00+00,
eb0bf073-4c19-5656-9969-18df7e4cd754,12d2e257-18af-5ea5-9b8e-109e869b4b9e,a825950c-7141-556d-99e6-afb4a9cd3e60,6,2024-01-01 08:00:00+00,
4115d2cb-9a61-595d-86d1-5ebe4b81492c,7139ebf2-1aff-593d-9366-22949a04fd61,a7e0d126-17ff-5f20-b25c-59512ca53250,6,2024-01-01 08:00:00+00,
7c73f11b-e859-5a9e-aa7b-b7d7ba4ba882,7139ebf2-1aff-593d-9366-22949a04fd61,27920c53-4dc4-5b39-8864-99c1e277f9bc,5,2024-01-01 08:00:00+00,
8a9b7328-824b-57ac-ac78-36e4cef431a5,7139ebf2-1aff-593d-9366-22949a04fd61,0bc679f9-6a5e-565b-9c19-b79d2c191cd5,1,2024-01-01 08:00:00+00,
18f9deee-7eff-5526-97ea-208c931d6d22,7139ebf2-1aff-593d-9366-22949a04fd61,a06abdd5-e761-55ca-b0e9-7b8f84dcde8f,3,2024-01-01 08:00:00+00,
df40620f-3026-593f-bffa-26969be7aa13,7139ebf2-1aff-593d-9366-22949a04fd61,ff04dcb6-b973-50a9-bb2b-815213f13871,4,2024-01-01 08:00:00+00,
8dd42376-25de-5674-9c2c-bcde0bf4cd77,7139ebf2-1aff-593d-9366-22949a04fd61,7d088314-c47f-588a-8268-ddebbd367041,1,2024-01-01 08:00:00+00,
33609c64-3b8e-52fb-aa26-77b3b8156f8e,7139ebf2-1aff-593d-9366-22949a04fd61,19b55623-dd01-56f2-b5c6-29de8537d644,2,2024-01-01 08:00:00+00,
39be1c20-464f-5b59-a8d7-628d9d59b257,48b59f70-e096-547d-97be-0afd9e0ef1f4,312a5de9-f61a-5d5f-8c24-6135ce553480,5,2024-01-01 08:00:00+00,
ea3234c3-4b63-5af9-8b0f-0ff1a50a7258,48b59f70-e096-547d-97be-0afd9e0ef1f4,a7e0d126-17ff-5f20-b25c-59512ca53250,2,2024-01-01 08:00:00+00,
82ffa944-0f8d-5339-9873-e1a90dc8dd2f,48b59f70-e096-547d-97be-0afd9e0ef1f4,074eb62a-3958-5ba4-aab6-e338b0b7c26b,5,2024-01-01 08:00:00+00,
ef0183d4-21f9-59f9-9db9-20f447118b34,48b59f70-e096-547d-97be-0afd9e0ef1f4,a291580c-4d59-5ea1-aa59-9a3b6341c23a,6,2024-01-01 08:00:00+00,
ccb839e1-f03a-5b34-a629-e7e3df57843b,48b59f70-e096-547d-97be-0afd9e0ef1f4,25b53cef-c869-5558-b1c7-d2527df0a4f6,2,2024-01-01 08:00:00+00,
9fa38738-3a67-512e-948f-91626dce8646,48b59f70-e096-547d-97be-0afd9e0ef1f4,11e28802-1e8d-5686-b816-674c8cdd94f5,6,2024-01-01 08:00:00+00,
f9b72597-ca65-5fce-8d56-bca453b19534,48b59f70-e096-547d-97be-0afd9e0ef1f4,5c0784a2-fa9b-56f6-9015-bac9a63bbfa6,4,2024-01-01 08:00:00+00,
012d0ee0-2498-5bb6-9119-844bd92e23fe,c7c80e8e-2456-5c4b-97cb-5d6b8aea9e11,856e0565-ad19-559b-9dde-7ea818a353d5,1,2024-01-01 08:00:00+00,
6f99e51b-b2d9-55ad-8669-a185319195dc,c7c80e8e-2456-5c4b-97cb-5d6b8aea9e11,37958e12-c49c-5929-80e2-44c102c3638d,3,2024-01-01 08:00:00+00,
f125f509-48d4-5d3b-a65e-2ce69a796f99,c7c80e8e-2456-5c4b-97cb-5d6b8aea9e11,21c20d10-fa92-5228-b9f3-e6a379f00435,1,2024-01-01 08:00:00+00,
400b7d0a-a3d9-57d5-b1e0-855de8afa10b,c7c80e8e-2456-5c4b-97cb-5d6b8aea9e11,fc55eda9-7ec0-5cd5-ba34-6124d25e1925,2,2024-01-01 08:00:00+00,
23815891-3afd-566b-97de-e1441c2bf42f,c7c80e8e-2456-5c4b-97cb-5d6b8aea9e11,a610abfe-d924-5887-b8cd-027b96385e20,5,2024-01-01 08:00:00+00,
996ad627-7a40-5522-b2c1-c873a94348ea,8243c793-3801-5a72-86e5-9ab29d8d498d,074de85b-c3b4-5bc3-8d62-4840abae4619,6,2024-01-01 08:00:00+00,
7ea1585d-fbd5-56c1-9296-0d06a3a13eda,8243c793-3801-5a72-86e5-9ab29d8d498d,dae8cbf6-4390-529c-ad01-e1e2f563947c,4,2024-01-01 08:00:00+00,
d3f333bd-191d-59b5-8d82-7ab1b14917ac,8243c793-3801-5a72-86e5-9ab29d8d498d,eccbcf69-ad47-590d-a9cc-bb3ccd8c548a,6,2024-01-01 08:00:00+00,
374a8c6c-36fc-5b47-b9ae-a0834162f703,8243c793-3801-5a72-86e5-9ab29d8d498d,d024c262-2b32-558b-bb6c-4185da7b9a65,6,2024-01-01 08:00:00+00,
4a3dfeb6-f87e-5e1d-b8be-ecac3980122c,5e2cc5fc-7d5b-5bba-ad99-4412ab325860,799bca4f-ee52-5ad3-bee6-6c8acec3b1e2,1,2024-01-01 08:00:00+00,
3f6412bf-c19c-53d7-b97f-f9e743782456,5e2cc5fc-7d5b-5bba-ad99-4412ab325860,466c2bdd-40ba-5b80-90ce-46377393f9b4,1,2024-01-01 08:00:00+00,
355c1164-271b-567b-913b-7e545916a2c1,5e2cc5fc-7d5b-5bba-ad99-4412ab325860,89c41106-f973-5e21-9a01-51a725995561,2,2024-01-01 08:00:00+00,
dce3c672-9440-54b8-b58f-2107a13ee940,5e2cc5fc-7d5b-5bba-ad99-4412ab325860,de4bff2c-b866-52bd-9b50-36b2ca585e85,4,2024-01-01 08:00:00+00,
