id,inventory_id,product_id,warehouse_id,stock_level,reorder_threshold,observed_at,recorded_at,source
5dcd8f34-a129-552b-bf2f-3556a5465111,64af3ea8-a14f-5e27-b672-8af9372ad58d,b8b98483-157a-5ddb-81bf-f65f95613caa,8517ed2a-3738-5e12-a1bc-f0e872fd3d71,172,93,2024-01-01 14:22:10+00,2024-01-01 16:50:10+00,wms_sync
2eb9c01f-d120-5349-8340-098f76933266,b1a8d3d6-a80e-5395-a17d-bb4cabca2e27,ebdcc5e9-63c3-5a52-9521-f031c6154feb,a71f4bf4-a78e-5fa3-a8bd-e34ee2c97dcd,152,80,2024-01-01 14:43:14+00,2024-01-01 16:01:14+00,wms_sync
8327e45e-9ca6-520d-8cad-b3ea6d90d71b,c1770e2a-f3dd-5caa-9ae6-b170c3c7da15,ebdcc5e9-63c3-5a52-9521-f031c6154feb,81c0642e-2463-5abd-ae26-b4b567d51419,114,49,2024-01-01 14:34:43+00,2024-01-01 17:30:43+00,wms_sync
de316143-a277-57fb-8dad-f6bd88ab1f6a,7031486b-1bd4-550d-a28c-f17444c2bf41,6e22d3ea-9fc0-56fa-a367-352e633df40c,915b9517-c3e0-56bb-9f5b-959c6c507cc4,178,68,2024-01-01 14:12:13+00,2024-01-01 15:46:13+00,wms_sync
2bf5514d-acc5-5e5c-8019-a24cbdd05fa0,6c5ffa72-dbae-5eea-b390-41a3d9adbaf8,6e22d3ea-9fc0-56fa-a367-352e633df40c,8517ed2a-3738-5e12-a1bc-f0e872fd3d71,125,45,2024-01-01 14:05:11+00,2024-01-01 16:43:11+00,wms_sync
b51253a8-88f9-5374-8503-0b35820ce2a4,b24e6a90-065f-554d-8acc-497d76e4423b,0f7722fa-332a-5a19-922d-1d9cab8dda65,42ad692d-b82d-5a13-91a1-a9fd0fcaf73b,204,76,2024-01-01 14:04:49+00,2024-01-01 17:36:49+00,wms_sync
77df62b6-9b4a-5059-84a4-4323d2692040,e2d7233f-c783-5c30-9490-b7b59e005c66,0f7722fa-332a-5a19-922d-1d9cab8dda65,a71f4bf4-a78e-5fa3-a8bd-e34ee2c97dcd,159,79,2024-01-01 14:13:37+00,2024-01-01 17:55:37+00,wms_sync
cab9a058-69cd-5101-94e0-52fb04890d38,d8bd0651-1ab7-581e-8728-35e7be6f7282,e3a10959-a74e-5cdd-bd80-3c24836fb062,915b9517-c3e0-56bb-9f5b-959c6c507cc4,184,77,2024-01-01 14:21:48+00,2024-01-01 17:38:48+00,wms_sync
32ebc4b1-aea7-5a13-aae9-90e18c9b1992,764baf2c-9074-5641-b3a5-8b4789144c63,e3a10959-a74e-5cdd-bd80-3c24836fb062,22113422-0935-5ebd-b323-7908c0e6bfd5,208,78,2024-01-01 14:12:22+00,2024-01-01 15:49:22+00,wms_sync
75a82b29-4db7-5372-84c2-f84d6ff43309,e59efff1-8361-5de0-aac5-eb6ac6d52883,e3a10959-a74e-5cdd-bd80-3c24836fb062,8517ed2a-3738-5e12-a1bc-f0e872fd3d71,157,71,2024-01-01 14:40:31+00,2024-01-01 15:40:31+00,wms_sync
635ae8e7-fe4c-5bea-bfd1-226da6332f00,78337c24-74b3-599a-8bf2-4035d97c4aa5,6852d7e8-9827-5aa7-a439-140e7dac645a,6400998a-1542-5bd0-baca-290648d04849,123,71,2024-01-01 14:02:24+00,2024-01-01 14:58:24+00,wms_sync
32de5749-4d71-539a-a591-927b120bc84c,1e5c0116-b4d9-5e1f-9531-b5bd3d428785,6852d7e8-9827-5aa7-a439-140e7dac645a,81c0642e-2463-5abd-ae26-b4b567d51419,143,92,2024-01-01 14:11:54+00,2024-01-01 16:16:54+00,wms_sync
d854f6a6-8993-5ac1-8817-ab43bb7f594f,c9648ff3-6085-5edb-81f7-40f3ee158f7f,6852d7e8-9827-5aa7-a439-140e7dac645a,6d6d0a34-9f5e-59b5-8834-675b7c7c4f20,229,109,2024-01-01 14:26:05+00,2024-01-01 17:33:05+00,wms_sync
5818d69c-4d85-5d40-b409-0d6e47c5ba1a,218143c7-3027-594c-b6f7-01015e73a57f,5b72fcba-23c2-5ea7-9dc2-b32eca367733,81c0642e-2463-5abd-ae26-b4b567d51419,250,88,2024-01-01 14:29:32+00,2024-01-01 16:39:32+00,wms_sync
645835bd-4c0d-545e-ab5c-2b613757049c,175688e0-8208-5152-99dc-110d4ba8e7c2,5b72fcba-23c2-5ea7-9dc2-b32eca367733,915b9517-c3e0-56bb-9f5b-959c6c507cc4,130,79,2024-01-01 14:28:54+00,2024-01-01 15:38:54+00,wms_sync
35497f58-9264-5d83-a1a4-39532522387d,cf7f0372-64d1-5489-ad8c-7e351ae58451,c914dcac-18fe-5928-87c0-80e93bb776c2,a71f4bf4-a78e-5fa3-a8bd-e34ee2c97dcd,142,47,2024-01-01 14:11:27+00,2024-01-01 14:53:27+00,wms_sync
d4bfd578-1bd7-5736-8eda-9e94bbc724d8,52cec563-71b1-55bc-9059-e12e8f437a41,c914dcac-18fe-5928-87c0-80e93bb776c2,6400998a-1542-5bd0-baca-290648d04849,152,58,2024-01-01 14:15:57+00,2024-01-01 16:09:57+00,wms_sync
bc8ede8a-4009-599b-bc41-799ed2afd2da,035fc1d1-eba5-5a36-b04a-6387c8c84b89,d6481438-ce10-5e85-8b0a-fbc48dcd19e7,915b9517-c3e0-56bb-9f5b-959c6c507cc4,233,106,2024-01-01 14:26:11+00,2024-01-01 16:03:11+00,wms_sync
38d5af81-24ec-57fe-90b7-a961faf7b620,8f069240-4292-57b2-8b74-b64936bffd45,d6481438-ce10-5e85-8b0a-fbc48dcd19e7,8517ed2a-3738-5e12-a1bc-f0e872fd3d71,196,87,2024-01-01 14:17:04+00,2024-01-01 15:31:04+00,wms_sync
99ce0307-35d8-501f-9535-4626df791152,3d408062-920b-5d8e-9518-016dc6dfaac7,015ee94d-a0dc-5a3a-96b4-4318093cd0c8,8517ed2a-3738-5e12-a1bc-f0e872fd3d71,140,57,2024-01-01 14:04:27+00,2024-01-01 14:28:27+00,wms_sync
cb670c71-1a33-5876-b0eb-0253c09bb091,bfb6989e-aec9-5037-8e98-68f3345f7d40,015ee94d-a0dc-5a3a-96b4-4318093cd0c8,6d6d0a34-9f5e-59b5-8834-675b7c7c4f20,143,90,2024-01-01 14:36:59+00,2024-01-01 17:27:59+00,wms_sync
94450349-de24-5cea-aff0-a0dcaab4a87d,35adbc2f-18e0-532e-8c93-7ed2270b744e,a4acb526-e0ea-590e-9293-ff9e90059c15,a71f4bf4-a78e-5fa3-a8bd-e34ee2c97dcd,102,56,2024-01-01 14:13:05+00,2024-01-01 18:06:05+00,wms_sync
f488458d-ea90-5be3-8505-493f24103f5e,547fb766-5862-5f98-be4f-8e9baa8287a4,a4acb526-e0ea-590e-9293-ff9e90059c15,81c0642e-2463-5abd-ae26-b4b567d51419,208,73,2024-01-01 14:01:06+00,2024-01-01 16:58:06+00,wms_sync
4cbca4c8-63e3-5070-9620-3ac9d17130b6,f5eafaae-e232-5b30-a550-261898da338a,3ba63656-6a91-5254-8fd9-1b6d20dced02,81c0642e-2463-5abd-ae26-b4b567d51419,131,74,2024-01-01 14:15:44+00,2024-01-01 14:42:44+00,wms_sync
ea049daf-aef7-52b2-a6da-51d140e30347,be3dc9f7-e582-5a16-985c-66b7591fc9af,3ba63656-6a91-5254-8fd9-1b6d20dced02,22113422-0935-5ebd-b323-7908c0e6bfd5,103,65,2024-01-01 14:20:51+00,2024-01-01 15:32:51+00,wms_sync
6a1b05b5-3338-57c2-8400-ccf5c83fa9ae,abab410f-e7cd-5090-86eb-4cdac48cd52d,3ba63656-6a91-5254-8fd9-1b6d20dced02,6400998a-1542-5bd0-baca-290648d04849,191,114,2024-01-01 14:44:37+00,2024-01-01 17:48:37+00,wms_sync
cbc0da88-a70e-51ea-aa7c-5f626b711bbb,e9da9d30-f8cc-5615-845f-a928da9c69d1,3f7c929e-b070-5624-afcb-413255a3e8b7,22113422-0935-5ebd-b323-7908c0e6bfd5,195,99,2024-01-01 14:10:09+00,2024-01-01 17:17:09+00,wms_sync
d762c6ee-fec6-5e5a-ac8e-1e440ec8efa6,c10487d7-2a06-5ea8-a9d7-571e74ecca56,3f7c929e-b070-5624-afcb-413255a3e8b7,6400998a-1542-5bd0-baca-290648d04849,123,55,2024-01-01 14:25:50+00,2024-01-01 16:04:50+00,wms_sync
55b27668-b166-5ec0-b798-8a189e673af1,740b1f04-a512-5abd-810b-0bd310c77543,fc7fc417-cce4-5f70-a6f1-8ce7a0edf5e9,42ad692d-b82d-5a13-91a1-a9fd0fcaf73b,195,99,2024-01-01 14:12:07+00,2024-01-01 17:29:07+00,wms_sync
57037b13-4dfe-56b4-b62e-f5e01cf4a78b,e99266ce-17a8-5e89-8ba0-16dfa093dac8,fc7fc417-cce4-5f70-a6f1-8ce7a0edf5e9,22113422-0935-5ebd-b323-7908c0e6bfd5,90,55,2024-01-01 14:12:49+00,2024-01-01 16:57:49+00,wms_sync
cfee37ab-5012-5bf0-8a9a-bca5fd263d66,fe8cb51b-3dce-50c6-9cac-f4e96e966c24,87bd34d0-75d8-568d-abd0-77f535fdb719,915b9517-c3e0-56bb-9f5b-959c6c507cc4,93,58,2024-01-01 14:13:03+00,2024-01-01 15:03:03+00,wms_sync
345a9375-1d4c-5803-879f-9ee3d679569e,6cc3f380-adea-5e05-abb6-8eee27d97189,87bd34d0-75d8-568d-abd0-77f535fdb719,8517ed2a-3738-5e12-a1bc-f0e872fd3d71,216,71,2024-01-01 14:20:28+00,2024-01-01 15:43:28+00,wms_sync
3742b220-f2bb-567a-af71-e3abba935eef,550f946d-3a59-543b-9ad0-217ae2b06ec9,87bd34d0-75d8-568d-abd0-77f535fdb719,22113422-0935-5ebd-b323-7908c0e6bfd5,209,90,2024-01-01 14:36:46+00,2024-01-01 15:15:46+00,wms_sync
73af6d3e-3b6c-5a50-b2f1-956cdd3d6980,a3de8847-6288-515f-be51-6e22aaf1ecbf,12d2e257-18af-5ea5-9b8e-109e869b4b9e,6d6d0a34-9f5e-59b5-8834-675b7c7c4f20,125,43,2024-01-01 14:16:15+00,2024-01-01 16:07:15+00,wms_sync
9c080c17-50a8-5d73-99b3-7512e84e621a,d6ebeab8-561e-5667-91b8-d3f61edb75da,12d2e257-18af-5ea5-9b8e-109e869b4b9e,a71f4bf4-a78e-5fa3-a8bd-e34ee2c97dcd,233,97,2024-01-01 14:32:15+00,2024-01-01 18:22:15+00,wms_sync
538bab7a-2a7c-54d2-8211-5dc3920c52a0,fd3c5cb6-b7a2-51f1-92b7-fc42a49b3603,12d2e257-18af-5ea5-9b8e-109e869b4b9e,8517ed2a-3738-5e12-a1bc-f0e872fd3d71,211,110,2024-01-01 14:35:57+00,2024-01-01 16:32:57+00,wms_sync
2c151fb7-789d-5787-af80-3deff369a596,c76e8ef4-4048-5dca-8cf1-8c71794523eb,7139ebf2-1aff-593d-9366-22949a04fd61,8517ed2a-3738-5e12-a1bc-f0e872fd3d71,83,55,2024-01-01 14:42:20+00,2024-01-01 17:45:20+00,wms_sync
c4f9c84d-925c-58c4-8587-cdfeadcbc4bc,c28157d5-8fb5-5e25-9f52-35eb7130b3a9,7139ebf2-1aff-593d-9366-22949a04fd61,a71f4bf4-a78e-5fa3-a8bd-e34ee2c97dcd,116,68,2024-01-01 14:37:51+00,2024-01-01 16:24:51+00,wms_sync
3d942de2-c9c9-5c73-b700-216de8939532,96790118-976f-5387-84cb-66d92b372897,7139ebf2-1aff-593d-9366-22949a04fd61,42ad692d-b82d-5a13-91a1-a9fd0fcaf73b,194,91,2024-01-01 14:01:25+00,2024-01-01 15:11:25+00,wms_sync
ca1a9443-9449-5a4d-a1bd-c03e076d921a,acbb002b-20cb-5405-9f47-d581802ae59c,48b59f70-e096-547d-97be-0afd9e0ef1f4,6d6d0a34-9f5e-59b5-8834-675b7c7c4f20,69,49,2024-01-01 14:25:28+00,2024-01-01 18:24:28+00,wms_sync
4022be4b-a966-5d1f-b593-71b5da61d8c9,846f7d41-e516-59e4-b282-115948022e6c,48b59f70-e096-547d-97be-0afd9e0ef1f4,a71f4bf4-a78e-5fa3-a8bd-e34ee2c97dcd,80,48,2024-01-01 14:32:44+00,2024-01-01 18:21:44+00,wms_sync
b8105dbb-2293-5eab-a5c6-54c8ad9fc232,a73a99ff-3f9e-535c-beef-ac0ab9fa739e,c7c80e8e-2456-5c4b-97cb-5d6b8aea9e11,22113422-0935-5ebd-b323-7908c0e6bfd5,85,55,2024-01-01 14:00:33+00,2024-01-01 17:21:33+00,wms_sync
341e891f-8181-5718-8e81-61ef3d3677e3,0f37f46f-19b5-5289-a02a-ad3842b77109,c7c80e8e-2456-5c4b-97cb-5d6b8aea9e11,915b9517-c3e0-56bb-9f5b-959c6c507cc4,161,99,2024-01-01 14:29:08+00,2024-01-01 16:26:08+00,wms_sync
a4a328ff-36dd-57c5-8e9f-8aa04c32a2bc,61eec343-8629-566d-80d1-a18e890f1b4f,c7c80e8e-2456-5c4b-97cb-5d6b8aea9e11,42ad692d-b82d-5a13-91a1-a9fd0fcaf73b,252,113,2024-01-01 14:41:18+00,2024-01-01 16:51:18+00,wms_sync
5c5a337b-b3bc-518d-8bd0-6dca30af7d0b,41bf1d0a-fc44-5fc7-9cc4-58d3ae062487,8243c793-3801-5a72-86e5-9ab29d8d498d,42ad692d-b82d-5a13-91a1-a9fd0fcaf73b,168,94,2024-01-01 14:28:48+00,2024-01-01 16:55:48+00,wms_sync
3c9ef8c4-226a-5b3e-b5ea-48cb12a64510,2c7488c0-c190-5440-b1bd-9a7122812792,8243c793-3801-5a72-86e5-9ab29d8d498d,915b9517-c3e0-56bb-9f5b-959c6c507cc4,198,67,2024-01-01 14:14:18+00,2024-01-01 14:56:18+00,wms_sync
ee628e57-2668-527e-8091-4983c7038605,2ca9c24c-73b9-5cc9-a666-d8a62c733087,8243c793-3801-5a72-86e5-9ab29d8d498d,6400998a-1542-5bd0-baca-290648d04849,147,75,2024-01-01 14:06:33+00,2024-01-01 15:19:33+00,wms_sync
8069c503-9b69-54ee-a627-e249f655beed,918daaf1-2903-5db7-aaf5-95392f1395c3,5e2cc5fc-7d5b-5bba-ad99-4412ab325860,915b9517-c3e0-56bb-9f5b-959c6c507cc4,293,119,2024-01-01 14:32:06+00,2024-01-01 16:34:06+00,wms_sync
a450d3ac-bcc7-5837-89a3-ed7fd9d86529,b4f020e6-517b-59d9-9199-1a0f53b179bb,5e2cc5fc-7d5b-5bba-ad99-4412ab325860,6d6d0a34-9f5e-59b5-8834-675b7c7c4f20,172,77,2024-01-01 14:03:03+00,2024-01-01 15:41:03+00,wms_sync
c424d920-7bcb-5b69-8dd8-4e58a5335e17,1591a551-0d9c-5f71-8464-b2778a5bfcca,ce143825-d54b-50ec-92fe-c61fdb5ae610,915b9517-c3e0-56bb-9f5b-959c6c507cc4,152,89,2024-01-01 14:08:30+00,2024-01-01 16:15:30+00,wms_sync
22b8b703-ea14-5469-8749-66d5e063be81,efb9ddea-ec9b-5271-b21e-741a8764b4d0,ce143825-d54b-50ec-92fe-c61fdb5ae610,42ad692d-b82d-5a13-91a1-a9fd0fcaf73b,159,65,2024-01-01 14:35:42+00,2024-01-01 17:55:42+00,wms_sync
b49955b3-2340-52b3-95d8-601304b36452,36b69a7e-7f07-59bc-bec6-5bd2928a80f6,ce143825-d54b-50ec-92fe-c61fdb5ae610,22113422-0935-5ebd-b323-7908c0e6bfd5,204,107,2024-01-01 14:02:34+00,2024-01-01 15:12:34+00,wms_sync
729ba162-ef6b-59d7-aa5c-0493ea85feac,c52eab79-ee82-5561-8fb5-d68415d6e63a,22326882-02d4-5cec-806a-1e1016a55411,a71f4bf4-a78e-5fa3-a8bd-e34ee2c97dcd,189,85,2024-01-01 14:40:11+00,2024-01-01 16:24:11+00,wms_sync
c42a087c-4235-5d5d-9b29-cd5ebb9c9caf,b638a0e0-51eb-5cf8-ba36-2247426eabf4,22326882-02d4-5cec-806a-1e1016a55411,42ad692d-b82d-5a13-91a1-a9fd0fcaf73b,209,102,2024-01-01 14:09:18+00,2024-01-01 14:50:18+00,wms_sync
3d241fe4-1876-5122-a9d6-353215ab63f3,a227885e-52b2-5f67-8c71-b05c4f0cba85,5f832cdc-1407-55fc-8fd5-76ca28247722,a71f4bf4-a78e-5fa3-a8bd-e34ee2c97dcd,81,43,2024-01-01 14:31:05+00,2024-01-01 18:02:05+00,wms_sync
e21e40ba-3c12-54d0-8219-bbe9639ebb7f,bf94ea5c-e43f-58c4-a9b4-3f097b0accc6,5f832cdc-1407-55fc-8fd5-76ca28247722,22113422-0935-5ebd-b323-7908c0e6bfd5,104,68,2024-01-01 14:41:43+00,2024-01-01 16:18:43+00,wms_sync
8e4ef7aa-a129-5f0d-a7c0-9193a9e59fc8,f3fc895e-941c-5ec1-8f6e-d4cde710d364,5f832cdc-1407-55fc-8fd5-76ca28247722,8517ed2a-3738-5e12-a1bc-f0e872fd3d71,117,75,2024-01-01 14:31:11+00,2024-01-01 16:14:11+00,wms_sync
73a09b1b-4a13-5d3b-95b9-008c1fb06e96,0a18bb51-46de-5f2c-9d0f-921d01b12917,f3d43083-cf37-52fb-bc02-bff47203b7c9,81c0642e-2463-5abd-ae26-b4b567d51419,211,69,2024-01-01 14:07:16+00,2024-01-01 15:10:16+00,wms_sync
3158fd70-c497-5316-ba38-84130dd585bd,c376b50c-1f61-5348-bc7a-14d19b83c449,f3d43083-cf37-52fb-bc02-bff47203b7c9,a71f4bf4-a78e-5fa3-a8bd-e34ee2c97dcd,96,52,2024-01-01 14:43:51+00,2024-01-01 15:50:51+00,wms_sync
88c0c7c8-8610-5760-be34-174f42fff29a,ebb6f3a0-d414-55bf-9593-dbf1359a5d4b,f3d43083-cf37-52fb-bc02-bff47203b7c9,6d6d0a34-9f5e-59b5-8834-675b7c7c4f20,135,70,2024-01-01 14:29:34+00,2024-01-01 17:00:34+00,wms_sync
76797bfc-a8d2-5919-89bc-e34bc7bb4a9b,6d0a5609-e3d2-5577-98c0-cae4bb939783,d02cf696-fbfe-56b7-8ff3-89608483ee25,6400998a-1542-5bd0-baca-290648d04849,176,89,2024-01-01 14:05:48+00,2024-01-01 17:38:48+00,wms_sync
1bdebe5f-6389-56b8-a973-b3c15549ac1d,4c07d36a-5abf-5976-945d-d2a962cb31f1,d02cf696-fbfe-56b7-8ff3-89608483ee25,6d6d0a34-9f5e-59b5-8834-675b7c7c4f20,98,62,2024-01-01 14:42:24+00,2024-01-01 17:45:24+00,wms_sync
f01653ec-da16-5c90-9926-81da62ec821a,6b60b4f2-e733-5006-878c-34c00cbe1d01,8191a9f6-2263-53f2-a6a6-4c31e81e996e,81c0642e-2463-5abd-ae26-b4b567d51419,260,85,2024-01-01 14:05:36+00,2024-01-01 14:59:36+00,wms_sync
6f2ceb57-66c0-513a-b5c5-79ec0df8140a,a16ea6c2-a305-5337-aab5-8afd09fec523,8191a9f6-2263-53f2-a6a6-4c31e81e996e,6d6d0a34-9f5e-59b5-8834-675b7c7c4f20,200,112,2024-01-01 14:14:40+00,2024-01-01 15:28:40+00,wms_sync
6341cd3f-28e5-51c6-8806-3800313bff66,0d8fc6b1-de3d-5aef-a121-7d19de082a4a,8191a9f6-2263-53f2-a6a6-4c31e81e996e,915b9517-c3e0-56bb-9f5b-959c6c507cc4,182,64,2024-01-01 14:17:47+00,2024-01-01 15:12:47+00,wms_sync
a78400f1-6989-557e-b2fc-fb64b7ae73b2,9aae7660-695c-53db-917f-d2e8c96308b6,9b88c78b-34e7-51c0-8f51-940e61379648,6d6d0a34-9f5e-59b5-8834-675b7c7c4f20,66,44,2024-01-01 14:05:13+00,2024-01-01 15:48:13+00,wms_sync
05a76146-0c76-53ac-ae34-c1cda94155ef,e577fa53-9ba7-5178-a899-bee6f899cb15,9b88c78b-34e7-51c0-8f51-940e61379648,8517ed2a-3738-5e12-a1bc-f0e872fd3d71,167,69,2024-01-01 14:34:29+00,2024-01-01 17:49:29+00,wms_sync
ef095220-1798-5e0a-9eef-aa38001c35ae,8d544f66-85bd-5e08-879a-3b440259b3a3,9b88c78b-34e7-51c0-8f51-940e61379648,6400998a-1542-5bd0-baca-290648d04849,93,42,2024-01-01 14:01:21+00,2024-01-01 15:16:21+00,wms_sync
7b2f10a2-3dd6-52ac-a911-7e977fea484c,a640a457-73fd-5c0b-bee4-fb7966607567,d6e9c7be-33cb-5851-ab77-08e587828108,81c0642e-2463-5abd-ae26-b4b567d51419,182,65,2024-01-01 14:26:14+00,2024-01-01 18:18:14+00,wms_sync
1f1eb7c4-24c3-5919-b192-d1c20f0844a9,887ac621-5580-5e8d-80b6-7062f598c496,d6e9c7be-33cb-5851-ab77-08e587828108,6d6d0a34-9f5e-59b5-8834-675b7c7c4f20,222,83,2024-01-01 14:19:58+00,2024-01-01 15:58:58+00,wms_sync
b6e635e3-9de4-5334-8620-089b3093ccf8,b68322da-a304-59f6-b253-35fb9d9e41e7,f3c9e6db-5001-5325-b688-27d1d3fc04c1,915b9517-c3e0-56bb-9f5b-959c6c507cc4,303,115,2024-01-01 14:12:20+00,2024-01-01 16:42:20+00,wms_sync
a13e9711-13c3-547c-9e76-cedb6cd47171,a0b58e46-1b0e-559d-a249-b0b1b326599d,f3c9e6db-5001-5325-b688-27d1d3fc04c1,42ad692d-b82d-5a13-91a1-a9fd0fcaf73b,154,58,2024-01-01 14:14:09+00,2024-01-01 17:22:09+00,wms_sync
632cd550-8195-5d29-9ddd-591db0e047b3,5a6a3f04-57c5-596f-93bb-3404943608e3,f3c9e6db-5001-5325-b688-27d1d3fc04c1,8517ed2a-3738-5e12-a1bc-f0e872fd3d71,305,107,2024-01-01 14:25:07+00,2024-01-01 16:07:07+00,wms_sync
4d751f84-2e86-51ae-b92e-18430e811230,7345c020-93d9-5105-a179-12f8b91fa7e9,63b368d3-a702-5229-a0eb-00c0e02acf2c,81c0642e-2463-5abd-ae26-b4b567d51419,221,90,2024-01-01 14:43:40+00,2024-01-01 18:08:40+00,wms_sync
9c077dee-a98f-583a-87cb-08afef00b485,71bcbe98-e819-5489-9dd6-414d4e6ddbc7,63b368d3-a702-5229-a0eb-00c0e02acf2c,42ad692d-b82d-5a13-91a1-a9fd0fcaf73b,165,83,2024-01-01 14:39:17+00,2024-01-01 15:46:17+00,wms_sync
9b6930a0-9249-58ba-bc8d-7e7bab0da6cc,0bd59598-b271-50d8-ae02-3b48c7747c10,a32a21a2-1fde-52e6-a745-494a810ef82b,22113422-0935-5ebd-b323-7908c0e6bfd5,264,95,2024-01-01 14:01:16+00,2024-01-01 17:51:16+00,wms_sync
ab37999e-6c8a-5778-8797-cfbff4996f52,f47301f6-d908-5326-9e77-9b7b91103f1a,a32a21a2-1fde-52e6-a745-494a810ef82b,81c0642e-2463-5abd-ae26-b4b567d51419,260,102,2024-01-01 14:18:59+00,2024-01-01 17:41:59+00,wms_sync
fbf834f0-c831-53ca-b243-797ab6e7cffa,c9c2040e-3698-50a6-b298-75df2025a996,637d71e2-55cf-575a-87f5-1bcee0d0072a,81c0642e-2463-5abd-ae26-b4b567d51419,323,115,2024-01-01 14:01:08+00,2024-01-01 16:53:08+00,wms_sync
9be782bd-411e-522e-be4f-de0ad5483b96,70b9b6f3-6dda-56ae-8ec0-0e8d1aa2519a,637d71e2-55cf-575a-87f5-1bcee0d0072a,8517ed2a-3738-5e12-a1bc-f0e872fd3d71,172,88,2024-01-01 14:27:55+00,2024-01-01 16:41:55+00,wms_sync
4f3daee8-3a79-597b-a885-a980c2e324ff,f1077d26-e53f-5ed3-a6af-8f3d3832930d,43239255-9abf-522a-a0ca-d242c13539cf,22113422-0935-5ebd-b323-7908c0e6bfd5,117,40,2024-01-01 14:39:21+00,2024-01-01 18:14:21+00,wms_sync
8a2fa159-1847-5561-b5dd-e7adb0febd10,3334abcb-16b6-5484-8c7a-fd009093d730,43239255-9abf-522a-a0ca-d242c13539cf,8517ed2a-3738-5e12-a1bc-f0e872fd3d71,243,113,2024-01-01 14:15:39+00,2024-01-01 17:11:39+00,wms_sync
6e419fb6-804d-5cfe-9913-331ddc3dcf08,fd49dc66-2471-5152-8191-5232c1e35b8e,43239255-9abf-522a-a0ca-d242c13539cf,81c0642e-2463-5abd-ae26-b4b567d51419,177,112,2024-01-01 14:21:13+00,2024-01-01 17:06:13+00,wms_sync
474a1955-09bb-5b53-8825-a8d816255af7,83ec0fa5-056e-503f-b3aa-e40ad3547c74,6a379419-7f07-55f2-a7a1-c92bb24d1f27,6400998a-1542-5bd0-baca-290648d04849,156,53,2024-01-01 14:18:02+00,2024-01-01 15:32:02+00,wms_sync
