id,snapshot_id,entity_type,entity_id,task,label,event_at,label_source,warehouse_id
858c7be2-d48f-529d-b939-ac72c562775a,cf849c78-db2c-52d2-94b9-b287fa74f1d4,shipment,ea75d1b6-5d38-56ce-b093-09def49f76fa,delay,false,,shipment_status_history,
49ab9071-9268-539e-acb3-1a072fb61fb5,cf849c78-db2c-52d2-94b9-b287fa74f1d4,shipment,6ce4eac5-b5da-5a11-8c27-d3ab6cefd198,delay,false,,shipment_status_history,
1441557d-6219-5e07-85f6-582e091ff22d,cf849c78-db2c-52d2-94b9-b287fa74f1d4,shipment,5ace5298-25ac-5757-9af5-f4457e41a3eb,delay,true,2024-07-02 09:57:44+00,shipment_status_history,
fa2e3f7c-67c8-52bb-ab21-251e0d2ef314,cf849c78-db2c-52d2-94b9-b287fa74f1d4,shipment,33083d31-ddf2-5245-bad8-05b82a38c6f3,delay,false,,shipment_status_history,
65849e8f-61dc-56d7-923e-a28cbb228aed,cf849c78-db2c-52d2-94b9-b287fa74f1d4,shipment,d303f293-e040-5481-850d-fe8f9a40c7dd,delay,false,,shipment_status_history,
da0648ca-698f-54fa-bf13-d896d4a307a2,cf849c78-db2c-52d2-94b9-b287fa74f1d4,shipment,8064385e-6c95-5d5b-9f8e-2c3814b7c1df,delay,false,,shipment_status_history,
609b06da-5db5-5a9e-bb51-acb56b6dc04b,cf849c78-db2c-52d2-94b9-b287fa74f1d4,shipment,fd0f1052-70c5-58bf-a3ef-744730ff5dc4,delay,false,,shipment_status_history,
74067f70-d660-516a-9a94-55056b2c981d,cf849c78-db2c-52d2-94b9-b287fa74f1d4,shipment,92b9547b-85d7-5f4b-bb83-2d396e53895a,delay,true,2024-07-02 07:47:41+00,shipment_status_history,
cc1da35b-b5ad-505e-992e-fd40ce064757,cf849c78-db2c-52d2-94b9-b287fa74f1d4,shipment,2fca93ce-3d9d-5d12-918b-4b38fae96793,delay,false,,shipment_status_history,
1eddcc73-274e-5b80-b947-871a140972ae,cf849c78-db2c-52d2-94b9-b287fa74f1d4,shipment,4a30c3d1-3c7d-547c-a010-d16a802201fa,delay,false,,shipment_status_history,
c7b47e0f-830a-5514-8a33-b87d5bf48569,cf849c78-db2c-52d2-94b9-b287fa74f1d4,shipment,05427354-1884-5cce-85d8-d18a911012cd,delay,false,,shipment_status_history,
e04a781c-eb56-538e-b8db-b677fe72e4ef,cf849c78-db2c-52d2-94b9-b287fa74f1d4,shipment,9c352a13-c89c-5505-800f-0daf2321de13,delay,false,,shipment_status_history,
076a6441-e37e-54d3-b4a4-ba9527d9b88e,cf849c78-db2c-52d2-94b9-b287fa74f1d4,shipment,f2f177ea-7550-5737-86b1-7af4fec7d670,delay,false,,shipment_status_history,
76d0c64a-d139-5f26-bdc6-bbe95ee04e31,cf849c78-db2c-52d2-94b9-b287fa74f1d4,shipment,233074cb-d4a2-5758-bdc8-ac892f9fbd85,delay,false,,shipment_status_history,
46ff29eb-297c-5148-9594-7ef3b3f5d9b8,cf849c78-db2c-52d2-94b9-b287fa74f1d4,shipment,6dbcd40d-7d56-5ed9-839a-b43898ba544e,delay,false,,shipment_status_history,
6a2c7fc3-2839-5d8d-81ed-48ca0cddb7c5,cf849c78-db2c-52d2-94b9-b287fa74f1d4,shipment,0bab81f2-ee51-5359-ae26-c02fef0df901,delay,true,2024-07-07 10:01:19+00,shipment_status_history,
f962c805-7f4c-547e-b55f-d418cd63cfeb,cf849c78-db2c-52d2-94b9-b287fa74f1d4,shipment,fcd9cf9d-b90b-540e-8954-6abb434bd00d,delay,false,,shipment_status_history,
d6d901e9-b2c0-5948-942f-58a6dddf9d40,cf849c78-db2c-52d2-94b9-b287fa74f1d4,shipment,d9b54b16-b821-5b4a-a158-1fa0e7c8e995,delay,false,,shipment_status_history,
eacf9257-6a60-5fc4-aaf9-f6baa64f5084,cf849c78-db2c-52d2-94b9-b287fa74f1d4,shipment,8586e241-dbcb-5934-8e0d-939d119d6221,delay,false,,shipment_status_history,
bedf81f8-87e8-5989-84d0-59edf8a5200c,cf849c78-db2c-52d2-94b9-b287fa74f1d4,shipment,1fba510b-0b99-5a21-81e0-8531d30c982d,delay,false,,shipment_status_history,
eac425fc-6811-5fff-8cbd-79969752d4fb,cf849c78-db2c-52d2-94b9-b287fa74f1d4,shipment,de02dcad-20e0-5e8c-bb81-c95e1a1e628a,delay,false,,shipment_status_history,
4c64c4c8-a83c-593a-af29-111e197d5b14,cf849c78-db2c-52d2-94b9-b287fa74f1d4,shipment,22573303-7b1a-5f74-b523-a4b76f07e5c9,delay,false,,shipment_status_history,
81fc5317-30da-51b7-a3bc-024afb2d2681,cf849c78-db2c-52d2-94b9-b287fa74f1d4,shipment,9f8779a9-8e74-5331-acba-11bcf4d906d5,delay,false,,shipment_status_history,
e187b75f-58fa-55b3-9f44-068177344d74,cf849c78-db2c-52d2-94b9-b287fa74f1d4,shipment,08cdba01-5367-5f6d-9e20-3c24b6e7110b,delay,false,,shipment_status_history,
bf14697d-ad36-5674-9175-e81212f4e776,cf849c78-db2c-52d2-94b9-b287fa74f1d4,shipment,63dffc97-802c-590c-a830-ce4b07e7057d,delay,false,,shipment_status_history,
070984ad-98cd-59d1-be4d-30eb07f08467,cf849c78-db2c-52d2-94b9-b287fa74f1d4,shipment,1060322f-346c-53a8-bccf-7f339ba25ca3,delay,false,,shipment_status_history,
49051822-b9f8-5889-88bf-7f8a224bf7f6,cf849c78-db2c-52d2-94b9-b287fa74f1d4,shipment,d6f24762-f7f0-5363-9f50-8ec911cb8941,delay,false,,shipment_status_history,
b6dc709a-60bd-5bfe-b3dd-fc2b1755e595,cf849c78-db2c-52d2-94b9-b287fa74f1d4,shipment,896d0f04-fe89-57a8-84c0-b29989236f6d,delay,false,,shipment_status_history,
773ebcba-acd2-53a1-86ad-5e67bcf5e8bf,cf849c78-db2c-52d2-94b9-b287fa74f1d4,shipment,ee9ea99f-ea0e-5609-8e68-cc28d99e5f04,delay,false,,shipment_status_history,
45921d0a-53a1-5322-81bf-7fe0e8c1b848,cf849c78-db2c-52d2-94b9-b287fa74f1d4,shipment,fe2c98fb-b2b6-5bd5-8ced-318c02c960c3,delay,false,,shipment_status_history,
faf5f5ba-3910-5cdc-a6c7-b2faf1301620,cf849c78-db2c-52d2-94b9-b287fa74f1d4,shipment,46e5906e-2366-59b2-a076-0790428da74a,delay,false,,shipment_status_history,
a4c61d10-6528-5908-b58c-c4a46cc33fe0,cf849c78-db2c-52d2-94b9-b287fa74f1d4,shipment,5255e606-7365-5e52-af5f-bcec5cfc7c1d,delay,false,,shipment_status_history,
e7278143-0c4c-56fe-8afc-73c0455eb538,cf849c78-db2c-52d2-94b9-b287fa74f1d4,shipment,6f96853f-1b4f-5ab8-9025-a667fffd1823,delay,false,,shipment_status_history,
7c025622-8fc0-55b8-843b-22608ad1b6c7,cf849c78-db2c-52d2-94b9-b287fa74f1d4,shipment,7dc53dec-fd8d-5178-a042-88314f7caf91,delay,true,2024-07-07 14:39:52+00,shipment_status_history,
a5b97d5f-9af7-5174-b69f-83ccb1214fbe,cf849c78-db2c-52d2-94b9-b287fa74f1d4,shipment,669ee3b3-c59b-583b-b368-e2734abfdcc9,delay,false,,shipment_status_history,
39ddcbfa-db2e-5197-b9a2-5c0000fb26e3,cf849c78-db2c-52d2-94b9-b287fa74f1d4,shipment,474ec5a3-1dfa-56d2-a640-9d422ab796a1,delay,false,,shipment_status_history,
1ddffe9a-1e86-5d26-b7d7-f6a90b96e26e,cf849c78-db2c-52d2-94b9-b287fa74f1d4,shipment,9039dd79-3a57-5b21-8708-924079c23878,delay,false,,shipment_status_history,
ab8a3690-9d99-57d6-81ca-7f16ff046070,cf849c78-db2c-52d2-94b9-b287fa74f1d4,shipment,1c306f2a-39f2-5e8d-89b1-2717fdcf7459,delay,false,,shipment_status_history,
778aa946-02d8-5f63-8c67-5c2802f5c00e,cf849c78-db2c-52d2-94b9-b287fa74f1d4,shipment,d3d2ded9-4d0b-5ed8-84ac-96de77f2c2ee,delay,false,,shipment_status_history,
0b5d190b-e705-5abe-95ba-fd339adce4cc,cf849c78-db2c-52d2-94b9-b287fa74f1d4,shipment,1e82827c-f425-5f7b-8e63-6d8d7b91b1a6,delay,true,2024-07-13 15:14:51+00,shipment_status_history,
f2608215-4142-58cd-8377-303039a91d79,cf849c78-db2c-52d2-94b9-b287fa74f1d4,shipment,19fcedb5-b28b-5f71-a108-8b8ae5894994,delay,false,,shipment_status_history,
c0818699-d88d-5742-900a-6e7b2d050811,cf849c78-db2c-52d2-94b9-b287fa74f1d4,shipment,4028c52d-4691-552a-b302-d9a368f52891,delay,false,,shipment_status_history,
362be3a4-b833-5690-969a-5409506d237c,cf849c78-db2c-52d2-94b9-b287fa74f1d4,shipment,7b2b945d-126f-53fd-9476-b45c9b1cd53c,delay,false,,shipment_status_history,
a9845592-75c9-55fe-97c1-a152ac9d7a6f,cf849c78-db2c-52d2-94b9-b287fa74f1d4,shipment,63b14ffd-e4c3-52b9-9a6c-2a15461b3598,delay,false,,shipment_status_history,
328f72a5-0054-5a65-843a-15bd7629dc4b,cf849c78-db2c-52d2-94b9-b287fa74f1d4,shipment,1f4431db-1525-57f0-94be-e12a1496e928,delay,false,,shipment_status_history,
78df58cf-207f-5132-a4cd-da80417d8f82,cf849c78-db2c-52d2-94b9-b287fa74f1d4,shipment,fcce22c0-eb97-51d9-9445-ae764f3006c3,delay,false,,shipment_status_history,
6a53e745-cfc1-53a6-8585-6fab7e80d15e,cf849c78-db2c-52d2-94b9-b287fa74f1d4,shipment,2c93c9cc-b7aa-55fe-bbdd-123b5c5a7f90,delay,false,,shipment_status_history,
56207cf5-9f66-58a7-8754-b5cac7dfe0f4,cf849c78-db2c-52d2-94b9-b287fa74f1d4,shipment,a5b3edf0-b9b9-5346-8688-ee1e5dbf7611,delay,false,,shipment_status_history,
b7d0d515-f3d3-5f9c-a4ff-bd673dc3b4b0,cf849c78-db2c-52d2-94b9-b287fa74f1d4,shipment,f80c6fbb-b85f-5a15-a80d-1c58df5ef5d2,delay,false,,shipment_status_history,
4287cbfe-624c-5f98-990e-fc9d27b6bd42,cf849c78-db2c-52d2-94b9-b287fa74f1d4,shipment,827d573e-e832-5117-b2d3-c562b3b4e599,delay,false,,shipment_status_history,
90896faf-299e-5419-870b-a2ee809fea67,cf849c78-db2c-52d2-94b9-b287fa74f1d4,shipment,e8677d06-0919-5f04-bc05-f93278045a66,delay,false,,shipment_status_history,
393764ad-f92f-5e08-b04d-f87a6024b5f2,cf849c78-db2c-52d2-94b9-b287fa74f1d4,shipment,02e9c8e5-ca6b-538c-8b6b-b61ee5b7b80c,delay,false,,shipment_status_history,
88de3e83-9e72-5d01-b0f6-d9b3cc75b037,cf849c78-db2c-52d2-94b9-b287fa74f1d4,shipment,547b3c52-2d43-535f-8029-a5bc2210dcb5,delay,false,,shipment_status_history,
560a54ba-e8a9-5378-9593-b9e51bbad74a,cf849c78-db2c-52d2-94b9-b287fa74f1d4,shipment,b41b6eb7-63e7-595b-9cc3-0f22a5a1fee8,delay,false,,shipment_status_history,
f59a6ea3-8453-5213-a9a8-423a125618e8,cf849c78-db2c-52d2-94b9-b287fa74f1d4,shipment,2d8395be-b149-5ada-a9f8-fd671ed23983,delay,false,,shipment_status_history,
72b670b7-3532-5150-af48-08ac757544c5,cf849c78-db2c-52d2-94b9-b287fa74f1d4,shipment,9bda5712-e600-5af3-9f81-e3fde2a1daa0,delay,false,,shipment_status_history,
4135bdc3-be97-51dd-affb-64e0f73b7da8,cf849c78-db2c-52d2-94b9-b287fa74f1d4,shipment,eeafca23-dad1-5d70-ae08-50bf8d686cf0,delay,false,,shipment_status_history,
dc782f5a-0009-5a65-b74b-fad65c7bfc7c,cf849c78-db2c-52d2-94b9-b287fa74f1d4,shipment,d0a8e4ca-ec5f-56b6-80d9-3cad608b75f3,delay,false,,shipment_status_history,
4bb75c78-c3e1-5034-af29-cb49261d4a88,cf849c78-db2c-52d2-94b9-b287fa74f1d4,shipment,cafc5f9a-57be-5960-9f5a-90c0713ba2c1,delay,false,,shipment_status_history,
e7071b25-a673-5033-8b7d-2349b905375e,cf849c78-db2c-52d2-94b9-b287fa74f1d4,shipment,f49cb233-ba1c-5ac7-b5cb-f71e4f889580,delay,false,,shipment_status_history,
ce118a56-0896-579d-b654-65994bdf5e5d,cf849c78-db2c-52d2-94b9-b287fa74f1d4,shipment,211263a7-88a9-583e-91f3-fc4fd1f4bf9c,delay,false,,shipment_status_history,
dd3abd63-6abb-5fc8-a553-31225c14921e,cf849c78-db2c-52d2-94b9-b287fa74f1d4,shipment,de099c61-06d7-59cf-9d8d-b3168a542868,delay,false,,shipment_status_history,
262dacd2-ff86-56af-9a91-8b0f9042e194,cf849c78-db2c-52d2-94b9-b287fa74f1d4,shipment,4ce6a0a7-3373-56ac-92ee-2eb8252b347d,delay,false,,shipment_status_history,
0df4bea9-3349-5951-a220-bf244c5330af,cf849c78-db2c-52d2-94b9-b287fa74f1d4,shipment,68f57f36-f770-5dae-9e5b-08ae51441e21,delay,false,,shipment_status_history,
47a4974e-797f-504f-87c6-4ac111797e91,cf849c78-db2c-52d2-94b9-b287fa74f1d4,shipment,7ca1a0d9-637d-5f16-a6f1-61009782f5c3,delay,false,,shipment_status_history,
0b38aa95-97a8-50af-8648-b138f27a4866,cf849c78-db2c-52d2-94b9-b287fa74f1d4,shipment,443703a0-1a3b-547c-a484-95f91cf5df1c,delay,false,,shipment_status_history,
44030f95-f9c8-5c31-a64c-efd35fcc3db2,cf849c78-db2c-52d2-94b9-b287fa74f1d4,shipment,ad79e61b-6298-576d-9548-152d7e29140d,delay,false,,shipment_status_history,
49d7e14d-8738-508e-8d54-03fbb194d05e,cf849c78-db2c-52d2-94b9-b287fa74f1d4,shipment,51aa80fc-a665-52ae-a25c-f5eb7bd50eaf,delay,true,2024-07-03 12:09:12+00,shipment_status_history,
0e0dced4-47de-5330-9efc-a41cecfabb40,cf849c78-db2c-52d2-94b9-b287fa74f1d4,shipment,15326474-949b-5ac2-ac82-58be0b89e059,delay,false,,shipment_status_history,
1483efe6-a48b-5927-88fa-7bc0e3cef046,cf849c78-db2c-52d2-94b9-b287fa74f1d4,shipment,e55807c7-fbab-590a-8ec6-81621519eac6,delay,false,,shipment_status_history,
961564e8-0db3-5430-a6b0-5ee8a5fd3d10,cf849c78-db2c-52d2-94b9-b287fa74f1d4,shipment,914cf446-8836-5d39-9304-c529d4eda424,delay,false,,shipment_status_history,
7989732b-cb35-589e-a89a-59355e28ee23,cf849c78-db2c-52d2-94b9-b287fa74f1d4,shipment,6e695442-5ac8-525c-a7ec-1fb43f24aaf2,delay,false,,shipment_status_history,
6a68f81e-b168-5ad4-bc40-017488051241,cf849c78-db2c-52d2-94b9-b287fa74f1d4,shipment,bebd7fea-8547-59e6-8b74-9297a33ef754,delay,false,,shipment_status_history,
5d4a0615-3c34-566d-b728-53baf41785c2,cf849c78-db2c-52d2-94b9-b287fa74f1d4,shipment,eb140ee3-b22d-5eac-b065-8d507ec956a8,delay,true,2024-07-05 13:57:16+00,shipment_status_history,
c2acdf9b-52e6-5a6f-b539-fe78570fbe47,cf849c78-db2c-52d2-94b9-b287fa74f1d4,shipment,b9736350-6880-588a-86b2-d470eedcef3f,delay,false,,shipment_status_history,
f8edd76a-41aa-5244-bcce-93eec0c78b00,cf849c78-db2c-52d2-94b9-b287fa74f1d4,shipment,94318fe8-402f-56ad-a27b-d4c15e5f5d9a,delay,false,,shipment_status_history,
ffa171ac-95a0-517f-adb5-54c782aab366,cf849c78-db2c-52d2-94b9-b287fa74f1d4,shipment,c84c82f8-8dc4-5b0e-86ed-861ab23fee2f,delay,true,2024-07-09 02:20:40+00,shipment_status_history,
658580ea-2bfe-5524-8688-179dc2b2eb07,cf849c78-db2c-52d2-94b9-b287fa74f1d4,shipment,c678b2c1-79c5-54ba-a447-4fb4f53168aa,delay,true,2024-07-03 11:50:54+00,shipment_status_history,
889be0cb-2997-5b9b-99d0-1a5bcf983dcc,cf849c78-db2c-52d2-94b9-b287fa74f1d4,shipment,d3df3813-2154-596e-98bf-d5ee25b1b613,delay,false,,shipment_status_history,
a167a1cc-d9f2-54db-8ace-923e3909f48a,cf849c78-db2c-52d2-94b9-b287fa74f1d4,shipment,527c680f-8286-5fa3-8e12-a8fa753e6945,delay,false,,shipment_status_history,
061111c8-ac33-5208-9449-9809962c4d5c,cf849c78-db2c-52d2-94b9-b287fa74f1d4,shipment,411c2684-bb3a-5624-b4d2-ff9879c3f742,delay,false,,shipment_status_history,
2380c9ae-4784-5aa9-8647-82d449be931d,cf849c78-db2c-52d2-94b9-b287fa74f1d4,shipment,c6cb257b-1f12-5136-9239-535445e7da6a,delay,false,,shipment_status_history,
a8e8a40d-4672-59b0-b0bf-8aeb6c4b5e72,cf849c78-db2c-52d2-94b9-b287fa74f1d4,shipment,19f5c5ab-5aca-5e1f-b420-916c3a2e3fe2,delay,false,,shipment_status_history,
107c5a8f-c188-5479-993a-674fc33705a5,cf849c78-db2c-52d2-94b9-b287fa74f1d4,shipment,0717c04c-3e1c-58e0-a5de-d1ea53b7d368,delay,false,,shipment_status_history,
4ab0ed0c-51f7-5deb-a859-0757a3741047,cf849c78-db2c-52d2-94b9-b287fa74f1d4,shipment,48b0067a-5c8f-5499-b1c5-9d21be5560a3,delay,false,,shipment_status_history,
511a0f37-9dcf-5999-9c82-077ea41a91fc,cf849c78-db2c-52d2-94b9-b287fa74f1d4,shipment,5d1c29df-1f89-5665-b087-02410b72ba51,delay,false,,shipment_status_history,
